,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600809.SH,X002371.SZ,X000568.SZ,X000725.SZ,X600104.SH,X600031.SH,X000625.SZ,X300124.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X002028.SZ,X600584.SH,X000157.SZ,X600372.SH,X600703.SH,X600741.SH,X600418.SH,X600066.SH,X000977.SZ,X600522.SH,X002236.SZ,X600183.SH,X601877.SH,X002049.SZ,X600487.SH,X002294.SZ,X601799.SH,X000921.SZ,X000800.SZ,X002180.SZ,X002074.SZ,X000661.SZ,X002129.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0512870845861231,0,0,0,0,0,0,0,0,0.443200365910293,0,0,0,0,0,0,0,0,0,0,0,0,0.0184391880681291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420315307624092,0,0,0,-0.0385629174489955,0,0,0,0,0,0,0,0,0,-0.0176282321745176,-0.022095060231136,0,0,0,0.0432697569628501,0,0
X000858.SZ,0.261765775473967,0,0.0717879287097462,0,0,0,0,0,0.187076410277594,0,0.107549665383432,0,0,0,0,0,0,0.0109682039853791,0,0.145995500371512,0.0423214354301572,0,0,0,0,0,0,0,0,0.0208781516424392,0,0,-0.0496312929247623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131803989618856,0,0.0335807179663434,0.024965410916107,0.138970393418933,0,0,0.0074766006208674,0,0
X600276.SH,0,0,0,0,0,0.052710993911945,0,-0.0723985007973304,0,0,0,0,0,0,0,0,0,0,0,0.0322306483413048,0,0,0,0,0,0,0,0,-0.0151435289400465,0,0,0,0,0,0,0,0,0,0,0,0,0.113029815309672,0,0,0,0,0,0.226545570871551,0,0,0,-0.0426962492520151,0.00913910957551538,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.0266215690094594,0,0,0,0,-0.0802555018871964,0,0,0,0,-0.0731648699270265,0,0,0.44944430719842,0,0.0209716420442169,0,0.278815309335557,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.187467956763687,0,0,0,0,0,0,0,0,0,0,-0.0546123841173657,-0.0362585295233803,0,0,0,-0.0325923330413961,0,0
X002415.SZ,0,0,0,0,0,0.11965176095747,0,0,0,0,0,0,0,0.119336451423891,0.113552152615095,0,0,0,0,0,0,0,0,0,0,0.0175753616002713,0,0,0,0,0,0,0,0,0,0,0.262345458406864,0,0,0.0411456530545631,0,0.149851145963627,0.114845368095979,0,0,-0.138436165656195,0,0,0,0,0,0.0694534269918871,0,0,0,0,0,0,0
X600690.SH,0,0,0.0188017691451121,0,0.0304230572565954,0,0.321280853006391,0,0,0,0,0.0710150354406837,0,0,0,0,0,0,0.110966678837958,0,0,0.0217868532419947,0.0547044334048775,0,0,0,0,0,0,0,0,0,0,0,0,0.0767000756268667,0,0,0.0374772809064018,0,0,0,0,0.254586546890518,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0125000670044939,0,0
X000651.SZ,0,0,0,0,0,0.254189886476375,0,0,0.0342669640893269,0,0,0,0,0.0578753428016607,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0961557022319628,0,0,0,0,0,0,0,0,0,0,0,0,-0.0041641751724197,0,0,-0.0184929697828983,0,0,0.196278101549773,0,0,-0.0559851019867725,0,0,0,0,0,-0.0137397513492888,0.0512771511635853,0,0,-0.00919104000333827,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0991981783843102,0,0,0,0,0,0,0,0,0,0,-0.304205276003837,0,0,0,0,0.0532559386712743,0,0,0,-0.218034309853989,-0.104410480202232,0,0,0,0,-0.0274223694782581,0.0819707978914241,0,0,0,0,-0.0677849968451792,0.180162618379209,-0.137924613296293,0,0,0,0,0,0.164929760495338,-0.217257822890843,0.199783978371733,0,0,-0.0925151392479516,0,0
X600809.SH,0,0.0536397730213908,0,0,0,0,0,0.0459589787706986,0,0,0.287147716349914,0,0,-0.0440391979166461,0,0,0,0,0,0.519162498453575,0,0,0,0,0,-0.0453927558378079,0,0,0,0.0477457783094398,0,0,0,0,0,0,0,0,0,0,-0.141949106733319,0,0,-0.0287726438454085,0,0,0,0,0,0,0,0,0,0,0,0,0.00856964720908349,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536660817519822,0,0,0,0,0,0.066533337452718,0,0,0,0,0,0,0,0.226191175540947,0,0,0,0,0.0634412229156987,0.20576230908917,0,0.175174225094008,0,0,0,0,0,0,0,-0.131119329804946,0,0.096056047571429,0.00377236258865915,0,0,0,0.116548053709185,0,0,0,0,0,-8.67361737988404e-19,0,0
