,X600519.SH,X002415.SZ,X600104.SH,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X002236.SZ,X000568.SZ,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X000625.SZ,X600487.SH,X300124.SZ,X600066.SH,X601877.SH,X002241.SZ,X000100.SZ,X300003.SZ,X600809.SH,X002294.SZ,X600867.SH,X600271.SH,X300136.SZ,X600522.SH,X002508.SZ,X000050.SZ,X600566.SH,X600089.SH,X000981.SZ,X000157.SZ,X600498.SH,X600177.SH,X600707.SH,X000596.SZ,X002085.SZ,X002180.SZ,X300142.SZ,X002179.SZ,X600699.SH,X600584.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.545380609902759,0.0249574537630255,0,0,0,0,0,-0.0345252770001314,0,0,0,0,0,0,0,0,0.0294939211826212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717443232076211,0,0,0.0530694496457644,0,0,0,0,0,0.0495300382437745,-0.0622200357146506,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0738814387134063,0,0,0.280457315571505,0.11746418569778,0.0755721121270902,0,0,0,0.0695232898992476,0.0172991114853395,0.126840938564387,0,0,0.241061229534908,0,0,0,0,0,0,0,0,0,0,0.146827493054234,0,0,0,0,0,0.205499592263401,0,0,0,0,0,0,0,-0.0260571072601032,0,0,0,0,0,-0.00904231174297955,0,-0.0704948050736437,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.161801516654008,0.125913420458163,0,0,0,0.229610124348425,0.210315408939367,0,0,0,0,0,0,0,-0.0172565418769379,0.12033859442733,0,0,0,-0.045293370982709,-0.046060725645365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00442720674807666,0,0.00890816069513255,-0.0231427834432735,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.419543418718355,0,0.00750845472222379,0,0.0604284887212047,0.109574612507192,0,0,0,0,0,0,0.0981494094944894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0590059897144823,0,0.137790522581595,0,0,0,0,0,0,0,0,0,0,0,0.0971000935547497,0,0,0,-0.0514570257072024,0,0.00321566095409181,0,0,0,0,0,0,0
X000858.SZ,0.00976807360050495,0,0,0.357493374442861,0,0,0,0.162776621642427,0,0,0,0.0247521086017095,0.489212939061446,0,0,0,0,0,0,0,0.0163704286910583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,-0.0163704339817746,0,0,0,0,0,0
X600276.SH,0,0.0513451452262473,0,0,0.0459005034012918,0,0,0,0.068816085140539,0.0558515719218592,0.0533177148399724,0,0,0,0,0,0,0,0,0,0.164592073739957,0,0,0,0,0,0,0.039545693913319,0,0.0816698723732863,0,0,0,0.185374689299253,0,0,0,0,0,0,0,0,0,0,0.00696409271858915,0,0,0,0,0.0062338837241847,0,0.00435878244820656,0,0.131571820376806,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.370302211247032,0.0275487966548759,0,0,0,0,0,0.0903177154310626,0,0,0,0,0,0,0,0,0,0,0.118979779683089,0,0,0.0295756403135907,0.11710001771791,0,0.0212818613271493,0,0,0.0171907535329664,0,0,0,0.245218099202943,0,0,0.0551235623244838,0,0,0,0,0,0.160054710853236,0,0,-0.00411855924462112,0,0,0,0,0,0,0
X002304.SZ,0.0344719650829926,0,0,0,0.120553953624031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375762616022728,0,0,0,0,-0.104917294887569,0,0,-0.0171070753380558,0,0,0,0,0.422065194437385,0,0,0,0,0,0,0,0,0.217954585110132,0,0,0,0,0.0839512450822601,0,0.0238227967746128,0,0.000291727314870464,0.00128077871785122,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.374867049979741,0,0,0,0,-0.0833824750869512,0,0,0,0,-0.0308037993442568,0.0943332257901968,-0.0391912962451483,0,0.16126300086999,0,0,0,0.172940741565159,0.0822760267514464,0,0,0,0,0.241334184635131,0,0,0,0,0.0524773285127024,0,0,0,0.384992725128081,0,0,0,0.157966645597611,-0.0370300590125535,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.431069907717476,0.0451732081281668,0.0225746868060978,0,0,0,0,0,0,0.0574404136039265,0,0,0,0,0,0,-0.0294961899499299,0,0,0,0,0,0,0,0,0.0391835762069992,0,0,0,0.175583340467634,0,0,0,0,0,0,0,0,0.0253469836195781,0,0,0,0,0.0630623904290305,0,0,0,0,0.0123243454575861,0,0,0,0,0,0
