,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000063.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X000977.SZ,X600372.SH,X002241.SZ,X601877.SH,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X600522.SH,X002180.SZ,X000733.SZ,X002074.SZ,X000066.SZ,X002463.SZ,X600460.SH,X000988.SZ,X600702.SH,X300003.SZ,X300142.SZ,X000800.SZ,X002007.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.313437991347061,-0.00074519157953707,0.136726098700685,0.120332827110418,0,-0.0331016751482995,0,-0.0365441136281933,0,0,0,0,0,0,0.0199253369183056,0,0,0,0,0,0,0,0,0,0.0425754604713462,0,-0.0323328501782639,-0.037097850396633,0,-0.0444735478674586,0,0,0,0,0,0,0,0.0464747141488061,0,0,3.46944695195361e-18,0,0.0238516509547785,0,0,0,0,0,0,0,0.0112050179650604,0,0,0,0,0,0,0
X000858.SZ,0.178538731317657,0,0,0.335897219735841,0,0.0524398011948651,0,0,0,0,0,0,0,0,0,0,0.141884324639704,0,0,0,0,0,0,0,0,0,0.0112572224263407,-0.010856088671097,-0.0207629541510146,0,0,0,0,0,0,0,0,0,0,0,0.0530840234552896,0,0,-0.022682104184155,0.0657682668550054,0,0,0,0,0,0.019829973994194,-0.0198646400761611,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0917832245979239,0,0,0,0,0.249567707124911,0,0,0.115763815387814,0,0,0,0.266290166921428,0,0,0,0,0,0,0,0,-0.269707468179182,0.0235143831414514,0,0,0.136382054812765,-0.0710436474638703,0,0,0,0,0,0,0,0.0923706459724323,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.548164888246813,0,0,0,0,0,0,-0.019085896681511,0,0,-0.00433267635438957,0,0,0,0.0256234458070275,0,0,0.00390041978656007,0,0,0,0,-0.121729420929579,0,0,0,0.0101345726325317,-0.024470290431169,0,0,0,0,0,0,0,0,0,0,0.0703916552895351,0,-0.00674647078063391,0,0,0.270526220626607,0,0,0,0,-0.0540267732526887,0,0.0119303253936164,-0.0511582577319598,0,0,0,0,0,0
X600276.SH,0,0,0.176671669298312,0,0,0,-0.00204380687296937,0.155995165243043,0,0,0,0,0,0,0,0,0,0.209928541373282,0,0,0,0,0,-0.242417474855877,0,0.110513309692166,0,0,0,0,0,0,0,0,0,0,0.0208057632024145,0,0,0,0,-0.238526806727387,0,0.143667588426809,-0.075021876831877,0,0,0,0.0701225991874698,-0.0958583701454657,0,0,0.0372542572654286,0,0,0,0,0,0
X600809.SH,0,0.118106738195566,0,0,0,0,0,0,0,0.0519289982271684,0.0822336526207984,0,0,0,0,0,0,0,0,-0.184588912712316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596593301658781,0,0,0.0126595017676844,0,0,0,0.0247764602238664,-0.143275043718653,-0.0646114910080781,0.445454589643724,0.0140412049533996,0.0277157861115103,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0984464195635519,0,0,0,0.127277222218446,0,0,-0.0326740275121178,0.0942481098489717,0,0,0,0,0,0,0.590190151617528,0,0,0,0,0.216416050854227,0,0,0,0,-0.0539455585031711,0,0,0.1897662562501,0,0,0,0,0,0,0,0,-0.104995579475729,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.209336943940776,0,0,0,0,0.149246156291024,0,0,0,0.119093573200783,0,0,0,0,0,0,0,0,0,-0.0219957802081062,0,0,0,0,0.059705404678557,0,0,0,0,0,0,-0.121390220480972,0,0,0.055466710566395,0.0733880812839166,0,-0.0608949703886027,0,0,0,0,0.0119781935672759,0,0,0.0706821228103549,0,0.059579418340088,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0359221750584101,0,0,0.1684667166588,0,0,0,0,0,0,0,0,-0.0380836024105052,0,0,0,0,0,0,0,0,0.117906725879685,0.128901065750485,0,0,0,0,0,0,0,0.124565199525342,0,0,0,3.46944695195361e-18,0.0212514396475528,0,0,0,0,0,0,0,0.0879244799007714,0,0.136303143684216,-0.179183081157868,0,0,0,0,0,0
X000651.SZ,0,0,0,0.104097774078129,0,0,0,0,0.300085532010654,0,0,0.0362111076342356,0,0,0,0,0,0,0,0,0,-0.447759454479664,0,0,0,0.00399116163981544,0,0,0,0.0867338202502115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434035722032107,0,0,0,0,0,0,0.0178792619187688,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.100709523015063,0,0,-0.0488188767016142,0.0532691167529012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000305345426244473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195504137057537,0,0,0,0,0,0,0,-0.0227734260761895,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0167148959520148,0,0.140409421994034,0,0.0405445454012382,0,0,0,0,0,0,0.0551803581752497,0,0.0429865959507955,0,0,0.142291095177792,0,0,0,0,0,-0.167830491907612,0,0,0,0.152064735284261,-0.220045198779343,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0841794585401732,0,0,0,0,0,0,0,0.0296925140719642,-0.0099541764392535,0,0,0,0,0,0
X600104.SH,0,0,0.0246306338084719,0,0,0,0,0,0,0.0225203973761549,0,0,0,0.122643261986347,0,0,0.20033235258747,0.0184941867806863,0,-0.0268761991476022,0,0,0,0,0,0,0.04497933307879,0.0196958920765346,-0.0513480631589089,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192859656187082,0,-0.000659438214140962,0,0,0,0,0,0,0,0.0132503645405766,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215372479882356,0,0,0.474520807062766,0.0377444875510004,0.0490690199329058,0,0,0,0,0,0,0.0378439568180141,0,0,0,0,0.0445506216617158,0.0405354487252054,0,-0.0891032163744811,0,0,0,0,0,0,0.190375282193366,0.00640021530350551,0,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0107199581475506,0,0,0,0,0.0458113019841495,-0.0189816798809498,0,0,0,0,0,0,0,0,0,0,0,0.113584982762628,0.0102932517841244,0,0.0594832393386588,0,0,0.0154497856109542,0,0,0.00747630175865399,0,0,0,0,0,0,0.011026466637733,0,0,0,-0.0198310630405802,0,0.0592685278824045,0,0,0,0,0,0,0.238763567354663,0,0.0185234076588637,0.0516547370578574,0,0,0,0,0
X002371.SZ,0,0,0,0,0.168466921725929,0,0.00787693496576972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156286073193137,0.146262666021024,0,0,0.133505657806034,-0.333482867779887,0,0,0,0,0,0,0,0,0,0,0.0880386850018473,0,0.258526116027522,0.108399472507186,0.113679365498784,0,0,0,0,-0.512162128164186,0,0.030761863071356,-0.102472046177912,0,0,0,0,0,0
X600031.SH,0,-6.93889390390723e-18,0,0,0,0,0.0131811089099036,0,-0.0429461924581143,0,0.111643520284225,0,0,0,0,0.0196973768948144,0,0,0.0632548397425044,0.00548709959156736,0,0,0,0,0,0.068392227656481,0.0399010351134576,0.0713417968169315,-0.0545511334513751,0.0438608746698571,0,0,0,0.147893190959199,0,0,0,0,0,0,0,0,0.0722281962397406,0,0,0,0,0,0,0,0,0.0104346327112316,8.67361737988404e-19,0,0,0,0,0,0
