,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X000338.SZ,X000157.SZ,X600118.SH,X600089.SH,X600271.SH,X600703.SH,X600741.SH,X002129.SZ,X002241.SZ,X600177.SH,X600582.SH,X600066.SH,X002236.SZ,X000800.SZ,X601877.SH,X300124.SZ,X000581.SZ,X600839.SH,X000623.SZ,X000568.SZ,X002292.SZ,X002475.SZ,X000550.SZ,X000977.SZ,X600060.SH,X000559.SZ,X002294.SZ,X000869.SZ,X002456.SZ,X600252.SH,X002465.SZ,X600867.SH,X300146.SZ,X000400.SZ,X300003.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0.100089603738345,0,0,0.130358404035652,0,0,0,0,0.0895173487901665,0,0,0,0,0,0.00749844019356428,0,0,0,0,0,0,0,0,0.0745003540552644,0,0,0,0,0,0.0286359004450064,0,0,0,0,0,-0.0248718926626771,0,0,0,0,0,0,0,0,0.0570180581851305,0,0,0,0,-0.0207703839224873,0,0,0,0,0,0
X600519.SH,0,0,0,0.112894626936613,0,-0.0307648701802117,0,0.102984588675349,0,0,0,0,0,0.0693744072694345,0.0653042766794427,0,0,0,0,0,-0.0165979123358268,0,0,0,0,0,0,0,0,0,0,0,0.017793011656244,0,0,0,0,0,0,0,0,0.118496831514399,0,0,0,0,-0.105977709163223,0,-0.0154548766917626,0,0,0,0.0143839607747874,0,0,0,0,0,0
X000651.SZ,0,0.0771151767530534,0,0,-3.46944695195361e-18,0,0.118435793753687,0,0,0,0.183085511464449,0,0,0,0.145265445126664,0,0,0,0.0190860523292368,0,0,0,0,-0.0176238420422772,0,0,0,0,0,0,0,0,0.0145840085973774,0,0.0149906326625223,0,0.0485761342656212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206634098071023,-0.00986078116211893,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335718002952977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00493494926811543,0.132160864411032,0,0,0,0,0,0,0,0,0,0,0.0234290853022001,0,0,0,0.334121692886512,0.273093917377504,0,0,-0.00810816524804515,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0403557118400302,0,0,0,0.0525261237288498,0,0,0,0,0,0.0483872626930078,0,0,0,0,0,0,0,0.0233235454633466,0.0161651264976527,0,0,0,0.0568915826300736,0,0,1.73472347597681e-18,0.00643999670712682,0,0,0.200780893210458,0,0,0,0.122890404774051,0,0,0,0,0,0,0,0,0,0,0.0896166754258516,0,0,0,0.0176158099532907,-0.0112184595312106,0,0,0,0,0,0
X000625.SZ,0,0,0.00789693841045177,0,0.286344577245713,0,0,0,0,0,0,0,0,0,0.220537812379935,0,0,0,-0.0424498040350935,0,0.0285038034916301,0,0,0,-0.088009026124798,0,0,0,0,0,0,-0.0722164689377436,0,0,0,-0.0272215548140373,0,-0.00844385902610082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217234381404844,0.00842116591516826,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.00389292742974272,0,0,0,0.0257489999192371,0.164020012163357,0,0,0,0,0.0364729509110786,0,0,0,0.0310041005153772,0,0.0270718397672062,0,0,0.0187605474127518,0,0,0,0,0,0.140992489751185,0,0,0,0,0,0.000970642035963255,0,0,0,0,0,0,0,0,0.0593522502602272,0,0,0,-0.000637932863906558,-0.00396211253043853,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.097942327368575,0,0.539792899832669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415174051017755,0,0.171500681194388,0.0228141011044016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172981205434838,-0.0241294525115545,0,0,0,0,0,0,0,0,0.0118993782891955,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.00330498624341521,0,0,0,0.07625880546025,0,0,0,0.0615452999097365,0,0,0,0,0,0.0097472277495767,1.73472347597681e-18,0,0,0,0,0.122684015162748,0,0.0244767579503282,0,0,0,0,0,0.162224445728817,0.152888443401286,0.162742306240363,0,0,0,-0.0207731349161831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113812576181694,0,0,0,0,0,0
X600276.SH,0,0.0244043456171486,0,0,0,0,0,0.0334893379394414,0,0,0.0549511145856244,0,0.00400617167772916,0.10510399241599,0,0,0,0,0,0,0,0.0555966147899423,0.0286452311659904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309197944042807,0.03673011260294,0,0,0,0,0,0
