,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X000596.SZ,X002129.SZ,X000063.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000157.SZ,X000977.SZ,X000733.SZ,X600522.SH,X002074.SZ,X000799.SZ,X600584.SH,X600460.SH,X300003.SZ,X601799.SH,X000066.SZ,X600779.SH,X600884.SH,X002007.SZ,X002236.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.135606167764661,0,0,0.147549360494196,0,0.223525158130956,0.0979953415020863,0.0283244027439984,0,0,0,0,0.0505797836139776,0,0,0,0.032544973216093,0,0,0,0,0,0,0,0,0,0,0,0.0466648761052447,0.132267444490008,0,0,0,0,0,0,0,0,0.00520960709056119,0,0,0,0,-0.0038051146233303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0428642794299529,0.151202685201101,0,0.619795255288937,0.0357943845341071,0,0.198332714287757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101137128368018,0,0,0,0,0,0,0.0166286567058511,0,-0.0204471841234771,0,0,0,0,0,0,0
X000568.SZ,0,0.607059660224645,0,0.0288736257004004,0,0,0.257921051310299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920214569344177,0,0,-0.247395904628524,0,0,0.0949563744677613,0,0,0,0,-0.0506911077416739,0,0,0,-0.0191895582736755,0,-0.025128303161749,0,0,0,0,0,-0.0276724647258785,0,0,-0.103648395033435,0,0,0,0,0.0256605258570784,-0.0347669509621011,0,0,0,0,0,0
X002415.SZ,0,0.187624769666402,0,0,0,0.0825600158862977,0,0,0,0,0,0,0,0,0.054440001160655,0,0,0,0,0,0,0,0,0.0671841597764344,0,0,0,0,0,0,-0.039787566452827,0,0,0,-0.13487415479468,0.179554128459084,0,-0.0274579941217328,0,0,0,0,0,0,0,-0.00204772767820203,0,0,0,0,0,0,-0.0220945901541716,0,0,0,0,0,0
X600809.SH,0,0,0.0812997054805525,0.116852278162831,0,0,0.252558962519467,0.100156560945794,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0742381946553599,-0.076386909910973,0,0.24525338266591,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.00969336214342012,0,0,-0.000845779124716499,0,0,0,0,0,0
X600276.SH,0,0,0.109106194716827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223377899015508,0,0,0,0,0,0,0,0,0.115666841615768,0,0.0107015664333393,0,0,-0.17354800465494,0,0.245954895716573,0,0.0056489166333218,0,0,0,0,0.0310713786319274,0,0.0190033922629229,6.93889390390723e-18,0.106992645977581,0.0225998622300796,0,0,0,0,0,-0.0443683465383474,0.0400837098370407,0,0,0,0,0,0
X002304.SZ,0,0.373091346000284,0.316734608792266,0,0,0,0,0,0,0,0,0,0,0,0,0.188507186343471,0,0,0,0,-0.0154270084213693,0,0,0,0,0,0,0,0,0,0,0,-0.0743688570708399,0,0,0,0,-0.0165275463267172,0,0,0,0,0,0,-0.0552847470859242,0.0381907369230878,0,0,0,0,0,-0.016140668759356,0.0146572126218025,0,0,0,0,0,0
X600690.SH,0,0,0.0521891046185667,0.109244607559008,0.0218022334451944,0,0.0295279077996886,0,0,0,0,0,0.288362616803251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095212216376507,0,0.0433235865780004,0,0,0,0,0,1.0842021724855e-19,0.00607199048189802,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.435806356718391,0,0,0,0.100702006695944,0,0,0,0,0,0.0697974410477674,0,0,0,0,0,0,0,0,0,0,0.0332439777021005,0,0,0,0,0,0.124028710922802,0,0,0,0,0,0,0,0,0,0,0,0,0.229632705776051,0,-0.00855043279274255,0,0,0,0,0,0
X000651.SZ,0,0.289340043713081,0,0,0,0,0.0225999857516954,0.0335010022873275,0,0,0,0,0.0128247896963646,0,0,0,0,0,0,0,-0.0214340931569467,0,0,0,0,0,0,0,0,0,0,0,0.012481453093841,0,0,-0.00822783693003348,0,0,0,0,0,0,0,-0.0276584587669891,0,0.0318104102196446,0,0,0,0,0,-0.00324006369705265,0,0,0,0,0,0,0
