,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X600066.SH,X000100.SZ,X002292.SZ,X600177.SH,X002236.SZ,X600031.SH,X002475.SZ,X600118.SH,X000568.SZ,X000559.SZ,X002506.SZ,X600372.SH,X300003.SZ,X000157.SZ,X000338.SZ,X300124.SZ,X000050.SZ,X002074.SZ,X002456.SZ,X002085.SZ,X002007.SZ,X002294.SZ,X600867.SH,X002426.SZ,X600089.SH,X002249.SZ,X002180.SZ,X000869.SZ,X000981.SZ,X002049.SZ,X002465.SZ,X600699.SH,X002179.SZ,X600498.SH,X601877.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215317624381819,0,0,0,0,0,0,0,-0.0589473193162853,-0.109086963751718,0,0,0,0,0.0325596308322444,0,-2.16840434497101e-19,0.402775722226823,0,0,-0.025721216368556,0,0,0,0,0,0.0445262789597651,0,0,0,0,-0.0485808836435718,0,-0.0900921202572638,0.0692862844961559,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.170394166279206,0,0.160129310354454,0,0.0811124509093947,-0.00191343811760117,0,0,0,0,0,0.0115820433755718,0,0,0,0,0,-0.0202453551609011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0224754277642217,0,0,0,0.0980475453302812,-0.0313417297049281,0,0.0936009797711547,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0826177675352154,0,0,0,0.0992156433320917,0,0,0.0916943074689784,0,0,0,0,0,0,0,0,0,0.00945661770917023,0,0,0,0.000520241255050935,0.044976202621397,0.0676459012859027,0,0,0,0,0,0,0.118350405560579,0,0,0,0.0167237937429127,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.137991836813938,0,0,0,0.248468104892519,0,0,0,0,0.0307964205347692,0,0,0.0597032426645646,0,0,0,0,0,0,0,0,0,0,0,0.0555290892622787,0,0,0,0,0,0.00448637066456694,-0.0318128660969054,0,0,0,0,0,0.0589325528155862,0,0,-0.0922224637516188,0.0897587239573164,0.0605899694041179,0,0,0,0,0,0,0,0.00661675568875411,0,0,0,0,0,0,0
X002304.SZ,0.242112731589738,0,0,0.233077218877571,0,0,0,0,0,0,0.159528398936193,0,0,0,0,0,0,0,0,0,0,0,0.136179181807886,0,-0.0299459259450816,0,0,0,0,0,-0.0117548270785713,0,0.0249795983542694,0,0.138886427154644,0,0,0,0,0,-0.0561911128979919,0,0,0.129546398599527,0,-0.0552658162363716,0.173446829978545,0,0,0,0.0025189786701921,0,0,0,0,0,0,0
X600276.SH,0,0.339817305224624,0,0,0,0,0,0,0,0.0134977643325293,0,0,0,0,0.143303377199561,0,0,0,0,0,0,0,0,0,-0.0305029265424504,0,0,0,0,0,-0.0104611766743553,0.100825639789236,0,0,0,0,0,0,0,0,-0.0307497140273038,0,-0.0253438554184341,0.018877814279629,0,0,0,0.158213641119693,0,0,-0.0101795983524519,-0.000144356315597284,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.00138993851900592,0,0,0,0,0,0.0940254668093255,0,0,0,0,0,0,0.137731106690941,0.124378541643289,0.0423475569384673,0,0,0,0,0.0397617741892899,0.0209289749491629,0.0557972256260872,0,0,0,0,0,0,0,0,0,0.0218423721447331,0,0,0,0,0,0,0,-0.000630475846199529,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.335205183643704,0,0,0,0,0.0231396793828691,0,0,0.0637364966041782,0,0,0,0,0,0,0,0,0,0,0,-0.0784599589123056,0.0424395196802681,-0.0811603383625172,0,0,0,0,0.262006632994438,0,0,0,0,0,0,0.0485354672808379,0,0,0,0,0.0347540399847049,0,0,0,0,-0.0760874622828449,0,0,0.131460329876803,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.256518254019274,0,0,0,0.16734109498829,0,0.0428239081761443,0,0,0,0,0,0,0,0.141369828629988,0,0.0294968674645433,0.0572461219796846,0.0488476644973417,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490422868171853,0,0,0,0,0.0249477588633702,0,0,0.0153175682026984,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0388448226322782,0,0,0,0,0,0,0,0,0.0161421964916106,0,0,0,0,0,0,0,0,0,0,-0.128125549429909,0,0,0,0,0,0,0,0.0279291793081714,0,0,0,0.0324220655377812,0,0,0,0.410499057573046,0,0,0.118685994887052,0,0,0,0.0292201245490423,0.0530983432142122,0,0,0,0.00288047349320373,0,0,0,0,0,0,0
