,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000625.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000596.SZ,X600031.SH,X000063.SZ,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X600703.SH,X002241.SZ,X002129.SZ,X600372.SH,X000157.SZ,X002236.SZ,X600741.SH,X000661.SZ,X002049.SZ,X600584.SH,X601877.SH,X000977.SZ,X002028.SZ,X600522.SH,X600183.SH,X002463.SZ,X000800.SZ,X002074.SZ,X601799.SH,X002007.SZ,X300142.SZ,X600460.SH,X002223.SZ,X600066.SH,X002294.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.120946805368488,0,0,0.0247328976436125,0.321975261124888,0,0.0529752366329376,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240375485166152,0,0,0,0,0,0.0238526243099938,0,0,0,0,0,0,0,0,-0.0088613740591478,0,0,0,0,0.0296619168673999,0,0
X000858.SZ,0.150653305070786,0,0,0,0,0.394038597348664,0,0.0766809027319054,0,0,0,0,0,-0.0338018158370241,0,0,0,0,0.0775683079528837,0,0.0936990106246088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180849553107513,0,0,0,0,0,0,0,0,0.0396351109587507,0,0,-0.0287380550412167,0,0,0,-0.00506124802015591,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0279765147475611,0,0,0,0,0,0,0,0.211236218781216,0,0,0,0,0,0.271576726920226,0,0,0,0,0,0.10015009340672,0,0.017934308491704,0,0,0,0,0,0,0,0,0,0.0463309387151571,0.0159925613440159,0,0,0,0,0,0,0,0,0,0,-0.0233638979057296,0,0,0,0,0,0,0,0,-0.0461732361916963,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0112647136868391,0,0,0,0,0.00837964130990606,0,0.166739904594229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026639058255271,0,0.332367656447057,0,0,0,-0.049281104397415,0,0.0649458343264439,0,0,0,0,0,0.181679948157971,0,0,0.121713853216589,0.164963498602875,0,0,0,-0.024156769289915,1.0842021724855e-19,0.039868632794396,0,0,-0.0141581624139579,0,0
X600809.SH,0.137645510137684,0,0,0,0,0.425993852582189,0,0,0,0,0,0,0,0,0,0,0,0.337765313931631,0,0,0.0266407086489591,0.0102365924046498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346808597527529,-0.0754886655458044,0,0,0,0,0,0,0,0,0,0,0,0.00037737244424024,0,0,0,0,0,0
X000568.SZ,0,0.63798439543543,0,0,0.0978520722275121,0,0,0,0,0,0,0,0.146445826562453,0.0608791283750427,0,0,0,0,0,0,0,0,0,-0.220633995247528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723555778544569,0,0,0,0,0,0.115243734685118,0,0,0,0,-0.0437970917508085,0,0.0110973059660247,-0.00433587854750099,0,0,0,-0.0778227941337428,0,0
X002475.SZ,0,0,0.00985068762948549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451344632894165,0.0388998287835506,0,0,0,0,0,0,0,0.0845035880811662,0,0,0,0,0,0,0.00927164052000468,0.208400702226881,0,-0.0924748346742461,0,0.258094770717375,0.114351135474232,0,0.0397569677298621,0,0,0,0,0,0,0,0,0,0,-0.0556106477825314,0.0276298267037385,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0084523979440785,0.305188033660888,0,0,0.0220487998620069,0,-0.00490529761795771,0,0,0,0,0.0709771330358749,0,0,0,0,0,0,0,0,0,-0.0252948154515677,0,0,0,0,0,0.0739724437794708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265790675157656,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0715302026651512,0,0,0,0.301553165409147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377924048221961,0,0,0,0.0710195804692521,0,0,0,0,0,0,0.165270114230546,0,0.0173204700301922,0,0,0,0,0.354925301233894,0,0.0212107719909452,-0.010256783613576,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0363904880802166,0,0,0,0,0,0,-0.0820927027327414,0,0,0.100712702487457,0,6.93889390390723e-18,0,0,0,0,0,-0.0187667552573732,0,-0.0356213158521402,0,0,0.0793660720295635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852357534102188,0,0.00219671225697282,0,0,0,0.118298565648221,0,0
