,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600276.SH,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X000100.SZ,X600271.SH,X600031.SH,X600372.SH,X000157.SZ,X000338.SZ,X002241.SZ,X600089.SH,X600741.SH,X002292.SZ,X002475.SZ,X002236.SZ,X000559.SZ,X002129.SZ,X600839.SH,X600066.SH,X000547.SZ,X300124.SZ,X600177.SH,X601877.SH,X600582.SH,X002465.SZ,X600435.SH,X300003.SZ,X000016.SZ,X002456.SZ,X000568.SZ,X002294.SZ,X002498.SZ,X002179.SZ,X002049.SZ,X600198.SH,X002008.SZ,X000977.SZ,X000800.SZ,X600060.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.233460095612227,0,0.031635460630995,0,0,0,0.177336182538733,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0356192608564317,0,0,0,0,0,0,0,0.0575541066401915,0,0,0.0415446560214418,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0108041209410303,0.0211062357055167,0,-0.0340272448338631,0,0,0,0
X600104.SH,0.10819929587966,0,0,0,0.0875198036381755,0,0.145492458785183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296203490986347,-0.00938794761999854,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.00884898874265778,0,0.0359812815466836,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0788684786634748,0,0,0,0,0,0,0.163648604876494,0.144578993707479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978991643350316,0,0,0,0,0,0,0,0,0,0,0,0.0364179235280264,0,0,0,0.0156184807291747,0.0829338760687025,0,0.0220639918201079,0,0,0,0,-0.000862457215372034,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0370953727342004,0,0,0,0,0.0724419951673337,0,0,0,0.107734018104363,0,0,0,0,0,0,0,0.0263761440571165,0,0,0,0,0,0.000490706040838215,0,0,0,0,0,0,0,0.435130595423559,0,0,0,0.035131028811337,0.0270918020803773,0,0,0,0,0,0,-0.0211380326269338,-4.33680868994202e-19,0,0,0,0,0,0
X002415.SZ,0.0698201128110406,0,0,0.105197403709197,0,0,0,0.0535374683968977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478285368847327,0,0,0,0,0,0,0.205097646762426,0,0.179947612891055,0,-0.0418201283109395,0.195424876760064,0,0,0,0,-0.00328764391942637,0.0367042590262061,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.279765604850133,0,0.100405607352396,0.0143343140933456,0,0,0,0,0,0,0,0,0.203610193614945,0.0359854627327277,0,0.0596723961463145,0,0.0121348762264726,0,-0.0226633905212094,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.469277962039477,0,0,0,0,0,0,0,0,0,0,0,-0.00333897801280307,0.01482586979888,0,0,0,0,0,0
X002304.SZ,0,0.0360263117133629,0,0,0,0.267064398039855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286693300609249,0.0182276052236026,0,0,0,0,0,0,0,0,0,0.0765814407535848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0250775455080059,0,0,1.0842021724855e-19,0.0115421281704245,0,0,0,0,0,0
X000063.SZ,0.0483419958519484,0,0,0,0.0891621896108534,0,0,0,0,0.122807361716721,0,0,0,0,0.176679693830617,0,0,0,0,0,0.316207409002168,0.0400687054360537,0,0,0,0,0,0,0,0,0,0,0,-0.0589480644530248,0,0,0,0,0,0,0,0.154215241191938,0,0,-0.035773986554925,0,0.0543750231884328,0,0,0,0,-0.0035653803333933,-0.0406574882471439,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0353498112893296,0,0,0,0.0827120504262387,0,0,0.0197372711744212,0,0,0,0.184339412458905,0,0,0,0,0.17190077619492,0,0,0,0,0,0,0.0467541489381087,0,0,0.170596846904449,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0499922914876451,0,0,-0.0012805167667235,0.0258547172358638,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0564512962008272,0,0,0.0468308118430503,0,0,0,0,0.139108524373078,0,0,0.0431820980107316,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0103654476915132,0,0,0,0.172014621697259,0,0,0,0,0,0,0,0.194964876517988,0,0,0,0,0,0,0,0.0319476033409959,0,0,0,0.00250696033340743,-0.00496988544367137,0,0,0,0,0,0
