,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000725.SZ,X002475.SZ,X000063.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600183.SH,X002236.SZ,X600703.SH,X601877.SH,X000100.SZ,X002007.SZ,X300003.SZ,X300142.SZ,X000157.SZ,X002241.SZ,X000625.SZ,X600271.SH,X002179.SZ,X300124.SZ,X600867.SH,X600498.SH,X002008.SZ,X002129.SZ,X300014.SZ,X002463.SZ,X300136.SZ,X300146.SZ,X600177.SH,X002506.SZ,X000977.SZ,X002049.SZ,X000050.SZ,X600066.SH,X600487.SH,X000066.SZ,X002371.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.417722606964932,0,0,0,0,0,0,0.106946200028326,0,0,0,0,0,-0.015850722009058,0,0,0,-0.0342375659903441,0.0342611784336556,0.0477155323803727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0129664319842293,0.00850932579810033,0,0,0,0,0,0
X000858.SZ,0.0649920131771142,0,0,0,0,0,0,0,0.136156361587277,0,0.30389506948565,0,0,0.0570925155689563,0,0.0376256967757675,0.166174562500381,0,0,0,0,0,0,0,0,0,0,0,-0.0096928805209455,0,0,0,0,0,0,0.0261184900488433,0,-0.0697925697648741,0,0,0,0,0,0,0,0,0,0,0.0775679393645084,0,0,-0.0240949625456935,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.125686823892906,0,0.05159092164784,0,0,0,0,0,0,0.174212152902586,-6.93889390390723e-18,0,0,0,0,0,0.142650734991569,0.184810923845797,0,-0.090166304789037,0,0,0,0,0.155197101557827,0,0,0,0.0317565772743057,-0.0251475932275948,0,0.0472150631362646,0,0,0,0.138686714590549,0,0,0,-0.119162296594334,0,0,0,-0.0149678738078319,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.242071702525423,0,0.182046060055057,0,0,0,0,0,0.0350487387828059,0.0732440301846995,0,0,0,0,0,0,0,0.130891266956343,0,0.0604783793090116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581946221515037,0,0.00709076903578286,0,0,0,0.0177243408535677,-0.00974136002763669,0,0,0,0,0,0
X002415.SZ,0,0.223337832041392,0,0,0,0,0,0,0,0.00830620113129337,0,0,0,0,0,0,0,0.0830878997306265,0,0.554045020961179,0,0,0,0,0,0,0,0.319702100292369,0,0,0,0,0,0,0,0,0,0.0126178768986925,0,-0.0129041334324949,0,0,-0.0276289162486633,0,0,0,0,0,0,0,0,0.0152047770330732,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0753498026803652,0,0,0,0,0,0.0683901733987045,0,0.0549876888032279,0,-0.0312286363359015,0,0,0,0,0.0723910371810318,0.075606712687328,0,0,0,0.198899629366313,0,0,0,0,0,0,0,0.0402091514711404,0,0,0,0,0,0.0234726409791277,-0.0272006534795075,0,0,0,0,0,0,0,0,-0.0218057682740864,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.271322955907317,0,0,0,0.128749075656519,0.210195919771648,0.0267533555353443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613181112289922,0,0.0106989869813971,0.0858573509890584,-0.0182188596439642,0,0,0,0,0,0,0,0,-0.00947475587530865,0,0,0.120200964035043,-0.0328248149943612,0.0792117271423069,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0483087759506382,0,0,0,0,0,0,0,0,0,0,0.132393435517164,0.0761286438603009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710949018414497,0,0,0,0,0,0,0.309860333924513,0,0,0.0129684559936475,0,0,0,-0.0124472351538048,0.0576607715500134,0,0,0,0,0,0
X002475.SZ,0,0.106477301493805,0,0.434247107672508,0.293733948028738,0,0,0,0,0,0,0,0,0,0.0992244790737153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146751639101139,0.0388548525835266,0,0,0,0,0,0,0,0.202221851773535,0,0,0,0,0.00248979879447006,0,0,0,-0.0074651433630102,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0421392686247684,0,0,0,0,0,0,0,0,0,0,0.259363347405295,0,0,0,0,0,0,0,0.157584489057448,0,0,-0.0835955818845886,0,0,0.675060534468548,0,0,0,0.0105915625636873,0,0,0,0,0,0.116474861582549,0,0,0,0.0771151395120618,0,0,0,0.0180644477094248,0.105584709039445,0,0,0,0,0,0
