,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X000625.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X002508.SZ,X600177.SH,X002008.SZ,X600089.SH,X300136.SZ,X002085.SZ,X000157.SZ,X300003.SZ,X600271.SH,X600522.SH,X002294.SZ,X600118.SH,X600487.SH,X000050.SZ,X600809.SH,X000981.SZ,X002074.SZ,X300115.SZ,X600566.SH,X600867.SH,X600699.SH,X600372.SH,X000559.SZ,X000066.SZ,X002179.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00117871797615948,0,0.0389803962923861,0,0,0.0249612397887353,0,0,0,0.295131615311723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915442327922009,0,0.0195810595349113,0,0,0,0,0,0,0.214352201828061,0,-0.00101452735348613,0,0,0,0,0,0,0,0,0,0,0,-0.0154649872695261,0,0,0,0,0,0
X600104.SH,0,0,-0.118423656113786,0.223904354886374,0,0,-0.0701436468638532,0.00762950773935696,0,0,0,0,0,0.0989537490603578,0.471629378855149,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211309714175219,0,0,0.117043137406249,0,0,0,0,0,-0.0210989531396747,0,0,0.0175596593338656,0,0,0,0,0,0,-0.18163583485316,0,0,-0.00608094432196762,0.0329095229843034,0.00225886362508944,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.164853237626217,0,0.0381647096027834,0,0,0,0,0,0.213020150946244,0,0.184345496778055,-6.93889390390723e-18,0,0,0,0.158398474634358,0,0,0,0,0.19784422995522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177231014496605,0,0,-0.0712817608429599,0,0,0,-0.00514679447170907,0.0217998696583885,0,0,0,0,0,0
X000651.SZ,0,0.168326677257969,0.0325484959607259,0,0.0896253648643709,0,0.0967825435481237,0,0.00390963343645883,0,0,0.00663945151189564,0.0730031435832021,0,0.0130639241771536,0,0,0,0,0,0,0,0,0.0786045366407367,0,0,0,0,0,-0.0228373268009141,0,0,0.0163807077907789,0,0,0,0,-0.0763961686613674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152494681141834,0,0,0,0,0,0
X000858.SZ,0,0,0.106187426209856,0.0270180945865529,0,0,0,0,0,0,0,0.453782347492608,0.00303840659119764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00527611482553328,0.00955845668554526,0,0,0,0,0,0
X600276.SH,0,0,0.105082258749465,0,0.0921327720675514,0,0,0.0075038313655846,-0.00534662255814531,0,0,0,0,0,0.084625401802284,0,0,-0.0581884520335291,0,0,0,0,0,0,-0.00219237377370555,0,0,0,0,0,0,0.222457188076987,-0.0320923047734734,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583536115407471,-0.07540326104605,0,0,-0.187904242714881,0,0.0187076464160471,-0.0191644423784394,0,0,0,0,0,0
X000725.SZ,0,0,0.0402902965775746,0,0,0,0,0,0.108319100383669,0,0,0,0,0,0,0,0,0,0,0.0376356896518691,-0.0449918131095908,0,0,0,0,0,0,0.247441051644886,0,0.29288392132022,0,0,0.580588685847812,0,0,0,0,0.212216921566789,0,0,-0.114350559315697,0,0,0,0,0,0,0,0.138331609180087,0,0,0.000612119891639912,0,0,0,0,0,0,0
X002304.SZ,0.253708055342264,0.153863090207189,0,0,0.132195418040522,0.0730143057256561,0,0,0,0.12587331346015,0,0,0,0,0.0696320941215589,-0.0603724152459991,0,0,0,0,0.184196204343441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521317209839962,0.0457430375549759,0,0,0,0,0,0,0,0,0,0,0,0,0.00552411038494511,-0.0459457685432053,0,0,0,-0.0837763782931333,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.240899363439674,0,0.114110747182137,0,0.0631080395969955,0,0,0.101338531161326,0,0,0,0,0,0,0,0,0.152239277562628,0,0,0,0,0.109949354905207,0,0,0,0,0,0,0,0,0,0,0,-0.0701092414634182,0,0.163887631932725,0.0854248304922474,0,0,0,0,-0.0264155474248444,0.00325131626629854,0,0,0,-0.209421318132604,0,0
X600690.SH,0,0.00654736832207946,0,0.387077209674362,0,0,0,0.107917082295476,0,0,0.0135867496406969,0,0.137356077117257,0.184458679236928,0.0675469628480575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366474896023928,0,0,0,0,0,0,0,0,0,0,0,0,-0.112092299131047,0,0,0,0.0339479775006747,-0.0208355748092299,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.103260508854716,0.0823618931502114,0,0,0,0,0.239730983983188,0,0.40711074815746,0.496774089443678,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0925441520205168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689406732632991,0,0,0,0.0272549626739393,0.0173678538827439,0,0,0,0,0,0
X000568.SZ,0,0,0.00879945997150164,0,0.539223746598542,0,0,0,0,-0.0179755109600016,0,0,0,0,0,0,0,0,0,0.095465650196557,0,0,0,0,0.0593197908321621,0,0,0,0.0287395008133175,0,0,0,0,0.0292481143959231,0,0,0,0,0,0,0,0,0,0,-0.0275291809490739,0,0,0,0,0,0,0,-0.0291441348121891,0,0,0,0,0,0
X002236.SZ,0,0,0.221097634068086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02161094998,0,0,0,-0.328105008322924,0.0115221701825714,0,0.191638409489339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324031982776339,0.128625099929001,0,0,0,0,0,0.0402985600417037,0,0,0.0049105958973934,-0.0299797236696296,0,0,0,0.0570659991794486,0,0
X000625.SZ,0,0.316660611958155,0,0,0,0,0,0,0,0.124859129766244,0,0,0,0,0,0,0.0702511348558974,-0.105932400398548,0,0,0.110667777182605,0,0,-0.0743394812372873,0,0,0,0,-0.0298459245364077,-0.0565093192858422,0,0,0,0,0,0,0,0,0,0,0.0257943476729468,0,0,0,0,0,0,0,0,0,0,-0.0223020323449983,-0.0379912032715617,0,0,0,0,0,0
X600741.SH,0,0.667980529273812,0.0600814659481664,0,0,0,0,0.0492855867672356,0.174326121831686,0,0,0,0,0,0,0,-0.0163084751645317,0,0,0,0,-0.194363734660753,-0.128700099404315,0.106940412633507,0,0,0,0,0,-0.0965605226446963,0,0,0,0,0,0,-0.00343884174975858,0,0,0,0,0,0,0,0,0,0,-0.0731861626091247,0,0,0,-0.00141224527403331,0.0472066353056815,0,0,0,0,0,0
X002475.SZ,0,0,0.0330581244218054,0,0,0,0,0,0,0,0,0,0.0826320849510433,0,0,0,0,0.148516274766763,0,0,0,0,0,0,0.0400159752055667,0,0.30690069573669,-0.0140778728504059,0.198903080765004,0,0,-0.021934270685682,0,0,0,0,-0.0429080370785233,-0.010904506679976,0,0,0.127513000928488,0,0,0,-0.0113521465710164,0,0,0,0,0,0,0.0274187550228436,-0.0601342771931384,0,0,0,0,0,0
X600031.SH,0,0,-0.0525385962211922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068726851333753,0,0,0,-0.0594885719369306,0,0,0,0,0,0,0,0.277136426603103,0,0,0,0,0.196341264109873,0,0,0,0,0.140405852933153,0.036300455305796,0,0,0,0,0,0,0,-0.0197826544822247,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.0038749261551228,0,0.144199199874059,0,0,0,0,0,0,0,0,0.134331016783864,0,0,0,0.129251269202631,0,0,0.386448415472052,0,0,0.0313362011120074,0,0.15458668670158,0,-0.0743965057664514,0.248431549934539,0,0,0,0.0517403936191329,0,0,0,0,0,0,0,0,0,0,0,0,0.0260319528088915,-0.0746716652656185,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.127692089412106,0,-0.110229485070692,0,0,0.0995494615112711,0,0,0,-0.0505662647143354,0,0,0,0.639142217429952,0,0,0,0,0,0.0601353661280049,0,0,0,0.284512085980512,0,0,0,0,-0.0531832201006817,0,0,0,0,0.102478681797213,0,-0.064583842106857,0,0.0862052937303834,0,0,0,0,0,0,0,0,0,0,-0.00346056165019903,0,0,0,0,-0.164504142402282,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.107906736729642,0,0,0,0,0,0,0,0,0,0,0.0802365737946042,0,0,0.162646456892537,0,0,0,0,0,0,0.00584898175506788,0,0,0.117942954806937,0.00276433572625755,0.130091218797582,0,0,0.0964675529692163,0,0,0,0,0.056368725507303,0,0,0,0,0.00183409146299059,0.0664857990237639,0,0,0,0,0,0
