,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X002415.SZ,X000651.SZ,X600104.SH,X600809.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X002463.SZ,X600418.SH,X002179.SZ,X000977.SZ,X600584.SH,X600089.SH,X600066.SH,X000157.SZ,X600703.SH,X600183.SH,X600372.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X600522.SH,X601877.SH,X000066.SZ,X000921.SZ,X002156.SZ,X600460.SH,X600839.SH,X000988.SZ,X600487.SH,X002281.SZ,X600177.SH,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.197191569349728,0,0,0,0,0,0,0.0453331228252492,0,0,0.0142854732093057,0.0339606499043474,0,0,0,0,0,0,0,0,0.192413656540591,0,0,0,0,0,0.000946105473097078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415563119077433,0,-0.0141699251005574,0,0,0,0,0,0,0.00923715372306999,0,0,0,0,-0.00984253331475052,0,0
X000858.SZ,0.177003657110142,0,0.0205892359800119,0,0,0,0,0,0.143240879511445,0,0,0.222414442340399,0,0,0,0,0,0,0,0,0,0.16213386229325,0.0015460225742718,0,0,0,-0.0856606531074161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522476514742947,0,0,0,-0.0767376355878715,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0682195509300335,0.0984825631610002,0,0,0.0561720304428099,0,0,0,0,0,0,0,0,0,0,0,0.0248219671667332,1.73472347597681e-18,0,0.232575810328055,0.117044766780829,0.03418667262743,0,0.0820557937901028,0,0,0.104577978203656,0,0,0.0903249385951517,0,0,0,0,0,0,0,-0.0192571433920318,0,-0.030048811263156,0,0.046472189099811,0,0,0,0,0,0,-0.00144301604314207,0.0186813987986021,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263748030973819,0,0,0,0,0,0,0,0.0796925341105923,0.218824047421128,0,0,0,0,0,0,0,0.226360028675643,0,0,-0.123536768962562,0,0,0,0,0,0,0,0.09208869477067,0,0,-0.0157800229392775,0,0,0,0,0,0,0,0.0429812537708972,0,0,0,0,-0.0817053527795315,0,0
X600690.SH,0,0,0.110558611902809,0,0,0,0,0,0,0,0,0.0844679801728242,0,0,0,0,0,0,0,-0.00323394687022403,0,0,0,0,0,0,0.0450087533696027,0,0,0,0,0,0.0601415413116386,0,0,0,0,0,0,0,-0.00228489064626974,0.230353151537588,-0.00951516363740432,0,0.0411862256181356,0,0,0,0,0,0,0.0205859861906679,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.167738865820612,0,0,0,0,0,0,0,0.105958682117509,0.0296364202087973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00481262649313264,0,0.0776100122392065,0.00200220117961458,0.00781229489995659,0,0,0,0,0,0,0.00530834599823292,-0.00836688422329291,0,0,0,-0.0879004516335675,0,0
X000651.SZ,0,0,0.0803916576888521,0,0,0,0,0.031014804335468,0,0,0,0,0,0,0,0,0,0.0319148674319499,0,0,0,0,0,0,-0.143659168333025,0,0,0,0,0.200511378647482,0,0,0,0,0.0624249417759989,0,0,0,0,0,0,0,-0.0745706707851463,0,0,0.190727004327152,0,0,0,0,0,-0.00720586777627431,0.00726447025997918,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-0.0903325015567453,0,0,0,0.0882299745437211,0,0.038218907868777,0,0,0,0.293755372137737,0,0,0,0,0,0.0839848860572301,-0.176561916459859,0.305037452502411,0,0,0,0,0,0,0,0,0,0,1.1355292782707,-0.191476077236546,0,0,0,-0.131314746812968,-0.419967037696341,0,0,0,0,0,0,0,0,0,0.0307302192967508,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.535740319652059,0,0,0,0,0,0,0,0,0,0.206528686669965,0,0,0,0,0,0,0,0.0138523556424719,0,0,0,0,0,0,0,0,0,0,0,0,0.0060617512923223,0,0,0,0,0,0,0,0.0376579008544121,0,0,0,0,0,-0.00417283237891229,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924985124379716,0,0,0,0,0,0,0,-0.0134296026113334,0,0.025913775682899,0,0.247210617694091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749064288122187,0,0.126886043217877,0,0,0.124845038871202,0,0,0,0,0,-0.00142629866418142,0,0,0,0,0.0184526444258326,0,0
