,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X300014.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X002371.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002241.SZ,X600703.SH,X000063.SZ,X003816.SZ,X002129.SZ,X000596.SZ,X000338.SZ,X000625.SZ,X002049.SZ,X000661.SZ,X601877.SH,X300142.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600460.SH,X600741.SH,X002074.SZ,X002236.SZ,X600702.SH,X000799.SZ,X601799.SH,X600779.SH,X000157.SZ,X600584.SH,X002414.SZ,X600884.SH,X600183.SH,X000733.SZ,X002180.SZ,X002007.SZ,X600522.SH,X600563.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.494062567850401,0,3.46944695195361e-18,0.0767283134237588,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.125273558639339,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.00968178177160451,0,0,0,0,0,0,0,0,0.0593734807072778,0,0,0.00427569376031088,0,0,0,0,0,0,0,0,-0.00864249536213899,0.00914883987062069,0,0,0,-0.00497488857847208,0,0,0,0,0,0
X000858.SZ,0,0,0,0.323694601327586,0.0787849229154802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145887821815622,0,0,0,0,0,0.250055777027054,0,0,0,0,0.0855299923043824,0,0,0,0,0.17895916422761,0,0.0217349139461289,0.0162784208541188,0,0,0,0,0,0,0,0,0,-0.0374287713837229,0,0,-0.00301210456140495,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.263345628231412,0,0,0,0.0379802587095893,0,0,-0.0639858200630649,0,0,0,0,0,0.0340831267018197,0,0,0,0,0,0,0,0,0,0,0.037942033383897,0,0.139005198078099,-0.0170762215534169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146901078298859,0,0,0,0,0.00459365848585826,0,0
X600809.SH,0,0.268520985078019,0,0,0,0,0,0,0.0307303839053536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00133480887042827,0,-0.0438067459226613,0,0,-0.19249806969747,0,0.00208249831658911,0,0,0,0,0.503958389119588,0.0457741970154856,0,0,0,0,0,0,0,-0.0973470989413575,0,0,-3.46944695195361e-18,0,0,0,-0.0547110337877123,0,0,0,0,0,0
X000568.SZ,0,0.0959946316808731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162122404049596,0,0,0,0,0,0,0,0,0,0,0,0.247547831181687,0,0.215720911999225,0,0,0,-0.035663665862482,0,-0.030102479248122,0,0,-0.0297729446427946,0,0,0,0.047414673081756,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0105269575006948,0,0,0,0,0.305787564633313,0,0,0,0,0,0,-0.0585782402412215,0,0,0,0,0,0,0,0,0,0,0,-0.0134595339389826,-0.182818836692478,0,0,0,0,0,0,0,0.410664423429764,0,0,0,0,0,-0.171964988848177,0,0,0,0,0.138028287650272,0,0,0,0,0.00929183756035693,0,0,0,0.0581886428868783,0,0
X002475.SZ,0,0.110015439953339,0,0,0,0,0,0,0,0,0,0,0.01160769971197,0,0,0.130409494634808,0,0.210296244636974,0,0,0,0,0,0,0.00235428179604989,0,0,0,0,0,-0.108045903675126,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834417633218633,0,0.0769607421532593,0.0425383237041953,0,0,0,0.00274516524065136,0.0102789750509462,0,0,0,0.0953390290677517,0,0
X300014.SZ,0,0,-0.15344702002423,0,0,0,0,0,0,0,0,0,0,0,0,0.0868165499876803,0,0,0,0,0,0,0.106960198543151,0,0.0367038105628242,0,0.0857295849499829,0,0,0,0,0,0,0.023140782837117,-0.120602471381618,0.130149500223666,0,0.110406940034838,0.0935073379233961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793232656241185,0,0,0,0.172645231004749,0,0
X002304.SZ,0,0.364128778765501,0.0286951265375729,0.0735995897169422,0,0,0,-0.00165478074420012,0,0,0,0,0,0,0,0,0,0,0,-0.0367819981908328,0,0.041171059531346,0,0,0,0,0,0,0,0,0,-0.0259991609473521,0,0,0,0,-3.46944695195361e-18,0,0.136450012763532,0,0,0,0,0,0,0,0,0,0,0,0,0.0219927160828614,0,0,0,0,0,0,0
X600690.SH,0,0.0951805997450307,0,0,0,0,0,0,0,0,0,0.00853758759698516,0,0,0,0,0,0,0,-0.00674370820379453,0,0,0,0,0,0,0,0,0,0.1308641246634,0.0444309528426268,-0.0954318313036293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289046300982066,0.0448494931943092,0,0,0,0,0,0,0,0,0,0
