,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600690.SH,X002292.SZ,X600703.SH,X600741.SH,X000100.SZ,X600066.SH,X600031.SH,X002241.SZ,X600118.SH,X002506.SZ,X002236.SZ,X000559.SZ,X600177.SH,X000157.SZ,X600372.SH,X002475.SZ,X000338.SZ,X000568.SZ,X002074.SZ,X002085.SZ,X300003.SZ,X300124.SZ,X600089.SH,X002294.SZ,X600867.SH,X002426.SZ,X002456.SZ,X002465.SZ,X002049.SZ,X601877.SH,X600498.SH,X600699.SH,X002007.SZ,X000977.SZ,X002180.SZ,X000869.SZ,X000050.SZ,X002008.SZ,X300001.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.117079722045026,0,0.221506283762083,0.357121603036789,0,0,0,0,0,0,-0.0387839826806105,0,0,0.0508579107438549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119211951652853,0,-0.149767130532616,-0.00657960546693781,0,0,0,0,0,0.100466749636071,0,0,0,0,0,-0.00913759932747346,0.00238170499634508,0,0,0,0,0,0
X600104.SH,0.00821997518017607,0,0.128405976701921,0,0,0,0,0,0,0,0,0,0,0,0.317588830483768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907309913634973,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0891482884958281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273180454724831,0,0,0,0,0.0307740743521356,0,0.00813585667932399,0,0,0,0,0,0,0.128453846083039,0,0,0,0,0,0,0,0.0737810031013613,0,0,0,0,0,0,0,0,0.0909242553261127,0.0540851443968914,0,0.0206628162838585,0,0.0487456497935381,0,0,0,0,0,0,0
X000651.SZ,0.0127483841768964,0,0,0,0,0,0,0,0.0341889164406195,0.0719604458921271,0,0,0,0,0,0.0503181552904381,0,0,0,0,0.0214468542889394,0.0264194016739033,0,0,0,0,0,0,0,0,-0.0157190241570667,0,0,0,0,0,0,0,-0.0455915671608873,0.0052141984828075,0.0143813126906613,0,0,0,0,0,0,0,0,0,0,0.0525603772745642,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.135895664791245,0,0,0,0,0,0,0.123531185985309,0,0,0,0,0,0,0,0,0.022411448783724,0.049063923213328,0,0,0,0,0.0760708018098497,0,0,0,0,0,0,0,0,0,0.0133232280821692,0,0,0,0.00323785372931763,0,0,0.024303819356745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.357399576577617,0,0.0390452313127748,0,0.311500641729108,0,0,0,0,0,0,0,0.107418854844701,0.0626388079585131,0,0,0,0,0,0,0,0.00211246383860218,0,0,0,0,0,0,0.0910396917529906,0,0,0,0,0,0,0,0,0,0,0.115854758812837,0,0,0,0,0,0,0.0407831505045295,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0636223624966946,0,0.33418402178868,0,0,0,0,-0.00645745542135108,-0.0455327823468169,0,0,0,0,0,0,0,0,0.108054325521967,-0.103219753485611,0,0,0,0,0,0,0,0.0176941978137276,0,0,0,0.0156555535754693,0,0,-0.0492042097277622,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0613322806116629,0,0,0,0,0.049846482630054,0,0,0.0893722275132396,0,0.226889139512883,0.0394431264854931,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0897817095991632,0,0,0,0.0702326303576353,0,0,0,0,0,0,0.0184347882781326,0,0,0.0611482060724581,0,0,0,0.0277370294217486,0,0,0,0,0,0,0
X000625.SZ,0.0853586122314329,0,0,0,0,0,0,0,0,0.0843067657461346,0,0,0,0,0.033967066831807,0,0,0.0184267403455934,0,0,0.0290604514621591,0,0,0.0475319169506185,0,0,0.0289301530949286,0,0,0,0,0,0,0,0,0,0,0,0.0233556834697726,0,0,0,0,0.0900227377546153,0,0,0,0.118878952988313,3.46944695195361e-18,0.061444319374201,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0374045479786971,0,0,0,0,0,0,0,0,0,0,0,0.0647615986709431,0,0.148731942436486,0.456811959917144,0,0,0,0,0,0,0.0151248760629242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00838663846217091,0,-1.38777878078145e-17,0,0.00148554593236639,0,-0.0259169010958331,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0.107261040996286,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00444568760778366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11240426304571,0,0,-0.0577275528381189,-0.0145949442346707,0,0,0,0,0,0,0,-0.0254662747819719,0,0.128576163752442,-0.0223552154313856,0.100030311937665,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132887860641077,0,0,0,0,0,0.140892099291902,0.15217701025728,0,0.101342308953133,0,0,0,0,0.260435137422587,0,0,0,0,0,0,0,0,-0.275582155694173,0,0.0591608763981057,0,0,0,0,0,0,0.169524667899192,0,0.10962659797629,-0.287786212959096,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909361038754618,0.0863440208649905,0,0,0.092116388221633,0,0,0,0,0,0,0.0349791140787732,0,0,0,0,0,0,0,0,0,-0.0295113248750407,0,0,0,0,0,0,0,0.23570221681172,0,0.469578251454228,0,0.0937828935078291,-0.136736141350462,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135030885015888,0,0,0,0.0189642542551708,0,0,0,0,0,0,0,0.0671819618609365,0,0.0301023902274681,0,0,0,0,0,0,0.226203979909421,0,0,0,0,0,0,0,0,0,0.068757966277767,0,0.107504869991109,0,0,0.00861433398207321,0,0,0,0,0,0
X600741.SH,0,0.261880406234645,0.165419393880066,0,0,0,0,0,0,0,0,0,0.00780447332938171,0,0,0,0,0.140854835524901,0,0,0,0,0.0360854772353323,0,0,0,0,0.0257698456725091,0,0,0,0,0,0,0,0,0,0,0,0,0.0264068470680152,0,0,0,0.00897899013733359,0,0.0437630043097434,0.0982811747709274,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0482464110099866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228824117462246,0,0,0.149321965717346,0,0.0476827607448701,0.00483404502568421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152471927952168,0,0,0.0181084629761785,0.191456211121652,0,0,0,0,0,0,0,0,0,0.0069919176339521,-0.0218488774882001,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.031962760093854,0.226352051765248,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.157664311382805,0,0.100087835154579,0,0,0,0.130909340652822,0,-0.0366989830151006,0,0,0,0,0,0,0,0,-0.0598363557097305,0.0340757230303221,0,0,0,0.0683268164888798,0,0,0,0,0,0.0209438451534293,-0.0683380291277296,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701088960660056,0,0.0726498877238546,0,0.189354557492401,0.0945327182424673,0,0.106431519279,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.194970407144132,0,0.00811035719773093,0,0.014691395490093,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.148096551611687,0,0,0,0,0,0,0.0469327012184439,0,0,0,0,0,0,0,0,0,0.0908266414954275,0,0.0291868162272016,0.310530800631868,-0.259819018578269,0,0.167630504893414,0.0367135918667355,0,0.293019929781475,0,0.00746104833694962,0,0,0,0.11236563288504,0,0,0.043626457744415,0,0.061685364117504,0,-0.0121952019719873,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463215427652164,0,0,0.0322019607263208,0,0,0.142819674724985,0,0.20914081050816,0,0,0.235435603717435,0,0,0,0,0,0,0,0,0,0,0,0.301583302552264,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0221240674685786,-0.0233898960136533,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0.004718604481702,0,0.107042651385887,0,0,0.00691708545502591,0,0,0,0,0,0,0,0,0,0.0812346572659526,0,0,0.0886012818886028,0,0,0,0.0493383630489072,0,0,0.0449029015625497,0,0,0,0,0.0128082289998189,0,0,0,0.25875518565678,0,0,0.175916963891565,0,0,0.0505985394392831,0,0,0,0.0151041331934187,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.026321800447571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147921458364025,0,0.128491443625627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391207826139238,0,0,0,0.196422854491526,0.163979783298889,0,0,0,0,0,0,0,0.03984834577317,0,0,-0.0654265920909234,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833326198233366,0,0,0.0357989281783936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200746822292564,0,0,0.3260264950166,0,0,0.211676255038587,0.0233915435947493,0,0,0,0,0,0,0,0.0602475640710073,0,-0.0231783395067426,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0.0751349511366222,0,0,0,0,0,0,0,0,0,0,0,0,0.211682347538231,0,0,0,0,0,0,0.0395257957207651,0.0277199775752351,0,0.160429550296252,0.259749842487033,0,0,0,0,0,0,0,0,0,0,0.0554819484821447,0.00905623531039702,0,0,0,0,0,-0.00473996034485823,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0226076060297105,0.0600561445048533,0,0,0,0,0.110838542681335,0,0,0.140971038712633,0.0913477586390335,0,0,0,0,0,0,0,0.0199358989911694,0,0,0,0,0,0,0,0.100172350482806,0,0,0,0.0292224315568378,0,0,0,0,0,0.10634722357726,0,0,0,0.0310799635112045,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107686466382238,0.533752662172055,0,0,0,0,0,0,0,0,0,0.0784026292674483,0,0,0.0299427850003288,0,0,0,0,0,0,0,0.0473684471770548,0,0,0,0,0,0,0.14764911485086,0,0,0,-0.00304121399357188,0,0,0.0438381060939276,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0386085184275949,0,0,0,0,0,0,0,0.056987892277155,0,0.238235732029268,0,0,0,0,0,0,0,0,0,0.00395982528727129,0,0,0,0,0,0,0,0,0,0.0657218653352558,0.305555366761479,0,0,0,0,0,0,0,-0.0143008662714203,0.041921326336238,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0545300053483456,0,0,0,0,0.212879546124241,0,0.194720410274998,0.019560473365853,0,0.0328608277187441,0,0,0.0426581148193442,0,0,0,0,0,0,0,0,0,0,0,0.102997220472772,0,0,0,0.165384944375522,0,0,0,0,0,0,0,0,0,0.0299785119722521,0,0.0325328721768458,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.111861757240548,0,0,0,0,0,0,0.0234298608489165,0,0,0,0,0,0,0.0496651022382265,8.67361737988404e-19,0,0,0,0,0.0468209698045164,0,0,0,0,0,0,0,0,0,0,0,0.201834741244382,0.0426659331043968,0,0,0,0,0.000291241529195942,0.0568685063824593,0,0,0.0770406319945718,0,0,0,-0.00123867113798792,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,-0.0608356622051914,0,0,0,0,0,0,0,0.121110327541784,0,0,0,0,0,0.242567801896527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258517691773194,0,0,0,0,0.16209083110001,0,0,0,0,0,0,0,0.0418689738560587,0,0,0,0.0448831873103531,0,0.0217340222251796,0,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,0,0,0.0745358452107662,0,0,0,0,0,0,0,0,-0.1044223153119,0,0.239720195974283,0,0.324696701301639,0,0,0,0,0,0,0,0,0,0,0,0.0963396503560906,0,0,0,-0.413439122716913,0,0,0,-0.146918914337751,0.0171498196730104,0,0.0949129781626989,0,0,0,0,0,-0.00481994482629404,0,0,0,0,0,0,0
X300003.SZ,-0.237833893736985,0,0,0,0,0,0,0,0,0,0,0,0.0107980637948745,0,0,0,0,0,0.163066944727937,0,0,0,0.211210927341177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507433923716534,0,0,0,0.0101813109418552,0,0,0,0,0,0.114874653515762,0.0594767167227216,0.119643937825312,0.0445412116144953,0,0.0283193860608628,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892043318916186,0,0.121559192190543,0,0.132272378161927,0,0,0,0,0,0,0.0663278906259728,0,0,0,0,0,0,0,0.0849093061417094,0,0,0,0,0,0.198204643399099,0.0119205951675242,0,0,0.192714106283318,0,0,0,0.0111439484366734,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.201433703452613,0,0,0,0,0,0,0,0,0,0.140106354987845,0,0,0.0127321134942175,0,0,0.135945768735616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18604861966544,0,0,0,0,0,0.0749626083626248,0,0,0,0.0501920904709804,0,0.0371391062783064,0,0.00464213490893269,0,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671528565235818,0.0796335638156529,0,0,0,0,0,0,0,0,0,0,0,0.0781123917341096,0,0.0792389403984411,0,0,0,0,0.0889686844363246,0,-0.0137350097190398,0.21434320375706,0.0617678995301045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598379856616963,0.0931805263641822,0.0897435563350385,0,0.0125389618500621,0,0,0.0480858891703969,0,0.0845033161453131,0,0,0,0,0.143949989275426,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0299257168245299,0,0,0,0.0566517055838814,0,0,0.0103105564504058,0,0,0,0,0,0,0
X002426.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621988675996526,0,0,0,0,0.190990571407382,0,0,0,0.182594141258321,0.0283963728997184,0,0,0,0,0,0,0.202913415808711,0,0,0,0,0,0,0,0,0,0,0.0452297090133059,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.243429508250652,-0.0405209545912168,0.0307063375135163,0,0.42668017423079,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280596423635219,0,0,0,0,0,0.207447409106771,0,0,0,0.0224316734589349,0,0,0,0,0,0,0,0,0,0,0.12916463530758,0.175244799801463,0,0.0127608294309046,0,0,0,0,0.15965920439458,0.131778767091453,0,0,-0.0333716291637108,0,0,0,0,0,0
