,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X000559.SZ,X600031.SH,X600271.SH,X000100.SZ,X600372.SH,X600066.SH,X002241.SZ,X002475.SZ,X000157.SZ,X002292.SZ,X600741.SH,X002236.SZ,X600089.SH,X000338.SZ,X002049.SZ,X300124.SZ,X002465.SZ,X002129.SZ,X600177.SH,X000568.SZ,X002074.SZ,X002506.SZ,X300003.SZ,X600839.SH,X000547.SZ,X002276.SZ,X002294.SZ,X600582.SH,X600498.SH,X000977.SZ,X600867.SH,X300001.SZ,X002426.SZ,X002180.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.338892796186338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767256165384049,0,0,0,0.0652617924516532,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0634286699335638,0.0571825873275139,0,0,0,0,0,0
X600104.SH,0.0836540846522947,0,0,0,0,0,0,0,0,0.309141377579707,0.30526486567959,0.123328673554594,0,0,0,0.0351313626576656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625974855926161,0,0,0,0,0,0,-0.00413766365695332,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149022921169653,0,0,0,0,0.0772595573394953,0.154648301106924,0,0.0447677736241294,0,0,0,0,0,0.210262532179399,0,0,0,0,0,0.0394114078631599,0,0,0,-0.0100811869369484,0,0,0,0.118278516799704,0,0,0,0,0,0,0,-0.015324522450962,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.172516526421742,0,0,0,0,0,0,0,0,0.139194554571763,0,0,0,0,0,0,0,0,0,0,0.0246154252584595,0,0,0,0,0.080278062616598,0.0602916878092509,0.0226791859456125,0,0,0,0,0,0.105463870376305,0.0550974272115727,0,0,0.0949704811306705,0,0,0,0,-0.00735162345256352,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494556436929385,0,0,0,0,0,0,0,0,0,0.00629774270673692,0.00476735636361009,0.136234048107522,0,0,0.0532431758940275,-1.0842021724855e-19,0.14734165066028,0,0,0,0,0,0.000927690696295294,0,0.0380362483832032,0,0.0722613890303362,0,0,-0.0725715283920264,0,0,0,0,0,0,0
X600276.SH,0,0.0330375985777942,0,0,0,0,0,0.0647928246270209,0,0.268015569589493,0,0,0,0,0,0,0,0,0,-0.163913482534596,0,0,0,0,0,0,0,0,0,0,-0.0199381816958614,0.13546726143205,0,0,-0.0422003845801162,0,0,0,0,0.106662749329223,0,0.130777080470289,0,0,0,0,0,0,0,-0.0653194862432221,0.0617596848280961,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090439146790891,0.028717268713264,0,0,0,0,0,0
X002304.SZ,0,0.116332643780267,0,0,0,0,0,0,0,0,0,0,0.0936255617317911,0,0,0,0,0.037574673650042,0,0,0,0,0,0.180874056681666,0.0872180443754165,0,0,0,0,0,0,0,0.25371380179102,0,0.0293692660485201,0.0589558666471238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.383764073423869,0.0704271237994287,0.055950571125314,0,0,0,0,0,0,0.00130643709769061,0,0,0,0,0,0.033536247938101,0,5.42101086242752e-20,0,0,0.0295082309989508,0,0,0,0,0,0,0,0,0,0.0804501974870461,0.101677299997168,0,0,0,0,0,0,-0.0178203650857123,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0467474255406261,0,0,0,0,0,0.00589187546143036,0,0,0,0,0,0,0.0480939900471017,0,0,0.306869887744264,0,0,0,0,0,0,0.0708170593603584,0,0,0,0,0,0.038334569595246,0.0634354308871235,0,0.0664178962863185,0,0,0,0,0.0181954224289072,0,0,0,0,-0.0230187886778861,0,0,0,0,0,0,0
