,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600031.SH,X600741.SH,X600703.SH,X000568.SZ,X002475.SZ,X600066.SH,X002241.SZ,X600271.SH,X002456.SZ,X002236.SZ,X000338.SZ,X002085.SZ,X600118.SH,X000157.SZ,X600177.SH,X002292.SZ,X000559.SZ,X600372.SH,X300124.SZ,X600867.SH,X002007.SZ,X300003.SZ,X002294.SZ,X002180.SZ,X002506.SZ,X600498.SH,X600089.SH,X002074.SZ,X000981.SZ,X601877.SH,X600522.SH,X002426.SZ,X000550.SZ,X002508.SZ,X002465.SZ,X000050.SZ,X600566.SH,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.169654570222363,0,0,0.00803036747937764,0,0,0,0,0,0,0,0,0,0.135923883776176,0,0,0.094366532099197,0,0.0440639291453603,0,0,0,0,0,0.0499538752059015,0,0,0,0,0.131592993580201,0,0,0,0,0,0,0,0,0,0,0.152531891283509,-0.0616642919850824,-0.0292552097728317,0,0,0,-0.022126191852084,0,0,0.034847345542837,0.0127572776483897,0,0,0,0,0,0
X600104.SH,0.0478603650257515,0,0,0.0607994389501838,0,0.0181967798251976,0,0,0,0,0,0,0,0,0,0,0,0.0386103123643699,0,0,0,0,0,0,0,0.0243907449743293,0,0,0,0,0.234224877233693,0,0,0,0,0,0,0,0,0.121200280520702,0,0,0,-0.130886678666192,0,0,0,-0.153556205561604,0,0,0.0131367907109227,0,0,-0.0114284425526951,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.114184788025383,0,-0.172272760854759,0.170836716726042,0,0.202910215630143,0,0,0,0,0,0,0,0.114928667800407,0.0575368020839081,0,0,0,0,0,0,0,0,0,0,-0.0247617635401298,0.217153814962276,0,0,0,0,0.0664074992977464,0,0,0,0,0.251283561246911,0,0,8.67361737988404e-19,0,0,-0.00450942128356347,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0502587921318881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344111557741673,0,3.58338286699315e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418705102774697,0,0.166286124387784,0,0.106080421301929,0.0736980563805362,0,0.0787887460384667,0,0,0,0,-0.0470924556633981,0.0920502665638957,-0.114728456740182,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164811979798532,0,0,-0.0121477002663188,0,0,0.00902214236313134,0,0,0,0,0,0,3.46944695195361e-18,0.15623507953561,0.0237833951371499,0.0514786148543725,0.10983222526453,0,0,0,0,0,0,0.199695894432425,0.00323827840775128,0,0.118168082786796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00507434511904205,0,0.0371259347586797,-0.0301869890591936,0,0,0,0,0,0,0,0,0,0,0,0,0.197078666110563,0,0,0.024160864070372,0,0.0574802805643897,0.076068466431789,0.0921230954005952,0,0,0,0,0,-0.0901613572283719,0.255408407161636,0,0,0.0245648490678944,-0.0126693342968374,0,0,0,0,0,0
X002304.SZ,0.296115045228754,0,0,0,0.153781281534675,0,0,-0.0421248883000829,0,0,0,0,0.08550074157419,0,0.0410457855367652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0416153419993699,0,0,0,-0.00510136676045363,0,0,0,0,0.184129214677384,0,0,-0.000234254466732934,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.112483737590436,0,0,0,0,0,0,0,0.0945644820458281,0,0,0.0763622354463851,0,0,0.0975577861323425,0,0,0,0,0.0153390826969009,0,0,0,0,2.16840434497101e-19,0.0279708970853557,0,0,0.0724625908858715,0,0,0,0.119645203297152,0,0,0,0,0,0,-0.0419316609993146,-0.0117651372909196,-0.00400309377263208,0,0,0,0,0
X000625.SZ,0,0,0,0,0.131452456854705,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.116134260807076,0,0.0104165654402781,0.0735237160787072,0,0,0,0,0,0,0,0,0,0,0.0450565482868232,0,0,0,0,0,0,0,0,0,0,0.00701031523633339,0.0381499300124684,0.0742833453539849,0,0.165209658272197,0.00941354758302539,0,0,0,0,0,0,0.0457556577837058,-0.00550755946214806,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0351081162983533,0.058095782010672,0,0,0.0732251528629512,0,0,0.0314022559326336,0,0,0,0.0974809579113324,0,0,0,0,0,0.0795782166904591,0,0,0,0,0,0,0,0,0,0,0,-0.0268989134551297,0,0.0258218949017366,0,0.0461798194260107,0,0,0,0,0,0,-0.0584136878575359,0,0,0,0,0,0,0
