,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002292.SZ,X600741.SH,X600066.SH,X600031.SH,X002475.SZ,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000559.SZ,X000157.SZ,X002085.SZ,X000568.SZ,X600372.SH,X000338.SZ,X300003.SZ,X002074.SZ,X600177.SH,X002294.SZ,X600089.SH,X300124.SZ,X002049.SZ,X600867.SH,X600582.SH,X002180.SZ,X600498.SH,X002465.SZ,X002007.SZ,X601877.SH,X000869.SZ,X002456.SZ,X002508.SZ,X000050.SZ,X000550.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0463693964923144,0.24281865511136,0,0,0.221958526124273,0,0,0,0,0,0,0,-0.0683922602982781,0,0,0,0,0,0,0.0587709446438181,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130939439599469,-0.0233938721866298,0,3.46944695195361e-18,0.106069216331154,0,0,0,0,0,0,-0.0146549182593577,-0.00177854658261506,0.0445112715030513,0,0,0,0,0
X600104.SH,0,0,0.380009206786515,0.0437841133644956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580386582417917,0,0,0,0,0,0,0.0185689832559643,0,0,0,3.46944695195361e-18,0,0,0,0,0.0206156369206701,0,0,0,-0.00981525984089276,0,0,0,0,0,0
X002415.SZ,0,0.171911352872832,0,0,0,0,0,0,0,0,0,0,0.385874585704069,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.10681521890085,0,0,0,0,0,0,0,0,0,0,0.107363868079789,0,0,0,0,0,0,0,0.155333038571492,0,0,0,0,0,0.0300264170377554,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.181117240356358,0,0,0.0230581581146703,0,0.042354433238262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577876067814587,0.127357871339878,0.134660043762179,0,0,0,0,0,0,0,0,0,0,0,0.0311244619256032,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.104925925724994,0,0,0,0,0.0901639693060627,0,0,0,0,0,0,0.0658270417841251,0,0,0,0.0156622611447126,0,0,0,0,0,0,0,0,0,0,0,0.0291549236457066,0.0613662804632006,0.100278284203814,0,0,0.00960342388719666,0,0,0.0124048614785966,0,0,0,0,0.000510474362782226,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0515680833659227,0,0,0,0,0,0,0.125866571085089,0,0,0,0,0,0,0,0,0,0,0,0.0848038762076748,0,0,0,0,0,0,0.172601307929226,0,0,0,0,0,0,0,0,0.142318237333338,0,0,0,0,0,0.0145834963801642,0.0251252802526162,0,0,0,0,-0.00489066024176374,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.00859706466455627,0,0.0286435434106472,0,0,0,0,0,0,0,0,0.0992731800255976,0,0,0,0,0,0,0.0688451830641848,0.0545414694603986,0,0,0,0,0,0,0,0.0595969108846183,0,0,0,0,0,0,0,0,0,0,-0.00579626745164209,0,0,0,0,0,0,0
X000725.SZ,0,0,0.13867042298488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641114735790772,0.0359974539176369,0,0.0719507545592045,0.0893267386540315,0,0,0,0,0,0,0.135456988431551,0,0.116290759194075,0,0,0,0,0,0.0311664682577561,0,0,-3.46944695195361e-18,0,0.0945764573482192,0,0,0,0.0506656254203704,0,0.00484676754992663,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.00761163010663512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474188474237769,0,0.193930731447265,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.150988568092304,0,0,0,0.104805673854721,0,0,0,0,3.46944695195361e-18,0.0584306935603925,0.12929899796509,0,1.73472347597681e-18,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.198075263852238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658489360524045,0,0.0736441905123079,0,0.0597692799759436,0,0,0.00418625679029092,0,0,0.185725510930855,0,0,0,0,0,0,0.0904691671343606,0,0,0.151318328630989,0,0,0.0842273408497388,0,0,0,0,0,-0.00340566204427334,0,0,0,0,0,0,0
X600690.SH,0,0,0,-0.0258308135595516,0,0,0,0,0,0,0,0,0,0,0,0,0.15898107787092,0,0.276070124119359,0,0.131404395716227,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140863954517866,0,0.20759966906673,0,-0.518000739288824,0,0,0,0,0,0,0,0,-0.193926583766028,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216692958283006,0,0,0,0,0,0,0,0,0.0960129058962698,0,0.159943862821862,0,0,0,0,0.032684867824445,0.0844352338563978,0,0,0,0,0,0,-8.67361737988404e-19,0.0515141226282483,0,0,0.0151266305532961,0,0.0471513034141517,0,0.216611949799463,0,0.0514342758294781,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.112373852567313,0,0,0,0,0,0.138637580172873,0,0,0,0,0,0,0,0,0.0695975941717073,0,0,0.111330418193506,0,0.0468862057070661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245089942141724,0,0,0.0619658241197378,0,0.119180299988987,0,0,0,0.0559740932842118,0,0.0301406774050722,-0.0305162611700206,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197905916623215,0,-0.232514882530422,0,0,0,0,0.171703328240583,0,0,0,0,0,0,-0.086767548178194,0,0,0,0,0,0,0.284205786344749,0,0.61779081098886,0,0,0,0.0922245270005268,-0.0932240222860424,0,0,0,0,0,0
