,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X600031.SH,X000625.SZ,X002456.SZ,X000338.SZ,X002241.SZ,X600487.SH,X002008.SZ,X300136.SZ,X601877.SH,X600066.SH,X000100.SZ,X600522.SH,X600809.SH,X300124.SZ,X002508.SZ,X002294.SZ,X300003.SZ,X600271.SH,X600867.SH,X002085.SZ,X000981.SZ,X600089.SH,X600498.SH,X600177.SH,X600699.SH,X000157.SZ,X000661.SZ,X600584.SH,X300142.SZ,X000596.SZ,X002129.SZ,X600118.SH,X002049.SZ,X000050.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.572505937772583,0,0,0.191318840044699,0.00418924385835532,0,0,0,0.0126584356049109,0,0,0,0,0,0,0,-0.17437856302467,0,0,0,0.0388370595690175,0,0,0.0589068626916094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589228407133429,-0.0491925539202833,0,0,0,0.074826078701373,0,0.145792954630235,0,0,-0.0187720545511521,0.0364424741862206,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0599756748737987,0.0863704759000285,0,0,0,0.0488736385488882,0,0,0,0.0694919987252803,0,0,0,0.185381139691268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114590743508343,0.0657545792621269,0,0,0,0,0,0.113204785143216,0,-0.0279406340031109,0.022116528441615,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.00629598219811047,0,0,0.0344887104069853,0,0.0963852697602151,0,0,0,0,0,0.138795138538895,0.350945996362314,0,8.67361737988404e-19,0,0.0877212133083862,0,0,0.100076612503771,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.129618435841166,0,0,0,0,0,0,0,0,0,-0.0207634014130067,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0532870907039229,0,0,0.115149089147495,-0.00721824529381146,0,0,0.215476855895748,0,0,0,0,0,0,0,0,0.021266630993029,0.0254596213391455,0,0,0,0,0,0.274048496565937,0,0,0,0,0,0,0,0,0,0,0,0.0550760486516898,0,0,0,0,0,0,0,0,0.0676238134503627,0,0,0,0.00328354058197985,0,0,0,0,0,0
X000651.SZ,0,0.0822134076486147,0,0.201808252117582,0,0,0,0,0.0637566699821941,0,0,0,0,0,0.0105668152203592,0,0,0,0,0,0,0,0,0,0,0,0.101694790555802,0,-0.0366658097447311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646736100669009,0,-0.0124678238366986,0,0,0,0.109849077918383,0,0.00996610258060428,-0.006593578271784,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.438015814976656,0,0,0,0,0,0,0.0568055172241386,0,0,0,0,0,0,0,0.135575519355813,0,0,0,0,0,0,0,0,0,0.245620634353134,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.205779407534203,0,0,0,0.155087969326007,0,0,0,0.0443420164928762,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0962344233426456,0,0,0.0347062175471727,0.192004695002047,0,0,0,0,0.0678547765867847,0,0,-0.206243947897978,0,0,0,0.106006968242069,0,0,0,0,-0.0808279833244084,1.73472347597681e-18,0.173108107069328,0,0.00472207606487465,0,0,0,0,0,0,0,0,-0.0888226663738916,0,0,0,0.14453773901538,0,0,0,-0.0743843044353889,0,0,0,8.67361737988404e-19,0.0193603890303705,0,0,0,0,0,0
X002304.SZ,0.196185040578324,-0.0144645389834988,0,0.114042866530044,0,0,0,0,0,0,0,0.328710369369049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576062252541607,0,0,0,0,0,0,0.0943612956437876,0,0,0,0,0,0,0.105406686966156,0,2.16840434497101e-19,0,0,0,-0.0257753129533712,0,0,0,-0.0470860038488228,0.0436255250577108,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.45849367412626,0,-0.0446198887923299,0,0,0,0,0,0,0.154045128347042,0,0,0,0.00476594190943973,0,0,0,0,0,0.00112802687011353,0,0.324367001550152,0,0,0,0,0,0,0,0,0,0,0.0419293653195841,0,0,0,0,0.167985866862129,0,0,0,0,0.144492547797736,-0.0438487981604776,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0.0257694382390876,0,0,0.0267661566877023,0.198499964300589,0,0,0,0.369818602844056,0,0,0.0734777031388827,0,0,0,0,0,0,0,0,0,0.19079913754549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159857451797737,0,0,0,0.323194628987497,0,0,0,0,0,0,0,0,0,-0.0413306698697277,0.0271428517330304,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.104121954963585,0,0,0.105023384254829,0,0.0632706576452959,0,0,0,0,0.0948019730510807,-0.149203993611591,0,0,0,0.136563486497214,0,0.123244685387046,0,0,0,0.102085410290362,0.223315077171323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166274661548218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.275058718568317,0,0,0,0.252424861760026,0,0,0,0,0,0,0.169069729300806,0,0,0,0,0,0,0,0.075242079975112,-0.0140851478302956,0,-0.0421169951117648,0,0.137444372074096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00466460942813057,0,0.114471363624557,0,0,0,0,0,0,0.0183377528555619,-0.028947220174175,0,0,0,0,0,0
X002475.SZ,0,0.041224407552997,0,0,0.0541986917230899,0,0,0,0.106956032082464,0,0,0,0,0,0,0,0,0.132595799877136,0,0.02983689285978,0,0.238259461175084,0.0876768940394559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676502289295686,0,0,0,0.0395085823362207,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.0115403788831603,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.140660570974031,0,0,0,0,0,0,0,0,0,0.0585679726818776,0,0.212790056154984,0,0,0,0,0,-0.0212301431427273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057859900851095,0,0,-0.245525516046546,0,0.0103120657313514,0,0,0,-0.00791492436065021,0.0279839306566248,0,0,0,0,0,0
