,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X000100.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X600177.SH,X002085.SZ,X600372.SH,X002456.SZ,X000157.SZ,X002007.SZ,X300124.SZ,X600699.SH,X300003.SZ,X002294.SZ,X600089.SH,X000559.SZ,X002180.SZ,X600867.SH,X600522.SH,X002292.SZ,X002508.SZ,X002074.SZ,X600498.SH,X002426.SZ,X002506.SZ,X002465.SZ,X600566.SH,X000623.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.172053059940092,0.0933744928942628,0,0,0,0.0816974022153808,0,0,0,0,0.00161493067333724,0,0.025233429486827,0,0,0,0.0938405109863277,0,0,0,0,0.00192142692793372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060226910596075,0.0384852977692943,0.0212464665339066,0,-0.00238697385761687,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.100825682276479,0,0,0.950395205055931,0,0,0,0,0,0,0,0,0,0,0,-0.0544201303345146,0,0,-0.0302096175443495,-0.0168086709786393,-0.207562977629688,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.00134138276020805,0.124973404431701,0,-0.00764786684736287,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0581116967312227,0.0152476065186385,0.0888129101598421,0,-0.0411299653636434,0,0,0,0,0.0726505969291888,0,0,0.0427772502298576,0.087511059590752,0,0,0.01264745044684,0,0,0,0,0,0.156594422706578,0,0.052395089666658,0,0,0,0,0.0899700211545039,0,0,0,0,0,0,0,0,0,0,-0.0177331613446156,0.01139418479174,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.433462879119128,1.23238874893808,0,0,0,0,0,-0.0766418927861219,0,0,0,0,0,0,0,0,-0.0243299050487709,0,0,0,0,0,0,0,0,0,0,0.216002459697545,0,0,0,0,0,0,0,0,0,-0.0582283025984686,0.205768878203364,0,0,0.0204411581959798,0.0167686648234646,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.149635873666662,0,0,0.140435670890713,0.0540740264240013,0.0350190622254324,0.3455004991141,0,0,0,0,0,0,0,0,0.0828301985501023,0,0.036685432291668,0,0,0,0,0,0,0,0,0,0,0,0,0.0697742635479993,0,0,0,0,0,0,0,0,0,0,0,-0.00809933231166396,0.0181896751246235,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0727894829348995,0,0,0,0,0,0.224297366912501,0,0,0,0,0,0,0,0,0,0.16121247334683,0,-0.0807842448635517,0,0,0,0,0,-0.0783941332751673,0,0,0,-0.034360978025839,0,0,0,0,-0.00587172705492438,0,0,0,0,0,0,0,0.0567762718506469,0.158087104708165,0,0.0330986672803177,0,0,0.0262749126373034,-0.0343336421639008,0.0079677936461698,0,0,0,0,0
X600276.SH,0,0,0.100568548888931,0,0.0432582895816703,0,0,0,0,0,0,0.17616182483299,-0.0279656479900608,0.0065470178561733,0.100032562897026,0,0,0,0,-0.0355807848772631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00755818130727002,0.0729513202009952,0,0,0,0,-0.0940101417703411,0,0,0.0107749974003119,0,0,0,0,0,0
X002304.SZ,0,0,0,6.93889390390723e-18,0,0.0139547588989762,0,0,0,0,0,0,0,0.424229156512963,0.127420014542464,0,0,0,0,0.00695006350205584,0,0,0,0,0,0,0,0.0122784426687969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607095283517741,-0.0770960723648551,0.0280010826272253,-0.0150319520112216,0,0,0,0,0,0
X000625.SZ,0,0.201281207701887,0,0.136410533130436,0.109997659593194,0.0074175927412392,0,0,0,0,0,0.0286169995636776,0.103555475355017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00447576674420496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397773355790582,0,0,0,-0.00364236530684256,-0.00880328174016993,0,0,0,0,0,0
X000063.SZ,0,0,0,0.214131358444454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306042723167544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.124518166854156,0,0.0190475528997887,-0.066074099816855,0,0.0728253433404236,-0.0686790267206277,0,0,0,0,0,0
X600690.SH,0,0,0,0.168930938184975,0.0982541871598305,0,0,0,0,0,0,0,0.0467860200770306,0,0.0061129650769748,0,0,0,0,0,0,0,0,0,0,0,0,-0.144921428217473,0,0,-0.118066803741881,0,0,0,0,0,0,0,0.102737194570048,0,0,0,0,0,0.0827530139048845,0,0,-0.0767185585260806,-0.0363053658156154,0,0,-0.0102830121846764,0,0,0,0,0,0
X600703.SH,0,0,0.284379022791578,0,0,0,0,0,0,0,0,0,0.0608122136315614,0,0,0,0,0,0,0,0,0,0,0.0445667937642792,0,0,0,0,0.205631572794566,0,0,-0.123511680564167,0,0,0.2631827059085,0,0,0.113727483032729,0,0,0,0.0235974612200706,0,0,0,0,-3.46944695195361e-18,0,0,0.20537904661861,0.064212725769115,-0.036840669935913,0,0,0,0,0,0
X600031.SH,0,0,0.121142080878643,0.00907100370504783,0.0678594006736604,0,0,0,0,0,0.0314023739912614,0.0784338252572843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140659095146137,0.215738039549083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.000609673656552991,0,0,0,0,0,0
X600741.SH,0,0.425610908382147,0,0,0.039881297951698,0,0,0.0510100684254882,0.178131163476988,0,0,0.0156449976705719,0,0,0,-8.67361737988404e-19,0.038300209207244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176797461367761,0,0,0.118357407556077,0.135174227612891,0.083956108721053,-0.00156192482345958,0.00569981878976065,-0.00361495285670402,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.544782274135382,0,0,0.0133080721042327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899157016827667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237378252331234,0.0677274007805868,0,0.0164316045913616,-0.0223234663362306,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,-0.070931102794028,0,0,0,0,0,0,0,0.347377416077796,0,0,0,0.120877978706574,0,-8.67361737988404e-19,0,0,0,0,0,0.0857072397171933,0,0,0,0,0,0.0501891792642669,0,0,0,0,0,0,0.133875344814981,0,0,0,0,0,0,0,0,0.132998175001327,0.00695434147229402,0.0882405699432423,-0.0486910386037232,0.0206060921741653,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.13389641680288,0,-0.169546506885932,0,0,0,0,0,0,-0.0174574695415427,0,0,0,0,0,-0.241712797717739,0,0,0,0,0,0,0.152337966759446,-0.163095260666424,0.263156806572243,0,0,0.157020185547936,0,0,0,0,0,0.0800890914663767,0,0,0,0,0,0,0,0,0,0,0.116502524831751,0,0,-0.0168174646288235,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.217685743704845,0,0,0,0,0,0,0,0,0,0,0.135556271131063,0,0,0,0,0,0,0,0,0,0,0.133290572186334,0,0.405134455932527,0,0,0,0.186929664327932,0,0.0560767475542921,0.150336916665956,0,0,0,0,0,0.0224784589087205,0,0,0,0,0,0.085984055473799,0.207907151395085,0.0384946791777793,-0.0213899462054278,0.010333550127401,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0387856530880344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00677305121926702,0,0,0,0,0,0,0,0,0,-0.0159827759892449,0,0,0,0,0.0887118554830156,0,0,-0.0258950949924124,0,-0.0747903516805959,0,0,0,0.0620184552820497,-0.015288512957555,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.0278808951690114,0,0,0,-0.169247961145866,0,0,0,0,0.0366083021939036,0,0,0,0,0,0,0,0,-0.0139125479115717,0,0.143332590247054,0,0,0,0,0.114203428697595,0,0,0,0,0,0.00896358910671854,0,0,0,0,0,0,0,0,0,0.425956744020861,-0.00797132029821234,0.195426285043792,0,-0.00926631484111812,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0.069602483416066,0,0,0,0,0,0,0,0,-0.0302560513727882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.1126936284691,0,0.466187162633078,0,-0.470362166157864,0,0,0.0537163994108465,0,0.128520711961631,0.0672467474796769,-0.0329034013491033,-0.0074746213498867,-0.00182561917920475,0,0,0,0,0.273657863512046,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856776108176477,0,0,0,0,0,0,0,0,0.0695982456957269,0,0,0,0,0,0,0,0.185166976494942,0.0341718254766511,0,0,0,0.102320455603715,0,0,0,0,0.0406949280587056,0,0.230541038052942,0,0.0152777514755751,0,0.00118334793783892,-0.00267055383021894,0,0,0,0,0,0
X600271.SH,0,0,0.00727155022933191,0,0,0,0,-0.0997749777550282,0,0,0,0.0710171249129696,0,0,0,0,0,0,-0.0963900056362842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109714414729783,0,0,0,0,0.0467351677992069,0.240989015969781,0,0,0,0,-0.111034208277206,0,0.0118109673512113,0,0.0170115163837233,0,0,0,0
X601877.SH,0,0.0282057563615086,0,0,0,0,0,0,0.0964936226079014,0.124236593718472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405044559933012,0,0,0,0,0,0,0,0,0,0,0,-9.92481503941285e-05,0,0,0,0,0.139832515096602,0,0.0507280643879626,0.099298736573766,0,0,0,0,0,0.0229595178671992,0,0,0,0,0,0,0
X600177.SH,0,0.0673164349653127,0,0,0,0,0,0,0,0.086355714988867,0.243143831608196,0,0.106403511000899,0,0.0404636549593608,0,0,0,0,0,0,0,0,0.0421755592847168,0,0,0,0,0,0,0,0,0,0,0,0,0.0029270693055963,0,0,0,0,0,0,-0.0525026881476707,0,0,0,0,0,-0.000753654796851149,-0.00632168804666005,0.00143028356102538,0,0,0,0,0,0
X002085.SZ,0,0,0,-0.0899554110116123,0,0,0,0,0,0,0,0,0.118102599210716,0,0,0,0,0,0,0,0,0,0,0.0508187584141608,0,0,0,0.093476853194452,0,0,0,0,0,0,0,0.146007459442541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417531713960201,0.0131048246076324,0,0,0,0,0,0
X600372.SH,0,0.0315727048777352,0,0,0,0,0,0,0,0,0,0,0,0.0515346959187294,0,0,0,0,0,0,0,0.326015845211673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104267969758912,0,0,0,0,0,0,0,0,0,0.0353730117120215,-0.11946400247964,0.0360051006765537,-0.0166273388863506,0,0,0,0,0,0
X002456.SZ,0,0,0,0.0282083454060955,0,-0.13891702212081,0,0,0.1475234437234,0,0,0,0,0.00264125833280858,0.221095174390346,0,0.35023668308034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272394410308518,0,0.162869089553115,0,0,0.13915238036891,0,0,0,0,0.138695001519682,0,-0.016827554146426,0.186532166005629,0.0477605178915748,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0830554951989529,0,0,-0.0614455238470927,0,0,0,0,0,0.467916553119346,0,0,0,0,0.0609683881927119,0,0,0,0,0,0,0,0.000968086854191356,0,0,0,0,0,-0.0248791353955027,0,0,0,0,0,0.162277807183774,0,0,0,0,0,0,0,0,-0.0128062072577428,0,0.0129088291209518,0,0.0180094413265869,-0.0145932899949874,0,0,0,0.162091337145948,0,0
