,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000725.SZ,X600809.SH,X003816.SZ,X002241.SZ,X000338.SZ,X300142.SZ,X002007.SZ,X600690.SH,X600703.SH,X002371.SZ,X300014.SZ,X000596.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X300003.SZ,X600584.SH,X002129.SZ,X601877.SH,X600741.SH,X000157.SZ,X600183.SH,X002236.SZ,X002414.SZ,X000800.SZ,X000066.SZ,X300136.SZ,X000977.SZ,X002456.SZ,X000625.SZ,X002179.SZ,X002185.SZ,X600118.SH,X002008.SZ,X002463.SZ,X601799.SH,X002180.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.321636067654091,0,0,0,0,0,0,0,0,0,0.0677142948030598,0,0,0,0,0,0.0643089908460866,0.00399739694678532,0,0,0.00256083810219869,0,0.0761586553008242,0,0,0.0472345926341193,0,0.0265935309638497,0.00371850299410775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090708932967993,-0.00810434044677171,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.207368014367349,0,0,0,0.192583674057907,0,0.366239531068702,0,0.0732111564802237,0,0.0410370726755363,0,0,0.0444361962781976,0,0,0,0,0,0,0,0,0.00197537068670004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00954219873310807,0,-0.0064245987753163,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.145719911938517,0.283452419213079,0,0,0,0,0.0146480779290561,0,0.0179140059624503,0,0,0,0,0,0.0152485561234172,0,0,0,0,0.0142438722025142,0.0166215226069902,0.0659638655911851,0.0535882717454123,0,0,0,0,0,0,-0.120323454823259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183248895967189,-0.00690762310870209,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284436382767274,0,0,0,0.0534514288502473,0,0,0,0.0762538348097987,0,0,0.094758109531519,0,0.0656243263266493,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.102542766971004,0,0,0,0,0,0,0,0,0,0,-0.00184710607853519,-0.0367020621403978,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0618355716563748,0,0,0,0,0,0,0.0154724068769647,0,0,0,0,0,0,0,0,0,0.116530119991131,0,0,-0.0277133128465603,0,0,0,0,0.31898644757443,0,0,0,0,0.146155753802134,0,0,0,-0.0217401585383758,0,0.0377992446089899,0,0,0.0168423236584324,0,0,-0.00113052635708976,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0868707381681736,0,0,0,0,0.114477425573869,0.0890906815289825,0,0.0193734796620136,0,0,0,0.00412161681978583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215653084139666,0,0,0,0,0,0.0188581510354953,-0.0227174246559025,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0543385183573234,0,0,0,0,0,0,0,0,0,0,0.0594330601758754,0,0,-0.0673557447692501,0,0,0,0,0,0,0,0.0476138527335745,0,0,0,0.182742638982261,0,0.0600005767548497,0.048434221359029,0,0,0,0.0996024452672241,0,0.0960062677064028,0,0.0139330815887789,0,-0.024426119461419,0,0,-0.093579416862809,-0.0140932425007618,0.00821384001623514,0,0,0,0,0,0
X002304.SZ,0,0.253686095079833,0,0,0,0,0,0,0,0,0,0.370596236290731,0,0,0,0,0,0.0443795613738659,0,0.0071491681993737,0,0,0,0.147917949172163,0,0,0,0,0,0,0,0,0,0,0,0.017216709445389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00899664406902917,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.192433937000491,0,0,0,-0.130969507350313,0,0,0,0,-0.0111688038721087,0.107522950234977,0,0,-0.0223650316569687,0,0.238458637389559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540964453691345,0,0,0,0,0,0,0,0.030418653133424,0,0,0,0.0253830755679436,0,0.0128716939070157,-0.027148546551967,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0180950490217985,0,0,0,0,0,0,0.0499896903072922,0,0.0102302893883645,0,0,0,0,0,0,0,0,0,0.0636098640030769,0,0,0.226791993335867,0,0,0.0389418520514981,0,0,-1.38777878078145e-17,0,0,0,0,0.255313588320814,0,0,0.217187219759998,0,-0.00538647979194908,0.0150268973860166,-0.0227952472371481,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,-0.126604515798215,0,0,0,0,0,0,0,0.29778034926826,0.0213870720244268,0,0,0,0,0,0.152786369377289,0,0,0.0840367198900442,0.0054265339373407,-0.109836988331928,0,0,0,0.192484503304075,0,0,0,0,0,0.0859746044840178,0,0,0,0,0,0,0,0.188531090047655,0,0,0,0,-0.0100146297328869,-0.0193337573182451,0,0,0,0,0,0
X000568.SZ,0,0.555779733226089,0,0,0,0,0,0.141981298351435,0,0,0,0,0,0.0970350586487808,0,0,0,0,0,0,0,0,0,0.028170732092274,0,0,0,0,0.00746341688171603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019087402407555,0,0,0,0,0,0.00809155612105498,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0350782188587801,0,0,0,0,0,0,0,0,0,0.0924558028714373,0,0,0,0,0,0.219410381960628,0.0512695753313403,0,0,0,0,0,0,0,0,0,0,0.00224594576080059,0,0,0.0545628270299602,0,0,0,0,0,0,0,0,0,0,0.0146802451372957,0.0253281296747986,0,0,0,0,0,0
X600809.SH,0,0.344390507493029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218058428586438,0,0,0,0.00797491316343592,0.231440287551112,0,0,0,0,-0.0191688936920446,0.0579508664172269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141469042138424,-0.0195480997500482,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0320978017168283,0,0.0397820432892668,0,-0.0289122057912903,0,0.0234658895026744,0,0.0499448125057337,0,0,0,0,0,0,0.0292594425586869,0,0,0,0,0,0,0,0,0,0.00319185519658451,0,0,0,0,0,0,0.0318186533897817,0.107322059128156,0,0,0.0143635701664848,0,0,0,0,0.0120366843232954,0,0,0,0,0,0.00497576156245961,-0.00188837795232268,0,0,0,0,0,0
X002241.SZ,0,0,0,0.501414917303641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348540724587189,0,0.0433771144738698,0,0,0,0,0,0.0520958931411341,0,0,0,0,0.0635435088459785,0,0,0,0,0.0975732464892057,0.033486397055028,0.0894864853919117,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0359935892422377,0.00894669519415662,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.062818073652313,0,0.0683504704682227,0,0,0.0304164120615096,0,0,0,0,0.0265576879190358,0,0,0,0,0,0,0,0,0,0.0593477481305224,0.035747125887894,0,0,0,0,0,0,0,0,0,0,0.0296352233407186,0,0,0,0,0,0,0,0.00585115597655834,0,0,0,0.0222329385638929,0,3.9386350395323e-05,-0.00584899252911014,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0.231768310120492,0,6.93889390390723e-18,0,0,0,0,0.378825626067299,0,0,0,0,0,0,0,0,0.0383426316553457,0,0,0,0,0,0,0,0.0363099746784072,0,0,0,0,0,0,0,0,0.00916744568663392,0,0,0,0,0.213431776239615,0,-0.00133474975272807,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0.112358040842903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551496068283479,0,0,0,0,0,0,0,0,0,0,0.00880996461984085,0,0,-0.0391994494924306,1.73472347597681e-18,0,0,0,0,0,0,0.198028001055692,0,0,0,0,0,0,0,0,0,0,-0.058382801154114,0,-0.00856411020047151,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.183243273050533,0.0374948715315656,0,0,0,0,0,0,0,0,0,0,0.0385083297199752,0,0,0,0,0,0.00594323193942447,0,0,0,0,0,0,0,0.150633473187643,0,0.000795209260658848,0,-0.0336318693781689,0,0,0,0,0,0,0,0.0799590811813015,0,0.00957361369260643,-2.16840434497101e-19,0,0,0,0,0,0
X600703.SH,0,0.126430755982187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08508701101302,0,0,0,0,0,0.0155212820913155,0,0,0,0.216021581445081,-3.46944695195361e-18,0,0.217650346638284,0,0,0,0,0,0,0,0,0.0413041028987868,0,0,0.0328665009492445,0,0,0,0,0,0,0,0,0,0,0,0.0191164881563293,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0.106556626374309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112374575999147,0,0.112943593769646,0,0,0,0.299492312276686,-3.46944695195361e-18,0,0,0,0,0.0194629844620709,0,0,0,0.280254096838298,0,0.0930723961003381,0.0707389649192801,0,0,0,0,0,0.146935963419491,0,0,-0.132405073433899,-0.00512047486725381,0.00857185746495074,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388371450020296,0,0,0.0676809075370372,0,0,0,0,0.0569571689641538,0,0,0.387520550844669,0,0,0,0.143458991067252,0.109309850405058,0,0,0,0,0,0,0,0,0,0,0.27133923301842,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.177652705481832,0,0,0,0,0.347405540407874,0,0,0,0.230583005890593,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0869558284857801,0,0,0,0,-0.0286778897586883,0,0.115495875125011,0,0,0,0,0,0,0,0.0116845926320408,-0.0136732779763505,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.199696128825268,0,0,0,0,0,0,0,0.415517398537348,0.0684381965467703,0.0274798602872631,0,0,0,0.193830861261433,0,0,0,0,0,0,0.172521250684138,0,0,0,-0.190143487461889,0,0,0,0,0,0,0,0,0,0,0,7.02737586699489e-05,0,0.186852589126821,0,0,0,0.00436990769955641,0.0228758852683339,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.00019329443024243,0,0,0,0.469802276224624,0,0,0.221540165321857,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.142800343811698,0,0,0.0339187572296444,0,0,0,0,0,0,0,0,0,0,0,0.127785312638478,0,0,0,0,0,0.0223299625391746,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0.340217651559297,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.141016947354835,-0.0236170079622137,0,0,0,0,0.258106970718636,0,0,0,0,0,0,0.156812433789515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301001040193081,0.0456632724174424,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0.231279889892694,0,0,0,0,0,0,0.0615284396599645,0,0.0812504771977149,0,0,0,0,0,0.0598323781839692,0,0,0.0141482456174261,0,0,0,0,0,0,0,0,0.0992832435778661,0,0,0,0,0,0,0,0,0,0.183357833383737,0,0,0,0,0,-0.0177443799237899,-0.000994564503433456,0,0,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,-0.0765142475256892,0,0,0,-0.0634452275616545,0,0,0,0,0,0,0,0,0,0.196884546959304,0,0,0,0,0.120589476067629,-0.167577764635454,0,0.157017612092514,0,0,0,0,0,0.0721660101428077,-0.0469909345400062,0,0,0.314659016420761,0,0,0,0.577537698805317,0,-0.0290071129758416,0,0,0,0,0,-1.0842021724855e-19,0.0218420331372113,0,0.387240070025832,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.379374456920322,0,0,0,0,0,0,0,0,0.146259620055809,0,0,0,0,0,0,0.23288961599969,0,0,0,0,0,0,0,0,0.143489088391479,0,0,0,0,0,0,0,0,0,0,0.0401309124320119,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0.0201785578091252,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0949203995311056,0,0,0,0.00389852452775518,0,4.33680868994202e-19,0,0,0,0.108586199386029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217762844538471,0,0.186004136675978,0,0.0556551812933279,0,0.0100610741691063,-0.0117466496988073,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.041112733470728,0,0,0,0,0,0,0,0.00734864471742962,0,0,0,0,0,0,0,0,0.0807177381955652,0,0,0,0,0.0859395961893634,0,0,0,0,0,0,0,0,0,0,0.0354454610230531,0,0.0267612695430702,0.053050517780066,0,0,0,0,0,0,0,0,0,0,-0.0208250521113161,-0.0128832767356776,0,0,0,0,0,0
