,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002475.SZ,X000338.SZ,X002241.SZ,X000100.SZ,X600066.SH,X002236.SZ,X600118.SH,X002456.SZ,X600271.SH,X601877.SH,X000157.SZ,X600177.SH,X300124.SZ,X600372.SH,X600522.SH,X002085.SZ,X600089.SH,X002007.SZ,X000981.SZ,X300003.SZ,X002508.SZ,X002294.SZ,X600867.SH,X600699.SH,X000559.SZ,X002180.SZ,X000066.SZ,X002292.SZ,X300136.SZ,X600498.SH,X000623.SZ,X002426.SZ,X002074.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0864817736758264,0,0,0,0,0.0349957481699509,0.0138480518373647,0,0,0,0.178357832059564,0,0,0,0,0,0,0.192744448896456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00829261851351067,0,0,0,0,0,0,0,0,0,-0.00716470954089561,0.00365413962679545,0,0,0,0,0,0
X600104.SH,0,0,-0.13197579320801,0,0,-0.0759399372676233,0,-0.07176284122935,0,0,0,0,0,0,0.756015181055456,0,0,0,0,0,0,0,0.154821834905185,0,0,0,0,0,0,0,0,0,0,0,0,0.111073100587637,0,0,-0.0589624247321506,0,0,-0.0998047782745588,-0.00243445303939787,-0.134875899873642,0.0362929749329143,0,0,-0.114588679275973,0,-0.0627281066440677,0,0.00336877905019069,0,0,0,0,0,0
X002415.SZ,0,0,0,0.14923811301477,0,0,0,0.0642823178260439,0,0,0,0,0.0184507857713585,0,0,0,0.0655371835034781,0,0,0,0.0367551278891769,0,0,0,0,0,0,0,0,0,0,0,0,-0.107858090948796,0,0,0,0,0,0,0.081842171034443,0,0.156297072436793,0,0,0,0,0,0,0,-0.00265093901456237,0.0019149235186689,0,0,0,0,0,0
X000651.SZ,0,0.109667397470263,0,0,0,0,0,0,0,0.120057807255934,0.645800320516436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981440449924925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305843073093222,0,0,-0.0981492512485977,0.106999955204361,0.446740346685889,0,0,0,0,0,0.0202778968731363,0,0,0,0,0,0
X000858.SZ,0.0998994713559683,0,0,0,0,0,0,0,0.00250209456664496,0,0,0.0875598193718312,0,0.239957493143244,0.0628227133334241,0,0,0,0,0.0343867716733428,0,0,0,0,0.109832399945343,0,0,0,0,0,0,0,0,-0.0562781199204784,0,0,0,0,0,0,0,0,0,0.114415511353813,0,0,0,0,-0.0159935422963395,0,0,0.00780906569962552,0,0,0,0,0,0
X002304.SZ,0,0.29982313784021,0,0,0,0,0,0,0,0.0173976185403611,0,0,0.00572318274087874,0.073205359836274,0.124317398452374,0,0,0,0,0,0,0,0.0698135322878084,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00333465776439852,0,0,0,0.0747168032176336,0,0,0,0,0,0,0,-0.0487474675056671,0.00387832642542271,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0271551895899634,0,0,0,0.196714358372257,0,0,-0.0236959975650683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427087401115125,0,-0.0154858565595256,0,0,0,0,0,-0.119442304956882,0.0245505379862598,-0.00441776119811961,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0743349655328321,0,0,0,0,0,0.138682549194449,0,0,0,0.270074240352277,0,-0.31020974706073,0,0,0.306073870404975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105735869389595,0,0,-0.0594749769286115,0,0,0,-2.16840434497101e-19,0,0,0.16336199601506,0.00945881621868015,0.00833478834873719,-0.0309191837233128,0,0,0,0,0,0
X000625.SZ,0.0495597341962118,0,0,0.0456576461668022,0,0,0,0,0,0,0,0,0.13602239273184,0,0.496899747763944,0,0,0,0,0,0,0.0336594518678849,-0.0321315634517177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503440502535979,0,0,0,0,0.00304428223090892,-0.00480621220191853,0,0,0,0,0,0
X000063.SZ,0.0808599325573873,0,0,0.223844656913215,0,0.0222479886640102,0,0,0,0,0,0,0,0,0,0,0.0952026662420535,0,0,0,0,-0.191023874918804,0,0,0,0,0,0,0,0,0,0,0,0.0138883847182919,0.119032506328249,0,0,0,0,0,0,0,0,-0.0860743901500698,0,0,0.112888105853106,0.0657534033788594,0.011192710965949,0,-0.00184201339453489,0.00916570097418474,0,0,0,0,0,0
X600690.SH,0,0,0,0.199555518689178,0,0.114153769395245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821205290111325,0,-0.112659591552308,0,0,0,0,0.0109624895720371,0,0,0,0,0,0,0,0,-0.0942248109888488,0,0,0,-0.0410414933600558,0,-0.0538734408984982,0,-0.0120291574744367,0.00905715937562773,0,0,0,-0.0087048786204241,0.000119488242105082,0,0,0,0,0,0
X600703.SH,0,0,0.229152965694195,0,0.105174688482171,0.122912681815801,0.0784446581696753,0,0,0,0,0,0.143256716030567,0,0,0,0,0,0,0,0,0,-0.172338595154618,0,0.245299004672766,0,0,0,0,0,0,0,0,0,0.0106822675660165,0,0,0.20365703043409,0,0,0,0,0,0,0,0,0,0,0,0.21125927145405,0.0133320500264137,-0.00628541440123806,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122725174909627,0,0,0,0.692498712114756,0,0,0,0,0,0.0200417907762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275256086501877,-0.00272858650043772,0,0,0,0,0,0,0
X000568.SZ,0,0,0,-1.73472347597681e-18,0.305188531969249,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0677326599256522,0,0,0,0.176541213664956,0,0,0,0,0,0,0,0,0,0,0,-0.00853998940322096,0,0,0,0,0,0,0.0178536889324636,-0.123670418087143,0,0,0,0.0742146553182196,0.0589395262165754,0.0212015667395392,0,0,0.008013096418788,-0.00511361685092032,0,0,0,0,0,0
X600741.SH,0,0.516914906898241,0,-2.16840434497101e-19,0.11741513499586,0,0.0158935001992941,0,0,0,0,0.0118162731094617,0,0.0107626234597331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623454289922041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126286394655934,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.28151086885739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204480776112948,0,0,0,0,0.162170920351167,-0.228930637959503,0,0,0,0,0,0,0,0,0,0,0,0.0595586589566141,0,0,0.124420852520363,0,0.108952501952064,0,0,0,0,-0.0400265173497068,0.0129508053869479,0,0,0,0,0,0
X000338.SZ,-0.0926189235128863,0,0,0.0393313551936646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777698873197331,0,0,0,0,0,0,0,0.382183096769779,0,0,0,0,0,0.173989775497261,0,0.0102666122067234,0.189840255924563,0,0,0,0,0,0.0914610665554937,0,0,0,0,0.143447141010658,0,0,0.0543983264073254,0,-0.008380238448724,-0.00407738803380091,0,0,0,0,0,0
X002241.SZ,0,-0.0282643255297765,0,0,0,0,0,0.0444144250722086,0,0,0,0,0,0,0,0,0.0597746587651072,0,0,0,0,0,0.13549738521211,0,0,0,0,0.061990609852607,0,0,0,0,0,0,0,0,0,0,0,0,0.0957284233681532,0,0,0,0,-0.112131263788167,0,0.235552640109464,0,0,0,0.000464360280863679,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.064488241692583,0,0,0,0,0,0,0,0,-0.0113994299873796,0,0,0,0,0,0,0,0,0,0,0,0.123305182568516,0,0,0,0,0,0,0,0,0,0.0222717513559333,0,0.0339658767619834,0.0239046642050229,0.029262577816969,0,0,0,0,0,0,0,0.0540034908022011,-0.011651732094284,0,0,0,0,0,0
X600066.SH,0,0.111587434667325,0,0,0,0.0842193715822574,0,0,0,0,0,0,0,0,0,0,0,-0.0705474530856002,0,0,0,0,0,0,0,0,0,0,0,0.174099906670839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169070930030051,0,0.166843155973442,0.00411358967250673,0,0,0.180222844193953,-0.046741544037903,0.0178328856847029,0,0,0,0,0,0
X002236.SZ,0.0748447762685083,0,0.275385314655111,0.00875071444490546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535503537904874,0.236272166113464,0,0,0.0488664296457707,0,0,0,0.0947204779409427,0,0,0,0,0,0.0259876537955812,0,0.110792158151879,0,0,0,0.0528392042399276,0.00164075518107235,0,0,0,0,0,0,0
X600118.SH,0,0,0.107977009643748,0,0,0,0,0,0.0316322028843546,0,0,0.0153930496346543,0.0349446319757199,0,0,0,0.00635873330015749,0,0,0,0,0,0,0,0,0,0,0,0.316202752159501,0,0,0,0,0,0,0,0,0,0,0.269551835051062,0,0.0677354546384383,0,0,0,0,0,0,0,0,-0.021629018752726,0.0115413925516952,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,-0.301442852338617,0,0,0,-0.0905806684394379,0,0,0,0.128515900304461,0.0899836920720694,0,0,0,0,0,0,0,0.16009684462823,0,0,0,0,0,0,0,0,0,0.0791094146485741,0,0,0,0,0.00357500615466033,0.256693360401683,0,0.171601697440954,0.0907877761679166,0,0,0,0.0993714764335903,0,0.171856937247449,-0.00311095947726482,0.0146030728294685,0,0,0,0,0,0
X600271.SH,0,0,0,0.0292927593548095,0,0,0,0,0,0,0,0.161802298357874,0,-0.125515395521093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132353363241671,0,0,-0.162065918788136,0.0284876611350137,-0.00595245647483284,0,0,0,0,0,0
