,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X000568.SZ,X600031.SH,X000725.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X000596.SZ,X002241.SZ,X002007.SZ,X002371.SZ,X300014.SZ,X300142.SZ,X000100.SZ,X300124.SZ,X300003.SZ,X002129.SZ,X002049.SZ,X600741.SH,X600584.SH,X600183.SH,X000157.SZ,X000800.SZ,X002236.SZ,X000977.SZ,X601877.SH,X000625.SZ,X002456.SZ,X002414.SZ,X300136.SZ,X002185.SZ,X000066.SZ,X002179.SZ,X002463.SZ,X002008.SZ,X600118.SH,X600779.SH,X600522.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0749353564749392,0.0722363747081405,0,0,0,0,0.0500329527822846,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00679680210293145,0,0.00251726311083624,0,0,0,0.0302661849383105,0,0,0.027650827904583,0,0.0540676803088758,0,0.00371147485459872,0,0,0,0.0299269694907555,0,0,0,0,0,0,0,0,0,0,0,0,0.132782800530931,0,0,0,-0.00148568275669455,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,-0.0660769316838207,0,0.0776204457889923,0,0,0.216524720727102,0,0,0,0.182499497796466,0,0,0.0190213647260587,0.0549053618315178,0.125253105193808,0,0,0,0.0703674437100974,0,0,0,0.0273415913042509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00623684231953619,0.00367917427145053,0,0,0,0,0,0
X600276.SH,0,0,0,0.143866888068933,0,0,0,0,0.118213838536068,0,0,0,0,0,0.0279487121612632,0,0,0,0,0,0,0.0866682986618821,0,0,0,0,0.12989907709243,0,0.0161320963530717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110822862058178,-0.0316832890991155,0,0,-0.0123963436382243,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402999566165787,0,0,0.0349110188134444,0.251693257858637,0,0,0,0,0,0,0,0,0.0438595175462714,0,0,0.141406259461963,0,0,0,0,0,-0.030478292006362,0.0331770889573655,0.044805515588548,0.0632152509546815,0.0831045513093695,0,0,0,0,0,0.0700041177237497,0,0,-0.0725287207754745,-0.000873652696570846,-0.028667817009025,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.109954391767517,0,0,0,0,0,0.286353634594747,0,0,0,0,0.384902346733327,0,0,0,0,-0.0303043011853255,0,0,0,0,0,0,0.0169343735379875,0,0,0,0,0,0,0,0,0,0,0,0,-0.00925234994036344,0,0,0,0.0150760564889459,0,0,0,0,0,0.00171170183992302,0.010737609599879,0,0,0,0,0,0
X002415.SZ,0,0,-0.0621131069350944,0,0.142940885996506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262585168703217,0,0,0,0,0,0,0,0,0,0.199708987129826,0.0432338276178787,0,0,0,0,0.247433978872447,0.130920621485332,0,0,0,0,0,0,0,0,0,0.0339047930479871,0,0,0.175225349547886,0,0,-0.00220832711511309,-0.0100317694972594,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.208896352941014,0,0,0.0318632578584082,0,0,0,0,0.0842337371867886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111484514238444,0.152154283379376,0,0,0.115321756807569,0,0,0,-1.73472347597681e-18,0.0707290981055754,0,0,0,0,0,0,0,0,-0.0333184662513679,0.0499341625759662,0,-0.0757331308636307,0,0,0,0
X002304.SZ,0,0.306696273189569,0,0,0,0,0,0,0,0,0.22069951079923,0,0,0,0,0,0,0,0.00781776748209507,0,0,0.00396083511664006,-0.0120588640551661,0,0,0,0,-0.0195585017933723,-0.0240249255651663,0,0,0,0,0,0,0,0,0,0.0554315198349557,0,0,0,0,0,0,-0.0407372666646337,0,0.166621588145161,0,0,0,-0.00223003078192682,0,0,0,0,0,0,0
X000661.SZ,0,0,0.0929198290135664,0.127972567736637,0,0,0,-0.130372198241411,0,0,0,0,-0.0959336666562141,0,0,-0.0140278572710483,0,0,0,0,0.17240681584183,0.0924135869712939,0,0.0372497737800438,0,-3.46944695195361e-18,0.0571568234725503,0,0,0,-0.111805773754511,0,0,0,0,0,0,0,-0.00390857786668892,0,0,0,0.109756189575962,0,0,0,0,0,0,-0.0939932523535085,0.0631808794613616,0,-0.00517025771148417,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566771865673673,0,0,0,0,0,0.0115020675968732,0.0907446720289205,0,0,0,0,0,0,0,0,0,0.143950015477543,0,0,0,0,0,0.00545574322106673,0,0,0,0,0,0,0.103894288927339,0,-0.179284345979376,0.11917992395862,0.295221981896708,0,0.012959680544377,-0.0111661003401661,0,0,0,0,0,0
