,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600690.SH,X002292.SZ,X600703.SH,X600741.SH,X000100.SZ,X600031.SH,X600066.SH,X002241.SZ,X002506.SZ,X600118.SH,X002236.SZ,X000559.SZ,X600177.SH,X000157.SZ,X002475.SZ,X600372.SH,X000338.SZ,X000568.SZ,X002074.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002426.SZ,X600867.SH,X002456.SZ,X002465.SZ,X601877.SH,X600498.SH,X002512.SZ,X002007.SZ,X000977.SZ,X000869.SZ,X600699.SH,X000050.SZ,X002180.SZ,X002049.SZ,X300001.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.202068588343997,0,0.183910351718403,0.327770761203831,0,0,0,0,0,0,-0.0282362354287857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120946603405961,0,0,-0.166061777244052,0,0,0,0,0,0,0,0,0,-0.0080982807728518,0,0,-0.00536595532606848,0.0173893622984471,0,0,0,0,0,0
X600104.SH,0.0478254774807172,0,0.132606961265723,0,0,0,0,0,0,0,0,0,0,0,0.328501432145596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905343638098857,0,0,0,-0.00514310756036865,0,0,0,0,0,0,0
X002415.SZ,0,0.0257500271949367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223400574546749,0,0,0,0,0,0,0.00279228891176625,0,0,0,0,0,0,0.177864729335161,0,0,0,0,0,0,0,0.0253363477489462,0,0,0,0,0,0.0579171923128282,0.10494905648207,0,0.0891893407511772,0,0,0,0,0.0495037896284797,0,0,0,0,0,0,0
X000651.SZ,0.00357576107678113,0,0,0,0,0,0,0,0.0277555208756037,0.0846221118221324,0,0,0,0,0,0.0487747820497893,0,0,0,0.0212919601913941,0,0.0336279190635881,0,0,0,0,0,0,0,0,0,-0.0309295723267106,0,0,0,0,0,0,-0.0535814896411974,0.0172058010439498,0,0,0,0,0,0,0,0,0,0,0,0.0534050315854943,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.155053003546691,0,0,0,0,0,0,0.109082900105016,0,0,0,0,0,0,0,0,0.0242490561292852,0,0,0,0,0,0.0312642402123229,0.145900262077431,0,0,0,0,0,0,0,0,0,0,0,0.0180741962810172,0,0,0,0.0390434851237442,0,0,0,0,0,0,0.00620631001718893,0,0,0,0,0,0,0
X002304.SZ,0.335141841035903,0,0.0465256724647907,0,0.404054352243954,0,0,0,0,0,0,0,0.0952684732669573,0.147865087954982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892761616072548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.123972202177904,-0.042531072349557,0,0,0.00331268453825749,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0267779884545131,0,0.415616812575207,0,0,0,0,-0.0853334846030267,0,0,0,0.192925726959504,0,0,0,0,0,0.0350272932168896,0,0,0,0,0,0,0,0,0,-0.0460605273250606,0.00166154580374643,0,0.0487472494842542,0,0,0.0102109643711108,0,0,0,0,0,0.00883074472201589,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0357658910146529,0,0,0,0.0454876481081021,0,0,0.108354516143274,0,0,0.220723365423683,0.0649116938495748,0,0,0,0,0,0,0,0,0,0,0.0625422760332143,0,0,0.0826355208990523,0,0,0,0,0,0,0,0,0.0657168100299637,0,0,0,0,0.0267432097302164,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.108995873560895,0,0,0,0,0.0739135189233177,0,0.0423014709340593,0,0,0.0324495455485182,0,0,0,0,0,0.043394849753938,0,0,0,0,0,0,0,0,0,0,0,0,0.0209404753350376,0,0,0,0.0523241779500456,0.00645923842221586,0,0,0.143666431642211,0,0,0.0399655057953378,0,0.00139463912705678,0,0,0,0,0,0,0
X000063.SZ,0.0533827907055333,0,0,0,0,0,0,0,0.0534228752023082,0,0,0,0,0,0,0,0.0120019581746493,0,0,0,0,0,0.207948388715923,0.261302576704938,0,0,0,0,0,0,0,0,0,0,0.191812255447373,0,0,0,0,0,0,0,0,0.0224878708260667,0,0,1.38777878078145e-17,0,0,0.0215615825477043,0,-0.0393873031303651,0,0,0,0,0,0,0
