,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002292.SZ,X600741.SH,X000100.SZ,X600066.SH,X600031.SH,X002236.SZ,X002506.SZ,X600118.SH,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X600372.SH,X002074.SZ,X000568.SZ,X600177.SH,X300003.SZ,X000338.SZ,X002085.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002426.SZ,X002456.SZ,X600867.SH,X002465.SZ,X600498.SH,X601877.SH,X600699.SH,X000050.SZ,X000869.SZ,X300001.SZ,X002049.SZ,X002180.SZ,X002007.SZ,X000981.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.228803909146943,0,0.124602693114008,0.299508124022804,0,0,0,0,0,0,-0.0335396616464669,0,0.0398340235223686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117904811440735,0,0,-0.105358562225668,0,0,0,0,0,0,-0.04941109102932,0,0,0,0,0,-0.00982196635741019,0.0179760563129593,0,0,0,0,0,0
X600104.SH,0.0106924866624895,0,0.133281785538577,0,0,0,0,0,0,0,0,0,0,0.295250892541478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218458500600847,0,0.103417031945702,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774184671800193,0,0,0,0.0589146196079826,0,0,0,0,0,0,0.213753668733853,0,0,0,0,0,0,0,0,0,0.0477750690002583,0,0,0,0,0,0.0804572020883856,0.143481214560146,0,0,0,0,0,0,0,0.0543351454240405,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0386027524282875,0.128292721537246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581572661606432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407272775400283,0,0.258114498994705,0,0,0.00353654726994572,0,0.0713744448028878,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0791741369541811,0,0,0,0.000551774572232888,0,0,0,0,0,0.203809230942335,0,0,0.0145856240713564,0,0,0,0,0.316618976665547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199504486005185,0.0346925354364367,0,0,0.0216747862709996,0,0.036180277570553,0,0,0,0,0,0,0
X002304.SZ,0.265395729658827,0,0,0,0.230453569523627,0,0,0,0,0,0,0.193142637256117,0,0,0,0,0,0.0299659663942118,0,0,0,0,0,0,0,0,0.0814011834463455,0,0,0,0,0,0,0,0.0462610313662264,0.0592107412582997,0,0,0,0,0,0,0.0460775280899528,0,0.08170918276556,0,0,0,0.0104931545504359,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498684135373076,0,0.328020974173197,0,0,0,0,0,0,0,0.0118259189366973,0,0,0.0377166628048263,0,0,0,0,0,0,0,0,0,-0.0207241170400705,0,-0.00695613507234585,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313760921227086,0.0575978941629866,0,0,0.229100729742608,0,0,0,0.0691806995039083,0,0,0,0,0,0,0,0.0615043014261686,0,0.00909722184992139,0,0,0,0,0,0.0734868594183522,0,0,0,0,0,0,0.18005758794636,0,0.021803688421257,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0719494286078055,0,0,0,0,0.0712169380535749,0,0.0640751558873356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482677473644087,0,0,0,0,0,0,0,0,0.00391464247603518,0,0.155921345992379,0,0.0301416720949932,0,0.0315233087779802,0.1965174770115,0,0,0,0.00964277637064971,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.176689083746783,0,0,0,0,0,0,0,0,0,0,0.150832365305695,0,0,0,0,0,0,0,0.407009262527376,0,0,0.0244378695163035,0,0,0,0.0253897023762286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615915164244529,0,-0.0136980151972115,0,0,0,0,0,0,0
