,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X000725.SZ,X300014.SZ,X300124.SZ,X600031.SH,X002371.SZ,X002129.SZ,X003816.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X000063.SZ,X600703.SH,X000596.SZ,X002179.SZ,X300142.SZ,X000625.SZ,X601877.SH,X600089.SH,X000100.SZ,X600460.SH,X000661.SZ,X600741.SH,X002180.SZ,X600884.SH,X000733.SZ,X600522.SH,X000157.SZ,X002074.SZ,X600702.SH,X002236.SZ,X000799.SZ,X600563.SH,X600584.SH,X002008.SZ,X600779.SH,X000800.SZ,X002414.SZ,X000977.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.321668592350482,0,0,0.0231821430246085,0,0,0.169740219149231,0.168306782006149,0,0,0,-0.0575344407689569,0,0,0,0,0,0,0,0,0,0,0.0660647668017988,0,0,0,0,0,0,0,-0.0465802659569919,0,0,0,0,0,0,0,0.0286792253716871,0,0,0,0,0,0,0,0,0.0284522189285385,0,-0.0289693468658853,-0.0238655213756819,-0.0162445986298888,0,0,0,-0.0587243224706657,0,0
X000858.SZ,0,0,0,0,0.214163450669814,0,0,0.176157578731892,0.0986025280748335,0,0,0,0,0,0,0,0,0,0,0,0,0.0692504645424792,0,0.0298857551881709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487163446285463,0.0255503500498134,0.016923935829574,0,0,0,0.0088292018163512,0,0,0,0.0180788084268947,0,0,-0.011065972276528,0.0172483726616346,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0845046263575176,0,0,0.0798916838810041,0,0.0310965225138589,0,0,0,0.0607240659210832,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468527379825111,0,0,0,0,0,0.0238613400387529,0.0864156957593936,0.0578656173124444,0,0,0,0,0,-3.46944695195361e-18,0,0.0242631740222588,0,0,0,0,0,0,0.205300090639775,0,0,0,0.00353562862352567,0,0,0,0.0201702409490532,0,0
X600809.SH,0,0.144439919008305,0,0,0.171642111752421,0,0,0,0,0,0,0,0,0,0,0.0461462021781322,0,0,0,0,0,0,0,0.128386847110103,0,0,0,0.0987854108278917,-0.266668330156068,0,0,0,0,0,0,0,0,0,0,0.305189404355208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307805883502094,0,0
X000568.SZ,0.197348464156731,0.228583853620976,0,0.0590457592627141,0,0,0,0,0,0,0,0,0,0,0,0.0330951730181031,0,0,0,0,0,0.0450628427412895,0,0.181766572834291,0,0,0,0,0,0,0,0,0,0.0407179851050411,0,0,0,0,0,0.00911929073610995,0,0,0,0,0,0,0,0,0,0,0,0,0.0482516210582428,0,0,0,0.00851618414459476,0,0
X600276.SH,1.73472347597681e-18,0,0,-0.0566199313583826,0.0738783380006312,0,0,0.208042381902163,0,0,0,0,0,0,0,0,0,0,0,0.102444451444751,0.116654686649103,0.168143768878866,0,0,-0.0358301912815437,0.0392348379979349,0,0,0,0,0,0.133331235288392,0,0.0377406311023243,0,0,0.00943318938615135,0,-0.0942004255603516,0,0,1.38777878078145e-17,0,0,0,0,-0.0340869669743026,0,0,0,0,0.0223228711308067,-0.0404726922314523,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.0205476645393961,0.124932237940319,0,0,0,0,0,0,0,0.0528259157412053,0,0,0.223523052342358,0,-0.104367598335613,0,0.402626964751051,0,0,0,0,0,0,0,0,0,0,0,-0.0280917608248291,0,0,0,0,0,-0.0674920086414353,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351143860111878,0,0,0,0,0,0,0
X600690.SH,0,0.187209387914739,0,0,0,0.141263353010757,0,0,0,0,0,0,0,0,0.126340257422864,0,0,0,0,0.0231688339884039,0,-0.0389171047290146,0,0.176864486051291,0,0,0,0,0,0,0.00793919597699085,0,0,0,0,0,0.0841212800175504,0,0.037357055571301,0.0303698183964814,0,0,0,0,0.130473153259498,0,0,0,0,0,0,0,-0.0166480318968626,0,0,0,0,0,0
X002304.SZ,0.0593044556525903,0,0,0,0,0,0,0,0,0,0,0,0,0.30014140132697,0,0,0,0,0,0,0,0,0,0.301414457406092,0,0,0,0,0,0,0,0,0.213157510187289,0,0,0,0,0,0,0.0875635488271375,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.0327568156195432,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.100253861389007,0,0,0.0899196445738575,0,0,0,0,0,0.14870196365697,0,0,0.0864350638909074,0.00827249371067953,0,0,0,0,0.0711729622811972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022172055352117,0,0,0,0,0,0.0301221693280845,0,0,0,5.42101086242752e-20,0,0,0,0,0,0
