,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600690.SH,X000338.SZ,X000661.SZ,X600809.SH,X600741.SH,X002241.SZ,X600703.SH,X000596.SZ,X300003.SZ,X600183.SH,X002007.SZ,X601877.SH,X002236.SZ,X000100.SZ,X000157.SZ,X300142.SZ,X000066.SZ,X300124.SZ,X002179.SZ,X002008.SZ,X300136.SZ,X600271.SH,X002463.SZ,X000625.SZ,X000977.SZ,X300014.SZ,X002506.SZ,X600066.SH,X600177.SH,X002129.SZ,X002371.SZ,X002456.SZ,X600867.SH,X002049.SZ,X600498.SH,X002508.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0325514260744327,0,0,0,0,0,0.0576958885485761,0,0,0.578734480724948,0,0,0,0,0,0,0,0.0195183571380845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00857837220684823,0,0,-0.0318149150235364,0,0,0,0.0445017408228555,0,0,0,0,0,-0.0279534170289545,0,0,0,0,0,0,0,0.000188668189428122,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0646636722342355,0,0.0551108263301867,0.610901144917721,0,0,0,0,0,0.1159728245791,0,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,-0.00837928574825157,0,0,0,0,0.0125550748878478,0.0416497799095061,0,0,0,0,0,0,0.0161748916379036,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0609797278125491,0,0,0.228759535666347,0,0,0,0.0534542693085061,0.193013554591106,0,0.0785773628703253,0,0,0,0.0100879647808456,0,0,0,0,0,0,0.023237215539214,0.00874378991766936,0,0,0.053569882890674,0,0,0,0.051391510009673,0,-0.0667848047188857,0.0366227400871471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165430710996623,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.101080182752848,0,0,0,0.310465495683204,0,0,-0.0248223335843258,0,0,0,0.049974058007628,0,0,0,0,0,0,0.123687910797916,0,0,0,0,0,0,0,-0.0236543690988899,0.130425285262395,0,0,0.0260911655389049,1.73472347597681e-18,0,0,0,0,0.146539056915828,0,0,-0.0129533092435127,0,0,0,0,0.0217939138240835,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.100700713563678,0,0,0,0,0,0,0.0607670986618363,-0.0350455777666339,0,0,0,0,0,0.0340184807169513,0.523367710835467,0,0,0,0,0,0,0,-0.00421823816459666,0,-0.0285634848294794,0,0,0,0,0,0,0,0,-0.0270985795698192,0,0.0170301925835643,0.110878166871221,0.0326715992920111,0.0249508693865395,0,0,0,0,0,0,-0.0435594647200177,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19071082786054,0,0,0,0,0,0,0.110222248465348,0,0,0,0,0,0,0,0,0.00447004475275463,0,0,0,0,0,0,0,0,0,0,0,0,0.0545608238102154,0,0.0493002208628291,0.00577893532455642,0,0,0,0,0,0,0.00284012756623379,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.00575156128947341,0,0,0,0,0,0.280706090154169,0,0,0,0,0.119182218339293,0,0.014792762619236,0,0,0,0,0,-0.441440175123769,0,-0.142202622851912,0,0,0,0,0,-0.0562584731927376,0,0.0783189146747952,0,0,0,0,0,0,0,0,0,0,0,0.0701067200153109,0,0.00639740619073936,0.0416465976570218,0,0,0,0.123659644099333,0,0
X002475.SZ,0.013672199341569,0.128864068295658,0,0,0,0,0,0,0.0602817735721827,0,0,0,0.135295377779466,0,0.338682376756436,0,-2.16840434497101e-19,0.02003897452254,0,0,0,0,0.0357054484331533,0,0,0,0,0,0,0.193629386695612,0,0,0.142056606425674,0.190810273363458,0,0,0,-0.041920562888669,-0.0453523283786377,0,0,0,0,0,0.0490371914495384,0,0,0,0,0,0,0.0164714873151446,0,0,0,0,0,0,0
X002304.SZ,0.0122769037446263,0,0.105508572753952,0,0.132909330251598,0,0.18183687204887,0.0611065556739322,0,0,0.0685482962982267,0,0,0,0,0,0,0,0,0,0.145449866741488,0,0.0327119032876199,0,0,0,0,0,0,-0.0487945765815979,0,0,0.0112352883420586,0,0,0,0,0,-0.00859797034762658,0,0,0,0,0,0,0.127462790366161,0,0,0,0,0,-0.0533064716421418,0.0707214747012257,0,0,0,-0.0229673578185399,0,0
X000063.SZ,0,0,0,0,0,0,0,0.149704191078506,0,0,0.0255393926431437,0,0,0,0,0,0.102379098470027,0,0,0.156367184041202,0,0,0,0,0,0.0999669902425243,0,0,0,0,0,0,0,0,0.0523081662301065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088975612554392,0,0,0,-0.00966214306415437,0,0
X000568.SZ,0.284705091453448,0.403002319820637,0,0,0,0,0,0,0.15731609168852,0,0,0,0,0,0,0,0,0,-0.0172943495513396,0,0.0706324419890324,0,-0.0668068667459193,0,0,0,0,0.0746519517122825,0.0735839356042797,-0.0166306435691717,0,0,-0.0209167802224551,0,0,0,0,0,0.0608027099750331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184077342987093,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0693216995306055,0,0,0,0,0,0,0,0,0.101098222598318,0,0,0,0,0,0,0,0,0,0,0.0294212355331301,0,0,0.0554831867378073,0.00249402468521768,0,0,0.0441895468331564,0,0,0,0,0,0.0402460697905904,0,0.0346834667763942,0,0.0307539971514206,0,0,0.0582393842127558,0,0,0,0,0,0,-0.0292996342032133,0,0
X600031.SH,0,0,0,0,0,0,0,0.110788251532659,0,0,0,0,0,0,0.299499886535531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685495369205681,0,0,0,0.0294889364694809,0,0.0892391595023558,0,0,0,0,0,0,0,-0.0123771900665552,0,0,0,0,0,0,0.00564735961311103,0,0,0,-0.00352917965955078,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.112056970184598,0.0251470941937592,0,0,0,0,0,0,0,0,-0.0585143773169733,0,0,0,0.075667822326312,0,0,0,0,0,0,0,0,0,0,0,0.126634373106513,0,0,0.0295998372519335,0,0,0,0,-0.166106715803027,0,0,0,0,0,0.0913546175958572,0.115849356557936,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.301456331463615,0,0,0,0,0.0378649201721703,-0.0254505106269118,0,0.0933142174577828,0,-0.0476190193529715,0,0,0,0.0612499218428232,0,0,0.15064172961798,0,0,0,0,0,0,0,0,-0.0334724728826481,0,0,0,-0.0525425672253581,0,0,0,0,0,0,0,0,-0.0193248254577403,0,0,0,0,0,0,0
X000661.SZ,0,0,0.256935699194775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722759484640371,0,0,0,0,0,0,0,0,0,0.0219425150844195,0,0,0.266516636488525,0,0,0,0,0,0,0.0227721754662614,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217844408056577,0,0,0,0,-0.0602557296540354,0,0
X600809.SH,0,0.525778068703917,0,0,0,0,0,0.00717510792279329,0,0.0260388019279116,0,0,0,0,0,0,0,0,0,0.0152193380639955,0,0,0,0,0,0,0,0,0,0.0257628953515239,0,0.0257280355897316,0.0297107610828173,0,0,0,0,0,0,0,0,0,0,0,0.0441585549409217,0,0,0,0,-0.129739734799196,0,0.0204057988848382,0,0,0,0,0,0,0
