,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X002129.SZ,X003816.SZ,X000725.SZ,X002049.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X600703.SH,X000338.SZ,X600089.SH,X002180.SZ,X600522.SH,X000661.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X601877.SH,X002074.SZ,X000100.SZ,X600741.SH,X000157.SZ,X600460.SH,X600702.SH,X300003.SZ,X600884.SH,X600584.SH,X000980.SZ,X600487.SH,X000799.SZ,X002414.SZ,X601799.SH,X002176.SZ,X002223.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0909577364490523,0.33427961435301,0,0.00367444894415975,0,0,0.124921234900157,0,0,0.0857494193132549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407961062292529,0,0,0,0,-0.104919877278594,0,0,0,0,0,0,0,0,0,0,0,0,0.122881445410589,0,0,0,0,0,0,0.0325911133862754,0,0,0,0,0,0,0
X000858.SZ,0.28176356277095,0,0,0,0.252290828479726,0.100497676068512,0,0,0.0286652282420682,0,0,0.10195820094534,0,0,0,0,0,0,0.025447581155936,0,0,0,0,0,0,0,0.0521612496679367,0,0,0,0,0,0,0,0,0,0,0,0.127286626638408,0,0,0,0,0,0,-0.0674498875324652,0,0,0,0,0,-0.00245931941797356,0,0,0,0,0,0,0
X600809.SH,0.452509205510214,0,0,0,0.460086644728153,0,0.0176072642652968,0,0,0,0,0,0,0.0198584447328966,0,0,-0.000564996805144253,0,0,0,0.0046262442507657,0,0,0,0,-0.0238142247857871,0,0,0.0771531666729524,0,0,-0.157815844776406,0,0,0,0,0,0,0,0.00885502723949774,-0.0618827909100235,0,0,0,0,0,-0.00597862625204854,0,0,0,0,-0.00723043005232599,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0966969110659437,0,0,-0.0981697575210588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000782396291824159,0,0,0.0820786418171973,0.230983053449577,0,0,0,0,0,0,0,0,0,0,0,0.217078201758378,0,0,0,0.151199407982292,0,0.0711289253459257,0,0.188401016481486,0,-0.021524889524419,0,0,0,0,0,0
X000568.SZ,0.463342704303736,0.0579524589289651,0.668861626157544,0,0,-0.0755029244337414,0.0210548054035214,0,0,0,0.000134906175667114,0,0,0,0,0,0,0,0,-0.0358684596456234,0,0,0,0,0,0,0,0.101533931846885,0.0823398309058189,0,0,0,0,0,0,0,0,0,0.0380331130199295,0,0,-0.0245909975465753,0.0409159006990923,0,0,0,0,0,0,0,0,0.00210046413298419,0,0,0,0,0,0,0
X600276.SH,0,0.0216347320386718,0,0,0,0,0,0,0,0,-0.0258014337171159,0,0,0,0,0,0.0694211107421501,0.0123351438992799,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.223593559574504,0.0480639742587544,0.0223138014233087,0,0.0953361112437319,0,0,0,0,0,0,0,0.0627802445499344,0,0,3.46944695195361e-18,0,0.177629235052818,0,0,0,0.187386787266272,-0.063676535668117,0,0.00977736851080718,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.218288825237215,0.207546281453401,0,0,0,0,0,0,0,0.0932671053004781,0,0,0,0,0,0,0,0,0,0,0,0.10495209496167,0,0,0,0,0,0,0,0,0.0355689858389196,0,0,-0.0427201120792514,-0.0666939648251062,0,0.173908121543999,-0.0535477398075694,-3.46944695195361e-18,0.111051533520518,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.265141492117157,0,0,0,0.0781723995627443,0,0,0.145482442560837,0,0.0792424028093932,0,0,0,0,0,0,0,0,0,0.146649467648457,0,0.0660035090885391,-0.117356334639208,0.0336113266841806,0,0,0.00169589784879929,0,0,0,0,0,0,0,0,0,0,0,-0.0847178741937783,0,0,0,0,0,0,0,0,-0.0225537760906261,0,0,0,0,0,0,0
X002304.SZ,0,0.302013275446392,-4.33680868994202e-19,0,0,0,0.0200258003980461,0,0,0.0206755031091271,-0.10198090685955,0,0,0,0,0,0,0,0,0,0.0460905470350675,0,0,0,0,0,0.0299999502583655,0,0,0,0,0,0,0.059446204148251,0,0,0,0,0.256909411152201,0,0,0,0,0,0,-0.136734571698699,0.0997123817134628,0,0.0610284706388193,0,0,0,-0.0575005749325122,0,0,0,0,0,0
X300124.SZ,0,0,-0.0321262727812605,0,0,0,0.127996487033599,0,0,0,0.0571516441838206,0,0,0,0,0,0.0147936053258323,0,0,0.125247844168814,-0.209082461175066,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0423177661850255,0.220141238038402,0,0,0,0,0,0,0,0,-0.157532073238411,-0.15058488576441,0,-8.67361737988404e-19,0,0.165139845487625,0,0,0,0,-0.0343214788860591,0,0,0,0,0,0
X300014.SZ,0,0,-0.0587212362034653,0,0,0,0,0,0,0.0542068204428248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102975926539812,0,0,0,0.100697198339146,0,0,0,-0.0938953493236028,0,0.497214620514379,0,0,0,0,0.0350609655657743,0,0,0,0,0.0564162343112008,0,0.264470444973682,0,0,0,0,0,-6.7762635780344e-21,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.375581266136303,0,0,-0.0221292395424115,0,0,0,0,0,0,0.276230660485989,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108232148219647,-0.0396013027454139,0,0,0,0,0,0,0,0,0,0,-0.00718388552969281,0,0,0,0.0285538859925713,0,-0.0388963271828329,-0.119898441167163,0,0.0274838771565964,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0694857800307451,0,0,0.0724353523936996,0,0,0,0,0.0115419714313655,0,0,0,0,0,0,0,0,-0.00934638593749771,0,0,0.148344413859485,0,0,0,0,0.0545770788112702,0.179850250359525,0,0,0,0,-0.0598057580944437,0,0,0,0,0,0,0,0,-0.0161243500555019,0,0,-0.0135899929825959,0.0302277024698805,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0.216694080191986,0,0,0,0,0,0,0,0,0.0403390375028064,0.022648966447739,0,0,0,0,0,0,0,0.140118414496774,0,0,0,0,0.0355765798941345,0,0,0,0,-3.46944695195361e-18,0.0809862105215254,0,0,0,0.216389820913945,0,0.0872151585317423,0.129242996348267,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0636911766357892,0,0,0,0.0671816381240484,0,-0.0108673845296247,0,0.0359410039789783,0.0774050399524839,0,0,0,0,0,0,0,0,0.0693283747820388,0,0,0,0,0,0,0.0182118379248269,-0.0871911764133053,0.11691444628912,0.0305813454006048,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166495270415499,0,0,0,0,0,0,0,0,-0.110160971971275,0,0.00672405597306217,0,0,0,0.0420310249797372,0,0.356888778653839,0,0,0,0.0637986981660717,0,0,0,0.0276843246623789,-0.0408879207732691,0,0.00299734815973237,0,0.0197568660151452,0,-0.0172214637825778,0,0.0238781174542569,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0.0507243322127593,0,0,0,0,0,0,0,0.0849598482655781,0,0,0,0,0,0,0,0,0,0,0,0,0.0479435625396042,0,0,0.182303577653972,0,0,0,0,0,0,0.15213513638661,0,0.0100763158285745,0,0.136673510261008,0,0,-0.0880162159506189,0.259836768015246,0,0.0391615686094992,0.0843631155079079,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,-0.0674982288427478,0,0,-0.062367228005141,0,0.0177047883365084,0,0,0,0,0,0,0,0,0,0,0,0.0356492330212833,0,0,0,0,0,0,0,0,0,0,0.702020355323725,0,0,0,0.0193594797659385,0,0,0,0.0586164111867527,0,0,0,0,0,-0.0490739227931623,0,0,-0.00552496849039445,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0721885122995032,0,0,0,0,0,0,0,0,-0.066570497095671,0,0,0,0,0,0,0,0.238904984670181,0.573037767857056,-0.137734410773798,0,-0.0571465071721826,0,0,0,0,0,0,0,0.291588773332753,0,0,0,0,0,0.0860265869026789,0,0,-0.0733541757588853,0,-1.13507054351478,0,0,0.329860908913312,0,0
X000625.SZ,0,0,0,0,0,0,0.086157901602988,0,0,0,0.216319314385935,0,0,0,0,0,0,0.0834878229764977,0,0,0,0,0,0,0,0,0,0,0.0223810588593668,0,0.0100608494440634,0,0.0322480495216821,0.0722386585444753,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.161621315346918,0.00273673591066179,0.0751332468585331,0,0,-0.0973770861400148,0,0,0,0,0,0
X000596.SZ,0,0,0.354647592052135,-0.0255922209239582,0.129438148557809,0,0,0,0.089329260722264,-0.384847971013782,0,0,0,0.213658924380253,0,0,0,0,-0.189892982116928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178261867748442,0,0,0,0,0,0,0,0,-0.0619632275139717,0,0,0,0,0,0.233511130391766,0,-0.00741849479997929,-0.0844852532801679,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0705861308974071,0,0,0,0,0,0,0,0,0,0,0.290447415786563,0,0,0.0608091325170081,0,0,0,0,0,0.192472757967367,0,0,0,0.0816679448372341,0,0,-0.156906528828303,0.250068326788068,0,0,0,0,0,0,0,0,-0.031822229574017,0,0.0906051516324016,-0.0680004646369961,0,0,0,0,0,0.0126406708756952,0,0,0,0,0,0
