,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X000625.SZ,X300124.SZ,X000338.SZ,X000725.SZ,X002371.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X000157.SZ,X600089.SH,X300014.SZ,X002179.SZ,X600372.SH,X002463.SZ,X002236.SZ,X600741.SH,X600703.SH,X600066.SH,X000977.SZ,X002028.SZ,X002049.SZ,X002241.SZ,X000921.SZ,X000661.SZ,X600584.SH,X600522.SH,X000800.SZ,X002129.SZ,X601877.SH,X600566.SH,X600183.SH,X601799.SH,X002223.SZ,X600060.SH,X600177.SH,X600418.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.265549464388396,0,0.142390039880049,0.139061430437926,0,0,0.134724590946249,0,0.0104162342183488,0,0,0,0.0127449265124971,0,0,0,0.012346055985561,0,0,0,0,0,0,0,0,0,0,0,-0.074933856133473,0,0,0,0,0,0.0556672632711753,-0.0294381676788092,0,0,0,0,0,0,0,0,0,0,0,0,-0.00651513513319055,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.510070863876766,0,0,0,0,0,0,0,0,0,0,0,0,0.0523835782364005,0,0,0,0.0524352204578915,0,0,0,0,0,0,0,0.00744460573260651,-0.00883381261822639,0,0,0,0,0.00615991231365262,0,0,0.00411147522113502,0,-0.0264900550754436,0.0885891775070968,0,0,0,0,0,0,0,-0.0463788761612685,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.140914443874196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200013331644694,0,-0.0787283392938662,0,0.077824131838061,0,0,0.081602085252093,0,0,0,0,0,0.0125796387856676,0,0,0,0.0567179922519043,0,0.08800242349275,0,0,0,0.071145777773046,0,0,0.0151882716957142,0,0.0234019489422657,0,0,-0.0181280031486821,0,0,0,0,0,0,0
X600809.SH,0.475595779086649,0,0,0,0,0,0.0617801800117656,0,0,0,0,0,0.210106785184777,0,0,0.0687578701749901,0.0441268636765393,0,0,0.240725997207387,0,-0.0967276287256463,0,0.0776285160854914,0,0.0891973575630233,0,0,0,0,0.0537785494192658,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0596196156957487,-0.276279642282194,0,0,0,0,0,0,0,-0.0285871485938865,0.0296270568848767,0.0814003959870534,0,0,0,0,0
X600690.SH,0,0,0.110346042446359,0,0,0,0,0.205723537635478,0,0,0,0,0,0,0,0,0.0692537499054607,0,0,0,0,0,0,0,0.129940430927173,0,-0.12778122613487,0,0,0,0,-0.0109722403433799,0,0,-0.073319596409326,0.219168503468549,0,0.0425542675811685,0,-0.0311209095127278,0,0,0,0.0700494203981335,0,0,0,0,0,0,0,-0.0147778259385754,0,-0.058697940117753,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.157540727413,0,0,0,0,0,0,0.00777143676066958,0,0,0,0,0,0.141270538984191,0.210299126601499,0,0,0,0.0647885006577059,0,0.226917861531578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.807522498569237,0,0.127449462956752,0,0,0,0,0,-0.0130714321295472,0,0,0,0,0,0,0,0,0,0,0,0,0.0711828931608464,0.162895739392019,0,0.0458085958259068,-0.146003409958678,0,0,0,0,0,0,0,0,-0.0484680125948895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245032585407671,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.314148756038477,-0.11156890320962,0,0,0,0,0,-0.0700238908365334,0.132297699360306,0,0,0,0,0,0,0.102667613668299,0.126421832091593,0,0.243315537762166,0,0,0,0,0,0,0,0,0,0,0,0,0.0549054621652773,-0.0340186562832956,0,0,0,0,-0.248449049446966,0,0.0429041661651853,0,0,0,0,-0.0330808211046935,0,0,-2.16840434497101e-19,0.0393926762062717,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0331501028274998,0,0,-0.18368769652609,0,0,0,0,0,0,0,0,0,0,0.14601969545084,0,0,-0.0459027317566709,0.131775261922763,0,0.00868093943619353,0,0,0,-0.0899338706119322,0,0,0,0,0,0,0,0.128418893762337,0,0,0,0,0,0,0.377642294079025,0,0,0,0.0615865321249998,0,0,0,0,-0.0093941207431614,-0.11140833583463,0,0,0,0,0,0
X002475.SZ,0.355808404434748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122738092594626,0,0,0,0,0,-0.0624626302502998,-0.0646296461027218,0,0,0.383229627378137,0,0,0,0,0,0,0,0,0.0658772580189288,0.0538808079776987,0,0,0,0.149166357516334,0,0,0,-0.0415964073951492,-0.243604748460119,0,0,0,0,0
X600104.SH,0,0,0,0.0661319332526357,0,-0.00316276137620049,0,0,0.0694981399921654,0,0,0.0754239661435439,0,0,0,0.00811270279275058,0,0,0,0,0.0298797140693913,0,0,0,0.0270336193165701,0,0,0,0,0,0.0464264463393638,0,0,0,0,0,0,0,-0.0695043142391194,0,0.0747638148046869,0,0,0,0,0,0,0,0.014363511486362,0,0,-0.0517251828610351,0.0491301805246788,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0391609294297475,0,0.14954636826561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438574072993009,0,0,0.14289504409312,0,0,0,0,0,0,0,0,0,0,0,0.133561321446683,0,0,0,0,0,0,0,0.155852629814531,0.00505623405132216,0,0,0,0.542690890144852,0,0,-0.0848189190053877,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.0224663399060086,0,0.313453000556502,0,0,0,-0.0345812948613316,0,0,0,0,0,0,0,0,0,0,0.00696318089239314,0.000221385279453108,0,0,0.066787576824354,0,0,0,0.0988227684198581,0,0,0.0727657599107165,0,0,0,0,0,0,0.0855748506271863,0,0,0,0,0.039707576969535,0,0,0,0.142980521408889,0,-0.00950203251473265,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0884659832390445,0,0,0.131252802845473,0,0,0,0,0,0,0,0,0,0.312549962373347,0,-0.0105956067849575,0,0,0,0,0,0,0.263501836081341,-0.0822409535607711,0,-0.0199977739795582,0,0,0,0,0,0,0,0,0,0.0143582164211952,-0.0331144848786161,0,0,0,0,0,0,-0.0147699276586911,0,-0.00275987738230071,-0.0591640686577753,0,0,0,0
