,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X000625.SZ,X300124.SZ,X601877.SH,X600487.SH,X300003.SZ,X600066.SH,X000100.SZ,X600809.SH,X002241.SZ,X002294.SZ,X600867.SH,X300136.SZ,X600271.SH,X600522.SH,X002508.SZ,X600566.SH,X000050.SZ,X600089.SH,X000157.SZ,X000981.SZ,X000596.SZ,X600498.SH,X600177.SH,X600707.SH,X000661.SZ,X002179.SZ,X002049.SZ,X600699.SH,X300142.SZ,X002180.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.402593247819342,0.000945638443390878,0.0390178236115058,0.0400035462506575,0,0,0,0.080897587486328,0,-0.126303471836019,0,0,0,0,0,0,0,0.0628280163597476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181827377330559,0.055290220668464,0,0,0,0,0,0,0.127974160268529,0,0,0,0.00582106974844251,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.16357366885024,0,0,0,0.26283156847048,0,0.319044227043873,0,0,0,-0.181533969966299,0,0,0.137725709773877,0,0,0,0,0,0,-0.0674137595283304,0,-0.0064303442292219,0,-0.0363022397525513,0,0,0,0,0,0,-0.00996451903043208,0,0,0,0,0,0,0.059071810792676,0,0,0.0592750858048809,0,0,-0.00389833719745211,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,6.93889390390723e-18,0,0.0435464820211994,0.0851802855909844,0.258285694414822,0,0,0,0.180412001620287,0,0.11924680848662,0,0.000285976504872033,0,0,0,0,0.27023498130607,0,0,0,-0.00106292107541802,0,0,0,0.110771831168959,0,0,0,0,0,0,0,0.094780152194696,0,0,0,0,0,0,0,0,0,0,0,0,-0.00807258858479671,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.322952335227136,0,0,0,0,0.163315041909548,0,0,0,0.0352291872728761,0,0,0.0541721385029944,1.38777878078145e-17,0.0253568278619908,0,0.0904586969793527,-0.0108583866885913,0,0,0,0,0,0,0,0.124086214991325,0,0,0,0.197334436889892,0,0,0,0,0,0,0,0,0,0,0,-0.0605022807708021,0,0.131244289373615,0,0,0,0,-0.00739655137170227,0,0,0,0,0,0
X000858.SZ,0.107124497038719,0,0,0.329746317483005,0,0,0,0.142839665244708,0,0,0,0.446787872655121,0,0.0663402099427896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019866458246245,0,0,0,0,0,0,0,0,0,0,-0.0212203963501482,0,0,0,0,-0.0678774327796939,0,0,0,0,0,-0.0140287690514394,0,0,0,0,0,0
X600276.SH,0,0,0.0778250327336125,0,0.0716197902474506,0,0,0,0,0.103109232861583,0,0,0,0,0,0,0,0,0,0,0,0,0.28701255010143,0,0,0,0.0404722262345046,0,0,0.069447280202325,0,0,0,0.119170345323718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390403716365765,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0977814714930793,0,0,0.22444015048733,0,0,0,0,0,0,0.0972306288769638,0,0,0,0,0,0,0,0.117916971077035,0,0.175158291024922,0,0,0,0.105339515750093,0.0165008024922477,0.110230956399996,0,0,0,0,0.0378261509499608,0,0,0.0369019777236663,0,0,0,0.12945068179209,0,0,0,0,0,0.112023175461354,0,-0.0342517176763605,0.047391534639395,0,0,0,0,0,0
X002304.SZ,0.237643184203079,0,0,0,0,0.0997764369020258,0,0,0,0,0,0.0528289360849606,0,0,0,0,0,0,0,0,0,-0.0700738214781092,-0.0723331870126355,0,0,0,0,0,-0.00298068069338161,0,0.0100244469225637,0,0,0.374880505591415,0,0,0,0,0,0.216010829112485,0,0,0,0,0,0.0657791356537552,0,0,0,0,0,0,-0.0128471965338316,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.386300456498244,0,0,0,0,0,0,-0.0260201567150431,0,0,0,0,-0.0913980302191398,0,0,0,0.326360087789833,0,0,0.198430613607226,-0.225575950569411,0,0,0,-0.0249183077980324,0.322588892295489,0,0,0.257523029663735,0,0,0,0,0.121505796339745,0.0663666483934699,0,0,0,0,0,0,0,0,0,0,0.0104885791258166,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.313449019807076,0.153507111138359,0.0243993448434211,0,0,0,0,0,0,0.242908473244839,0,0,0,-0.0196971776888142,0,0,0,0,0,0,0,0,0,0,0,0,0.0279212945847607,0,0,0,0.0494718042112208,0,0,0,0,0,0.0262961019123369,0,0,0,0.00486604093901521,0,0,0,0,0,0,0,-0.00573492171491187,0,0,0,0,0,0,0
