,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X002241.SZ,X600741.SH,X000625.SZ,X600031.SH,X002475.SZ,X002456.SZ,X000338.SZ,X600066.SH,X300124.SZ,X000100.SZ,X002008.SZ,X601877.SH,X002085.SZ,X600809.SH,X600487.SH,X300003.SZ,X300136.SZ,X002508.SZ,X600089.SH,X600271.SH,X600177.SH,X000157.SZ,X600522.SH,X600118.SH,X000050.SZ,X002294.SZ,X600867.SH,X300115.SZ,X600699.SH,X000559.SZ,X000981.SZ,X600372.SH,X600498.SH,X600566.SH,X002074.SZ,X000623.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.17168017139088,0,0.167411540127587,0,0,0,0.00550986643720832,0.0822607474318862,0,0,0,0,0,0,0,0,0,0.034194585250427,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0225443295747722,0,0,0,0,0,0,0,0.0319617179946945,0,0,0,0,0,0,0,0,-0.0277371504698729,0,0.0912582218703414,0,0.0054412338278979,-0.0191582475302371,0,0,0,0,0,0
X600104.SH,0,0,0,0.236179699540337,0,0,0,0,0,0,0,0,0,0,0.389046860100725,0,0,0,0,0,0.137394158297531,0,0,0,0,0.157908036482609,0,-0.140537466381853,0,-0.018487935154171,0,0,0,0,0,0,0,0,-0.0911178668800825,0,0,0,0,0,0,-0.0560477630959748,0,0,0,0.108772649786497,0,0.0162687512322987,-0.00926743128165892,-0.0849651718242636,0,0,0,0,0
X002415.SZ,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0765613651696841,0,0,0.23440794797119,0,0.0857563522356459,0,0,0,0,0,0,0,0,0,0,0.0488097681476776,0.0892996612165157,0,0.096240489427973,0,0.0331775231102147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346870235406656,0,0,0,0,0.0272527166920027,0,0,0,0,0,0,0
X000651.SZ,0,0.0750303896913547,0,0,0.129493424850969,0,0,0,0,0.17722476929998,0,0,0.0620774685202274,0,0,0,0.111049255661283,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0886820677252153,-0.0412648387467915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091715406295962,0,0,0,0.0403032725418003,-0.00567353910717095,0.0218750969349928,0,0,0,0,0,0
X000858.SZ,0.298887081927537,0,0,0.200298519449335,0,0,0,0,0,0,0,0.216235436647414,0.0695034967712926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160873294078266,0,0,0,0.0111178312074153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00453700644463026,0,0,0,0,0,0
X600276.SH,0,0.162671298849706,0,0,0.11878548349335,0,0.126236003062462,0,0,0,0.02450247106253,0,0,-0.0311289594688815,0,0,0,0,0,0,0,-0.0558347891608135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0740423728875197,0.157906086548781,0,0,0,0.0645849329938822,-0.0695610067600552,0.00771070357901281,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.252335880803105,0,0,0,0,0,0,0.392742810731683,0,0,4.33680868994202e-19,0,0.0465177598019105,0,-0.148200048765815,0.00695655941662043,0,0,0,0,0,0,0.111329947434818,0,0,-0.0252056100422402,0,0,0,0,0,0,0,0.00445457802268919,0,-0.0104303980357219,0,0,0,0,0,-0.00735626353424611,0,0,0,0,0,-0.0104774216850662,0.017651636365104,0,0,0,0,0,0
X000725.SZ,0,0,0.00168445070118774,0,0,0,0,0,0,0.107767765690745,0,0,0,0,0.145914729757364,0,0,0,0,0.0859058397243186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213548192821015,0,0,0,0,0.199600950738224,0,0,0.184033392214621,0,0,0,0,0,-0.0028748991046676,-0.00549335085353315,0,0,0,0,0,0
X000063.SZ,0,0,0.0565410462618711,0,0,0,0,0,0,0,0.39399044735262,0,0.109448227215922,0.0420091693333101,0,0,0,0,0,0,0,0.00969569887553918,0,0,0,0,0.0409437281247547,0.126003591221031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136406192668553,0,0,0,0,0,0,-0.0370231850093539,0.0509366723984123,0,0,0,0,0,0
X600690.SH,0,0,0.0192033026659858,0.308789029845251,0,0,0,0,0,0,0,0,0.11672771254069,-1.73472347597681e-18,0.256258608215527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901799955638753,0,0,0,0,0,0,0,0.0419240497179081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173791392785311,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.152829661201088,0,0.0666730331212182,0,0,0,0,0.0458875007389547,0.347441504376848,0,0,0,0,0,0,0.42033338871989,0,0,0,0.0755829620118683,0,0,-0.251601593488311,0,0,0,0,0,0,0,0,0,0.122943100835019,0,0,0,0,0,0,0,0,-0.0094572348956173,-0.19110795237481,0,-0.0504717904185784,0.00553224495014519,0,0,0,0,0,0,0
X000568.SZ,0.169782977938918,0,0,0,0.327513210571616,0,0,0.107336289682232,0.0187255055324252,0.0113687019489068,0.0103694159214824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203674066789894,0,0,0,0.0935459322030442,0,0,0,0,0,0,0,0.041149147649768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199262727123659,0,0,0,0,0,0
X002236.SZ,0,0,0.341814649366021,0,0,0,0,0,0.126715683795156,0,0,0,0,0,0,0,0,0.167141450457261,0,0,-0.12044375986841,0,0,0.0766654876754523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689449574918392,0.0957591778579621,-0.0747078526985482,0.156646663890944,0,0,0,0,0,0,0,0,0,0,-0.00378401201703677,-0.0109039381821208,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.187465137847464,0,0,0,0.131193297294114,0,0,0,0.210837610338451,0,0,0.204916614751008,0,0.0329034838888668,0,0.170736561948007,0,0,0,0.0121925856388864,0,0,0,0,0,0,0,0,0,0,0,0,-0.180234395721034,0,0,0,0,0,0,0,0,0.00634532543663659,-0.0356225017058427,0,0,0,0,0,0
X600741.SH,0,0.515396802303643,0,0.0551705397268999,0,0,0,0,0,0,0.101800008685921,0,0,0,0,0,-0.0535350867826252,0,0,0,0,0,-0.183503513994671,0.0296995222088839,0,-0.0673463960231402,0.0403527784682322,0,0,0.139408332850635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000554460017500372,0.0262792053811796,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.040666398507911,0,0,0,0,0,0,0,0.114114749189463,0,0,0,0.176967216854799,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.00398170182286843,0,0,0.00822416760777138,0,0,0,0.127112527374093,0,0,0,0,0,0,0.0304758001772182,0,0,0,0,0,0,0,0.000792808132702665,0,0,0,0,0,0
X600031.SH,0,-0.0610073834596567,0,0,0.0576825790546892,0,0,0,0.251372230693131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194691635561824,0.0710182890528454,0,0,0,0,0,0,0,0,0,0,0,0,0.415510342849142,0.155731172428517,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193044288496652,0.022000111225996,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.240432789454061,0,0.0177614738946049,0,-0.0299954972850665,0,0,-0.0241854163056953,0,0,0,0.26664310599107,0,0,0,0,0,0.0761717763507674,0,0,0,0,0,0,0,0.0663384101076485,0,0,0,0,0,0,0,0,0,0.0456648884824762,0,0,0,0.00604778551182626,-0.0950491081076515,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.162478632736555,0.153016729858008,0,0,0,0,0,0,0,0,0,0.0459990542744646,0,0,0,0.174594327481206,0,0.0527902804102385,0,0,0,0,0,0,0,0.0923576875936233,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00942585026760289,0.0310265128919747,0,0,0,0,0,0
X000338.SZ,0,0,-0.0258970531230184,-0.271802486406289,0,0,0,0,0,0,0.315478726706991,0,0,0,0,0,0.459871026144868,0,0,0,0,0,0,0.0887404308163034,0.0396395167014599,0,0,0.0258298643809492,0,0,0,0,0,0,0,0,-0.125134183981577,0,0,0,0,0.175570931028527,0,0,0,0,0,0.0598395615406735,0,0,0,-0.00773044067457968,0.0325962462027634,0,0,0,0,0,0
X600066.SH,0,0,0.11078805146576,0,0,0,0,0,-0.185457250603334,0.00788015918168919,0,0,0,0,0,0,0,0,-0.0404706785807195,0,0,0.065156421683686,0,0,0,0,0.0935328794827721,-0.0837020068872628,0.0942798573519191,0,-0.087506255481209,0,0,0,0,0,0,0.0190092174473295,0,-0.0314028981221428,0,0,0,0.253869965123273,0,0,0.119297758088475,0,0,0,0,0,0.00403640449784091,0,0,0,0,0,0
X300124.SZ,0,0.00337348576020136,5.42101086242752e-20,0,0,0,0,0,0.113021588288105,0,0,0,0,0.0824557781455425,0,0,0,0.139035127460131,0.142083855391159,0,0,0,0,9.11263974895253e-05,0,0,0.143975467927641,0,0,0,0,0,0,0,0,0,0,0.0413226875011336,0,0,-0.0272727998250356,0,0,0,0,0,0.160577384935159,-0.0398060831282331,0,0,0,-0.0165317440973628,0,0,0,0,0,0,0
X000100.SZ,0,-0.0382835387163254,0,0,0,0,0,0,0,0,-0.0292006873635082,0,0,0,0,0,0,0,0,0,-0.0110765683680125,0,0,0,0,0,0.0262378222313715,0,0,-0.0461011939726022,0,0.0324700006549761,0,0.0640960601268378,0,0,0,0.0862408105598052,-0.0104256059090274,-0.0230483286824336,0,0,0,0.0710638636268136,-0.0258040833036934,0,-0.020241229428916,0.00881618413683203,0,0,0,-0.015655169618788,0.00452582174303329,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0.0283705093828815,0.114211399354346,0,0,0.0702221706376001,0.157775392955643,0,0,0,0.0445859216340598,0.0333770828926029,0,0,0,0,0,0,-0.0273929506039988,0,0,0,0,0,0,0,0,0,0,0,0.0884438102269425,0,0,0,0,0,0,0,0,0,0.101815740617204,0,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.133139916197044,0,0,0,0,0.0184807533667355,0,0,0.124482057504959,0,0,0,0,0,0,0,0,0,0,0.0785261604490574,0,0,0,0,0,0,0,0,0.0331072734480769,0,0,0,0.102684911594793,0.199632813580288,0,0,0,0,0,0,0,0,0,0,0.0224422749907448,0,0,0,0,0,0
