,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X000100.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X600177.SH,X002456.SZ,X600372.SH,X000157.SZ,X300124.SZ,X002085.SZ,X002007.SZ,X600089.SH,X000981.SZ,X002294.SZ,X300003.SZ,X600699.SH,X600522.SH,X600867.SH,X000559.SZ,X002508.SZ,X002180.SZ,X000066.SZ,X002292.SZ,X002074.SZ,X600498.SH,X002426.SZ,X600487.SH,X000623.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.072395971044649,0,0,0.0398223221966334,0,0.108826541374191,0,0,0,-0.0180511666115782,0,0.0912657506092888,0,0.0408211869715935,0,0,0,0.19733664585094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-0.145807543057035,0,0,0.0173653201118696,-0.0199864738501786,0,0,0.858080713197632,0,0,0,0,0,0,0,0,0,0,0,0.0742573662813469,0,0,-0.130141151474228,0,0,0,0,0,0,0,0,0,0,0,0,-0.0661857658148448,-0.0427292783834296,0,0,0,-0.0644586039833661,0,0,-0.0389044766452101,-0.00119084249504822,-2.16840434497101e-19,0.151615333091707,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.113694800745077,0,0,0,0,0,0.000368395201679822,0,0,0,0,0,0,0,0,0.0558786715415088,0,0,0,0,0,-0.116890746065677,0,0.128529325961917,0.100114915992651,0,0,0,0,0,0,0.238044182676581,0,-0.0110610478065728,0,0,0,0,-0.0783850638294651,-0.00364020616304395,0,0,0,0,0,0,0
X000651.SZ,0,0.104676616773817,0,0,0,0,0,0,0,0.541702041912955,0.699945490126747,0,0,0,0,0,-0.0732769646544534,0,0,0,0,0,0,0,0,0,0,0.038968332710194,0,0,0,0,0,0,0,0,0,0,0,0,0.245957883948143,0,0,0,0.0807181335979782,0,0,0.289183022874907,0,-0.00172345646823827,0.0118543922880667,0.0205733412587561,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0226792913967924,0,0.114403322299615,0,0,0,0.0377301504474035,0.078282554435381,0.280751033986043,0.0736345701674525,0,0,0,0,0,0,0,0.125385421342764,0,0,0,0,0,0,0,0,-0.0673811218927764,0,0,0,0,0,0,0,0,0,0,0,0,0.0349138534458759,0,0,0,0,0.00161940466494687,0.00348066940885118,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0780277911557372,-0.118820608230073,0,0,0,0.0995399027957347,0,0,0,0,0,0,0,0,0,0,0,0.0283189470769489,0,0,0,0,0,0,0,0,0,0,0,0,0.0141613101000661,0,0,0,0,0.156600573524166,0.00215464630296559,0,-0.10486843051094,0.0262565175300191,-0.0102997802503966,0,0,0,0,0,0
X000725.SZ,0,0,0,0.134822646095366,0,0,0,0,0,0,0,0,0,0,0.161260973943358,0,-0.154010199892043,0,0.218733775288912,0,0,0,0,0,0,-0.0809738969905183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0916602882844902,0.0401330947848186,0,0,0,0,0.00481278870803154,0.143694510540081,0,0.0282167662090934,-0.0484938825530333,0,0,0,-0.00212319360086475,0,0
X002304.SZ,0,0.214192514783288,0,0.0530189677250523,0,0,0,0,0,0,0,0,0,0.161093000265277,0,0,0,0,0,0,0,0.0345535148189546,0,0,0,0.0456065264650685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582225024789535,0,0,0,0,0,0,0,-0.0817548883279824,0.00711463466802033,-2.16840434497101e-19,0,0,0,0,0,0
X000625.SZ,0.0996685674131758,0.0362286017585429,0,0.0752607467673384,0,0,0.0885127784920457,0,0,0.0281714434281593,0,0,0.119988337872173,0.42381189953857,0,0,0,0,0,0,0,0.0797757528051628,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0.246471583407819,0,0,0.121464622973397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672523360479853,0,0.0153549219519771,0,0,0,0,0,0,0,0,0,0,0.0806195598058775,0,0,0,0,0,0,0,0,0.0054784180550562,0,0,0,0.124702908879134,0,0,-0.0115143629485095,0.00801057758337902,0,0,0,0,0,0
X600690.SH,0,0,0,0.206872319889687,0,0,0,0,0,0,0,0,0,0,0,0.0559775424711496,0,0,0,0,0,0,-0.131558671227496,0,0,0,0.0847184806094427,0,0,0,0,0,0,0,0,0,0.00972737470707894,-0.0317609376084004,0,0,0,-0.0434165425011287,0,0,0,0,-0.0546379236297536,0,0,0,0.0027504363051926,-0.00507761947622289,0,0,0,0,0,0
X600703.SH,0,0,0.0313852294998399,0,0,0,0,0,0,0,0,0,0.218747813225637,0,0,0,0,0,0,0,0.0161707245094573,0,0,0.0521035993809566,0,0,0,0,0,0,0,0.293810345282787,0,0,0,0,-0.170803311856389,0.0263015246211182,0,0,0,0,0,0,0,0,0,0,0.075757310364381,0.258495487846713,0.01795224532337,0.00169564523520298,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937689999580682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11151833490065,-1.0842021724855e-19,0.00968192521731213,0,0,0,0,0,0
X600741.SH,0,0.465301520970453,0,0,0.0495682557904696,0,0,0.0464576156791776,0.0437271236830661,0,0,0,0,0,0,0.0114361546448738,0,0.139031860964736,0,0,0,0,0,0.133201325826528,0,0,-0.0361071124371472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00451499543238966,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.558946353622805,0,0,0,0,0,0,0,0,0,0,0,0,0.0290823664588312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807287664820495,0,0,0,0,0,0.0110360649921622,0.0573180788576056,0,0,0,-0.00437112892996778,0,0,0,0,0,0
X600066.SH,0,0,0,0,-5.42101086242752e-20,0,-0.0750091066042744,0.137007060544343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18995155312024,0,0.0569401014158885,0,0,0,0.0454320142647303,0,0.136711772163305,0,0,0,0.0800053635301425,0.0801643192475079,0,0,0,0,0,0,0,0,0,0,0.00590376143835668,0,0.137504617061006,-0.0817144504628949,0.0416625385669661,0,0,0,0,0,0
X002475.SZ,0.102194398490192,0,0,0,0,0,-0.342365493310259,0,0,0,0,-0.0647631050781759,-0.0668294891751079,0,0,0,0,0,0,0,0,0,0,-0.00522599169588375,0,0.286466822637537,-0.07067561823987,0,0.260270075525686,0,0,0,0,0,0,0,0,0,0,0,0.0382145700133897,0,0,0,0,0,0,0,0,0,-0.0434001270312969,0.0205494489472272,0,0,0,0,0,0
X000338.SZ,-0.000293900283294254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304380138242171,0,0,0.117223004802314,0,0,0,0,0,0.261904387427293,0,0,0,0.0792371293455747,0,0,0.347687450479173,0,0,0,0,0,0,0,0,0,0,0,0,0.108591203880706,0,0.0662750505628384,-0.0321372799898699,0.0132492295489435,0.0245047454377623,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.0751188285877751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123225549120144,0,0,0,0,0,0.0419561098395511,0,0,0,0.0296605133806581,0.00145899417001937,0,0,0,0,0,0,0.0623371874397812,-0.0111345773775103,0,0,0,0,0,0
X002241.SZ,0,-0.0573789876633604,0,0,0,0,0,0,0,-0.160754710781999,0,0,-0.0734231104250879,0,0,0.141830374309143,0,0.284743583298772,0,0,0,0,0,0,0,0.0912002749507503,0,0,0,0,0.224102808372206,0,0,0,0,0.0846582979667905,0,0,0,0,0.326471238404594,0.0336570496482377,0,0,0.103999092703132,0,0,-0.0510398494509943,0,0,-0.0180963317298795,0.0159187193004766,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0.0331182634177549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0222959779738114,0.304854939083818,0,0,0,0,0,0,0,0.0504648363145561,0,0,0,0,0.131999075579987,0,0,0,0.0858434102836947,0.124958057605228,8.67361737988404e-19,0.0295451726679066,0,0.00313544566703217,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0890085001831006,0,0,0,0,0.123138106679066,0,0,0.0937356453778231,0,0.0352318796264174,0,0,0,0.372420684557737,0,0,0,0,0.177553540214096,0,0,0,0,0,0.0572757528120875,0.0444238218913158,0,0,0.0932106745809774,0,0,0,0,0,0,0.0305429462532537,0,-0.013320914123023,0.00780340607150575,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,-0.00637471142502015,0,0,0,0.0619802976669351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782094101393881,0.110751828533101,0,0,0,-0.157667247873042,0.0192142571587215,0.00871101883822952,0,0,0,-0.126013106127011,0,0
X601877.SH,0,0.174712074933595,0,0,0.154674200566359,0,0,0,0,0.0274517657363253,0,0.0140092646976741,0,0.0334376835829571,0,0,0,0,0,0,0,0,0,0,0,0.0266020200803831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462152906086368,0,0,0.117056005087843,0,0.0215665964005068,0.0981916429524003,0,0.154271149277224,0,0.0161420803079308,0.00365882009375499,0,0,0,0,0,0
X600177.SH,0,0.0290389307127086,0,0.0567583145944438,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.109914086257333,0,0,0,0,0,0,0,0,0,0.0456686666163179,0,0.00928507736633149,0,0,0,0,0,0.122183127153738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101764652569625,0,0,0,0.0031741148630993,0.00292158842181929,0,0,0,0,0,0
X002456.SZ,0,0,0,0.105989563858541,0,0,0,0,0,0,0,0,0,0,0,0,0.477598820987126,0.0154775434113796,0,0,0,0,0,0,0,0,0,0.014397832386335,0.0284504852207566,0,0,0,0.0496687106260018,0,0,0,0,0,0,0,0,-0.0266260329630066,0.00461491645042792,0.0960570284805815,0,0,0.0657185246322719,0,0,0.182099628829002,0.0158303625863317,0.0227361322355937,0,0,0,0,0,0
X600372.SH,0,0.0480860892591612,0,0.00724853836474793,0,0,0,0,0,0,0,0,0.0562816883483731,0,0,0,0,0,0,0,0,0.357292285824185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185418293468495,0,0,0,0,0.0172405639023696,0,0,0,0,0,0,0,-0.0200400045804388,0.0266930532107792,-0.00321174719734486,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0785308579944466,0,0,0,0,0,0,0,0,0.48921435400805,0,0,0,0.0486700616244221,0.0129100184229145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250526499390898,0.0532948463109665,0,0,0,0,0,0,0,0.0044793733024505,-0.00377410507786013,0,0,0,0,0,0
X300124.SZ,-0.0233129695741298,0,0,0,0,0,0,0,0,0,0,0,0.0723607532214393,0,0,0,0,0,0,0.103525799819938,0,0,0,0,0,0.148173727522024,0.0011746454162044,0,0,-0.00259312058279068,0,0.115435205911695,0,0,0,0,0,0,0.0399099027494001,0,0,0.0275788217810252,0,0,0,0,0.144265004973704,0.10001029862132,0,0,-0.0427335631767452,0.0189878771691138,0,0,0,0,0,0
X002085.SZ,0,0,0,-0.0298981279628439,0,0,0,0,0,0,0,0.00142073523908333,0.0662061002147444,0,0,0,0,0,-0.0637886720452305,0,0.434816570630696,-0.119830202687405,0.0388477529614868,0,0,0.0149290614111454,0,0,0,0,0,0.0676023544397765,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.00113000352077969,-0.00841760573254061,0,0,0,0,0,0
X002007.SZ,0.0851574180155854,0,0,0.0309439924362446,0,0,-0.0504635911746388,0,0,0,0,0,0,0,0.112643267283646,0,0,0,0,0.0268197975310164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401481369863697,0,0,0,0,0,0,0,0.0447483028686717,0.0758057101328142,0,0,0,0,0,0,0,0,0.00244090668887533,0,0,0,0,0,0
X600089.SH,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0685543224125848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110683841055461,0.175448264435034,0,0,0,0,0.0119644357028382,0,0,0,0.109637672966698,0,0,0,0,-0.0546465513897633,8.67361737988404e-19,0,0.0409145071707601,0,0,0,0,-0.130078784222029,0,0.0011928269212587,0,0,0,0,0,0
X000981.SZ,0,0,0,-0.0475324662197278,0,0,0.0517685054118933,0,0,0.190046453153119,0,0,0,0,-0.0424953429215033,0,-0.0986140929615218,0.0347909961221182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199582384689587,0,0,0,0,0,0,-0.106665215664524,0,0,0,0,0,0.0573721662424283,0,0,0,0.0278324636524201,0,0,0,0,0,0
X002294.SZ,0,0.170936095621455,0,0,0,0,-0.0995535401168109,0,0,0,0,0,0,0,0.0909166923131707,0,0,0,0.25983690130101,0,0,0,0,0,0,0,0,0,0,0,0.215198633837253,0,0,0,0,0,0,0,0,0,0,0.0147860928277825,3.46944695195361e-18,0,-0.0688107337138978,0,0,0.0268603285847616,0,0,-0.0186282718993811,0.0114570481174773,0,0,0,0,0,0
X300003.SZ,0,0,0.106323531718005,0,0,0,0,0,0,0,0,0.0373107240449536,0,0,0,0,0,0.109909314093875,0,0,0,0,0,0.357269018282897,0,0.118803670163981,0,0,0,0.0239019720513488,0,0,0,0,0,0,0,0,0.000442876297251524,0,0,0,0.314230584274588,0,0,0,0,0.0397088323127851,0,0,0,-0.00489855105787865,0,0,0,0,0,0
X600699.SH,0.140950292903824,0,0,-0.194520536254147,0,0,-0.139059830088178,0,0,0,0,0.123155721777608,0,0,0,0,0,0,0,0,0,0,0,0.105099355980032,0,-0.0229346303046504,0,0,0,0,0,0,0.0229779316758441,0,0.127465002733414,0,0,0,0,0,0,0.217266002224852,0.0520695723882175,0,0,0,-6.93889390390723e-18,0.0372576679143518,0.19284917887601,0,0.024215276703458,0,0,0,0,0,0,0
X600522.SH,0,0,0,0.00990890944075436,0,0,0,0,0,0,0,0,0,0,0,0.0433487171257435,0,0,0,0,0,0,0,0,0,0.304398577940251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126729261215948,0,0,0,0,0,0.147000747402828,0.0758673074169885,0,0,-0.00157911244564633,0.0054488199043157,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0.198349264602251,0,0,0,0,0,0,0,0.114727540743971,0.0415032610952569,0,0,0,0,0.0593007284638852,0,0,0,0,0,0,0,0,0.117990235593202,0,0,0,0,0,0.0584095712606283,0,0,0,0,0,0,0.0153654812842954,0,0,0.0236326131023997,-0.00496382270043006,0,0,0,0,0,0
X000559.SZ,0.0929698082650453,0,0,0.0928414344816608,0,0,0.0992133405920986,0,0,0,0,0,0.0966852064642091,0,0,0,0,0,0,0,0,0,0,0,0,0.0112190696934503,0,0,0,0,0,0,0,0,0,0.182785400241217,0,0,0,0,0,0.00621648308202654,0.404046720873052,0,0,0,0,0.0315048348030501,0.229499550580145,0,0.0259640499046277,-0.0187214048140965,0,0,0,-0.0498810186857295,0,0
X002508.SZ,0.10145269827597,0,0,0.0724312840624188,0,0,0.00864133226462283,0,0,0.0457315013601777,0,0,0,0,0,0,0,0,0,0.0435275324508587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317160952169185,0,0,0,0.0340326252030024,-0.00811083007461858,0.102122969340689,0,0,0,0,0,0,-0.161645434311513,0.00162698162668836,0.00790890620940978,0.0515194014027111,0,0,0,0,0
X002180.SZ,0,0,0,0.277322420039201,0,0,0,0,0,-0.58455892631776,0,0,-0.161285834559314,0,0,0,0,-0.114449677078558,0,0,0,0,-0.247302402930394,0,0,0,0.12305911019913,0,0,-0.0272329335345542,0,0,0,0,0,0,0,0.133053248824271,0.334069707015227,0,0,0,0,0.258660468018061,0,-0.0369239149547278,0,0,-2.77555756156289e-17,0,-0.0387319559005512,0.0347595957210248,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0.379370711758353,0,0,0,0,0,0,0,-0.107933462658765,0,0,0,0,-0.520636095647863,0,0.347220238389146,0,0,0,0,0,0,0,0,0,0,-0.0656078061956098,0,0,0.362603611022144,0.436672924910416,0,0,0,0,0,0,0,0,0,0,0.0434568961547626,0,-0.295074674054789,0.145914197774614,-0.133162408800533,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0.0129352244182848,0,0,0,0,0,0,0,0,0,0,0.132779238257463,0,0,0,0,0,0,0,0,0,0,0.0847404867824201,0,0,0,0,0,0,0,0.135698344361303,0,0.369307870037939,0,0,0.0814593858642895,0,0,0,0,0,0,0.368991407211735,0.127442268725605,0,0.00858538978449948,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0.0171061523257527,0,0,0,0,0,0,0,0.278021917928637,0,-0.0944835129265196,0,0,0,0,0,0,0,0,0.139282743955191,0,0,0,0,0,0,-0.00443082587066631,0,0,0.239921091313784,0,0,0.00766001803230546,0,0,0.081055396268806,0.205196886702969,0,0,0,0,-0.0723073958017645,0,0.0222433092216021,-0.0658359182422724,0.0305433691373526,0,0,0,0,0,0
X600498.SH,0,0,0,0.027081756952643,0,0,0.0863293296619788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165872219512417,0,0,0,0.11560970843434,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.0926603182848433,0.166789399981539,0,0,0,0,0.357442058040775,-0.242022284315464,0.235180632137903,-0.121005809458467,0.00360516939636822,-0.0194596266314325,0,0,0,0,0,0
