,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300014.SZ,X600031.SH,X300124.SZ,X002129.SZ,X003816.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000338.SZ,X600703.SH,X000596.SZ,X300142.SZ,X002179.SZ,X601877.SH,X000625.SZ,X600460.SH,X600089.SH,X000100.SZ,X000661.SZ,X600741.SH,X002180.SZ,X002074.SZ,X600522.SH,X000733.SZ,X000157.SZ,X600884.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X601799.SH,X002176.SZ,X600563.SH,X002008.SZ,X002414.SZ,X600779.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.315834443252571,0,0,0,0.0328935981487058,0,0.104604242902408,0.0673190775661025,0,0,0,0,-0.0625593610815337,0,0,0,0,0,0.0222123211131899,0,0,0,0.132664948242226,0,0,0,0,0,0,0,-0.0104584649200951,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338201279493866,0,0,0,0.147249297451366,0,0,-0.000612056789338598,-0.013877824078245,0,0,0,0,0,0
X000858.SZ,0.0436185110396499,0,0,0.0203948348016376,0.205518186993445,0,0,0.183259591360341,0.0331655833882469,0,0,0,0,0,0,0,0,0,0,0,0.0545438519653047,0,0,0.00045008151799257,0,0,0,0.103403571097746,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0506460410220528,0,0,0,0.0655151345523281,0,0,0,0,0,0,0,-0.00930142464392422,0.0166974692357024,0,0,0,0,0,0
X002415.SZ,0.060816027537153,0,0,0.0528263393899481,0,0.0504494356995494,0,0,0,0,0,0,0,0,0,0.149777821145257,0,0,0,0,0,0,0,-0.0242393502035446,-0.0574964017725267,0,0,0,0,0,0,0.115624903227403,0,0.0467637267766342,0,0.0492736363370729,0,0,0,0.0259975648991159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347426317072708,0,0
X600809.SH,0,0,0,0,0.418088869013649,0,0,0,0.0473311670473625,0,0,0,0.0746580221115252,0,0,0,0,0,0,0,0,0,0,0,-0.0836100347095777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114632403472602,0,0.171904690089535,0,0,0,0,0,0,0,-0.0474882581293131,0,0.00758528170514455,2.16840434497101e-19,0,0,0,0,0,0
X000568.SZ,0.197992094740054,0.222357478313387,0,0.0570355158965547,0,0,0,0,0,0,0,0,0.0317801069636898,0,0,0,0,0,0,0,0.044037818231367,0,0,0.182680674305306,0,0,0,0,0,0,0,0,0,0.0453871802478204,0,0,0,0,0,0,0,0.00725477717641768,0,0,0,0,0,0,0,0,0,0,0.0483894384534935,0,0,0,0.00905035450262696,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.285002017650217,0.0905797276683566,0,0,0.0286714066791799,0,0.315204245673432,0.00353516256716368,0,0,0,0,0,0,0,0,0,0,0,0,0.00421112545039382,0,0,0,0,-0.0587277511309679,0,0,0,0,0,0,-0.0608983728213518,0,0,0,0,0,0,-0.0407654823703657,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0758885569403882,0,0,0.347375260622901,0,0,0,0,0,0,0,0,0,0,0,0,0.199760071672309,0.0453698759199615,0,0,0.0292475128558776,0,0,0,0,0,0,0.0103445464095721,0,0,0,0,0,0,0,0,0,0.024171992750806,0,0,-0.0551458426202556,0,0,0,0,0,0,0.0215430453798941,-0.0401866404087838,0,0,0,-0.0205475721016321,0,0
X600690.SH,0.00192693638578151,0.118578802812658,0,0,0,0,0.0965771723078625,0,0,0,0,0,0,0,0,0,0,0,0.0234399079387221,0,0,0,0,0.229502369399778,0,0,0,0,0,0,0,0,0,0.0131045425220864,0,0.0673933381586316,0,0,0.0471662616831729,0.0190956618697943,0,0,0,0,0,0,0.135709055468619,0,0.0414451060118279,0,0,-4.33680868994202e-19,-0.0103225353003833,0,0,0,0,0,0
X002304.SZ,0.136570668138711,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0419580702513195,0,0,0.32480521141688,0,0,0,0,0,0,0,0.252823186911727,0,-0.0619103047156098,0,0,0,0,0,0,0.165163243538298,0.0452321833294483,0,0,0,0,0,0.117657025571349,0,0,0,0,0,0,0,0,0,0.00993680148043517,0,-0.00872423676766994,0.00230898781371641,0,0,0,0.0184932355836569,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.107821405995831,0,0,0.0845868095464365,0,0,0,0,0,0.131174489496218,0,0,0.0160148170545678,0.0802002950375863,0,0,0,0,0,0.101537275341664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240001700005982,0,0,0,0,0,0,0,0,0,0,0.00749306408723172,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818387605496487,0.1178281312594,0,0.192798877892451,0,0,0.0801918967888229,0,0,0.0439856094938613,0,0,0,0,0,0,0.158688076454496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0170560977149409,0,0,0,-0.00837327513844798,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0135720707305392,0,0,0,0,0,0,0,0,0,0,0,0,0.141873521678155,0,8.67361737988404e-19,0,0,0,0.176370295588668,0,0,0.221881619855487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734243671651771,0,0,0,0,0.00657358120386965,0,0,0,0.0331871248098691,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119172510461106,0,0,0,0,0,0.159432338170073,0.379672667878326,0,0.505276192555044,0,0,0,0,0,0,0,0,0,0,0,0,0.0407714558339459,0,0,0,0.0384418117969659,0,0,0,0,0.193790671933691,-0.0336570892755106,-0.000534282577144504,0,-0.205555866052265,0,0,0,0
X300014.SZ,0,0,0,0.129789111367745,0,0,0,0,0,0,0,0,0,0,-0.0437442890539543,0,0,0,0,0,0,0,0,0,0,0,0.099114575619116,0,0,0,0,0.0737284824654844,0,0,0.381327730316253,0,0,0,0.124550174638396,0.20497310484609,-0.0448776797245703,0,0,0,0.103995749166897,0,0,0,0,0,0,0.0364989775897087,-0.0639610590871378,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.112740387874112,0,0,1.73472347597681e-18,0,0.113801986536466,0,0,0.148198357408098,0,0,0,0,-4.33680868994202e-19,0.326075106570468,0,0,0,-0.0356530162602056,0,0,0,0,0,0.100422892228645,0,0,0,-0.0109706454248468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301326867909748,0,0,0,0.0167056436771366,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.142494274428152,0,0.474613996711853,0,0,0,0,0.0109012784280619,0,0,0,0,0,0,0,0,0,0,0,-0.242220499218347,0,0,0,0,0,0,0,0,0,0.282643068877193,0,-0.0447725029507435,0,0,0,0.451797297224092,0,0,0,0,-0.0491611910082318,0,0,0,-0.0605606337229145,0,0
X002129.SZ,0.108623768601668,0,0,0,0.022319976293107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203676661356824,0,0,0,0,0.0745489802493018,0,0,0,0.0143679474686396,0,0,0,0,0,0,0.115805589659993,0,0,0,0,0,0.0277936715279984,0,0,0.050786413095289,0,0,0,0,0,0.150332500055829,0.00991496134519282,0,0,0,0,-0.0122844593074538,0,0
X003816.SZ,0.0696082360016008,0,0,0,0,0,0,0,0.0570171529072587,0,0,0,0,0,0,0,0,0,0,0,0.145872080263564,0.0410071702421164,0,0.0559775148267484,0,0,0,0,0,0,0,0,0.200021627809462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057135976630411,0,0,0,-0.0042098041015354,0,0
X002241.SZ,0.182901935969567,0,0,0,0,0.724076153457799,0,0,-0.103069784412261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00432699384025791,0,0,0,0,0.0908513837392764,0,0,0,0.0127580237752938,0,0,0,0,0,0,0,0,0,0,0.110134381118194,0,0,0,0,0,-0.00316430705770711,0,0,0,0.00139162739797444,0,0
