,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X600690.SH,X002304.SZ,X600104.SH,X002475.SZ,X000725.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X000063.SZ,X300014.SZ,X000100.SZ,X600703.SH,X000157.SZ,X000596.SZ,X002241.SZ,X002129.SZ,X600741.SH,X000625.SZ,X601877.SH,X002179.SZ,X002007.SZ,X300142.SZ,X002371.SZ,X002236.SZ,X002049.SZ,X002414.SZ,X600584.SH,X600183.SH,X000800.SZ,X300003.SZ,X601799.SH,X002074.SZ,X000799.SZ,X000066.SZ,X300146.SZ,X002008.SZ,X000977.SZ,X600089.SH,X002294.SZ,X600707.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.174681713942731,0,0,0,0.148167466545893,0,0.0228547944762408,0.0499138057252627,0.01857121830019,0,0,0,0,0,0,0,0,0,0.00883723283418806,0,0.069623045868386,0,0,0,0,0,0,0,0,0,-0.164338350709411,0,0,0,0,0,0,1.0842021724855e-19,0.0869613174631998,0,0.0769170231553935,0,0,0,0,0,0,0,0,0,0,-0.0229785118001902,0,0,0,-0.0164072737092573,0,0
X000858.SZ,0,0,0,0,0,0.308758069123904,0,0.162557311401876,0.00847983585565655,0.113565900341735,0,0,0,0,0,0,0,0,0,0,0,0.0115690112813198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171250102974192,0.117466171315356,0,0,0,0,0,0,0,0,0,-0.00722184885529473,-0.0184843244088195,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0241903998191068,0,0,6.93889390390723e-18,0.138648162040792,0,0.141172604338601,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0585335628190785,0.140937117517856,0,0,0.415752603289594,0,0,0,0,0,0,0,0,0.0269118228899639,0,0,0,-0.0313024088707124,0,0,-0.0202293768387807,-0.0934487007367437,0,0.016885254224162,0,0,0,0,3.46944695195361e-18,0,0
X600276.SH,0,0,0,0,0,0.0172053798110972,0,0,0,0,0,0,0,0,0,0,0.0458766029117284,0,0,-0.0107019237264594,0,0.0378305912739351,0,0,0,0,0.00943830838762614,0,0.166644159987202,0,0,0,0,0,0,0,0,0,0,0.105624203314444,0,0,0,-0.163814039871822,0,0,0,0.131271669444798,0,0,0,0.0025051852644962,0.0112079594613068,0,0,0,-0.0481895101740244,0,0
X000651.SZ,0,0,0,0,0,0,-0.0462692334950186,0.0470937603546307,0.167377072667187,0.1560300721572,0,0,0,0,0,0,0.0469752190298205,0,0,0.0827367697775585,0,0,0,0,0.0600801361718533,0,0,0,0,0,0,0,0,0,0,0,-0.0461667870892888,0,0,-0.0995197831647105,0,0,0,0,0,0,0,-0.0146734498980572,0.0176559415229731,0,-0.0181001497831111,-0.0521466029936041,0.0396652660813935,0,0,0,0,0,0
X000568.SZ,0,0.605400751150223,0.00551098155961605,0,0,0,0,0,0,0.0419210163612649,0,0,0,0,0,0,0,0,0,0,-0.0626347568179293,0,0.0436765957611111,0,0,0,0,0,0,0.0785810641069352,0,0,0,0,0,0,0,0,0,0,0,0.297413609923638,0,0,0,-0.0566467027276965,0,0,0,0,0.00422601266403411,0,-0.0319732018517407,0,0,0,0,0,0
X600031.SH,0,0,0.174694647568009,0,0,0,0,0.248933599395516,0,0,0,0,0,0,0,0,0.012247813736878,0,0,0,0.105707326158066,0.144882420387976,0,0,0.0603433795174322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361726973877528,0,0,0,0,0.022403101674588,0,0
X600809.SH,0,0.144633633699887,0,0.0309755289401269,0,0,0.376336729640799,0,0,0,0,0,0,0,0,0,0.152443743365085,0,0.0368769607301175,0,-0.112428654104522,0,0.18361291474287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000892888737473792,0,0.183656548860727,0,-0.00843753683411792,0,0,0,0,-0.0226877084389091,0,0,0.0485878111923684,-0.0832740572130939,0,0,0,0,0,0
X600690.SH,0,3.46944695195361e-18,0.244529035319263,0,0,0.0576691141557304,0,0.293310023775979,0,0.0012778392682894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0732751750275383,0.186494062334278,0,0,0.0468457547073344,0,0,0,0,-0.0180720602901617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426775223445416,0,0,0,0.00501845257155395,0,0,0,0,-0.075858401505662,0,0
X002304.SZ,0,0.335399929864756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719744543930682,0,0,0,0.0197041338961633,0,0,0,0,0,0,0,0,0,0,0,0.0180748093912089,0,0,0,0,0,0,0,0.179637632349536,0.103218689580848,0,0,0,0,0,0,0,0,0,-0.0308612623215904,0,0,0,0,-0.107864434248173,0,0
