,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600031.SH,X600690.SH,X600276.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600372.SH,X600089.SH,X600703.SH,X600741.SH,X002241.SZ,X600271.SH,X600177.SH,X600066.SH,X002129.SZ,X600118.SH,X600582.SH,X601877.SH,X002236.SZ,X000550.SZ,X000568.SZ,X000581.SZ,X000623.SZ,X000800.SZ,X002475.SZ,X002294.SZ,X000559.SZ,X600839.SH,X300146.SZ,X000050.SZ,X600060.SH,X000869.SZ,X000977.SZ,X300124.SZ,X000400.SZ,X002465.SZ,X300003.SZ,X002292.SZ,X600166.SH,X002007.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.122225579916693,0,0,0,0,0.139408934306872,0,0.154228676596274,0,0,0,0,0,0,0,0.0740976180867251,0.0710850156486632,0,0.0736626262927111,0,0.0849123126084903,0,0,0,0,0,0,0,0,0.0324363815429765,0,0,0,0,0,0,0,-0.0301799634390489,0,-0.0449599615132879,0,0,0,0,0,0,0,0,0,-0.0157016453074536,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.212241936115337,0.185825181970495,0,0,0,0,0,0.0818365019441417,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363633366773683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00792577413175172,0,0,0,0.014659859549836,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0366698814736516,0,0,1.73472347597681e-18,0.0442916533659503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282054330402303,0,0.196017051546607,0,0,0,0,0.107766483588863,0,0,0,0,0,0,0,0.0946798740273595,0.2101449777864,0,0,0,0.329053947345611,0,-0.0447959373693195,0,0,0,0,0,0,0
X000651.SZ,0,0.328274474448739,0,0,0,0.0308645368476455,0,0.0748603492196292,0,0,0.126779453289914,0,0,0.198817486268937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461236801002564,-0.00964992133166371,-0.0309676374455792,0,-0.0366362390441835,0,0,0,0,0,0.0865611018575635,0,0,0,0,0.0132591668608738,0,0,0,0,0.00199939204240086,-0.0186063757342541,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0612250982796673,0,0,0,0.0246568154896293,0,0,0,0,0,0,0,0,0,0,0.0254346381391444,0.344147471788752,0,0,0.0653850694505271,0.0159305640924089,0,0,0,0,0,0,0,0,0,0.116371064772352,0.134586574807889,0,0,0,0,0,0,0,0.0100291109118296,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.188745993759208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186983174701465,0.0955570709100387,0,0,0.0167967958737714,0,0.0853283038718397,0,0,0,0,-0.111794519715773,0,0,-4.33680868994202e-19,0,0,0,0.068230698615514,0,0,0,0,0,0,0,0,0.00315371259663505,0,0,0.00409219254893935,-0.10282195214997,0,0,0,0,0,0
X000858.SZ,0,0,0.0280090599695057,0,0,0.0987127328856353,0,0,0,0.0640968198826174,0,0,4.33680868994202e-19,0.0544648002073426,0,0,0,0,0,0,0,0.0448004809282161,0.0839635298406507,0,0,0,0,0,0,0.167157750480502,0,0.170511048042209,0.0750939714170464,0,0,0,0.0763628480154802,0,0,0,0,0,0.0372123493437992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0.0898072058039629,0,0,0,0.00643749507307034,0,0,0,0.155657965755236,0.0135170243754011,0,0.0865763475564054,0.13723378570274,0,0,0.0170066542375082,0,0,0,0,0.0318577213558314,0,0,0,0,0,0.0205127480455755,0,0,0,0.129287186504508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201207655744614,0,-0.00691981405967995,-0.00656843295038068,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.153654593813629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211332658551414,0,0,0,0.0701577720604646,0.0272114228787125,0,0,0,0,0,0,0,0.0249429757637646,0,0,0,0,0,-0.000922971269715368,0,0,0,0,0.0811223843179436,0,0,0,0,0,0,0,0,0,-0.0323696769067922,0,0,0,0,0,0
X600031.SH,0.135039364867525,0,0,0,0,0,0,0.030501287588039,0,0,0,-0.0371596102606152,0,0,0.69647646365243,0,0.0695658345093013,0,0,0,0,0.0120910924658536,0,0,0,0,0,0,0,0,0,0.045184332237833,0,0,0,0,0,0,0,-0.00965734867578521,0,-0.03357703411065,0,0,0,0,0,0,0,0,0,0,0.0103077504086756,0,0.0866887430684018,0,0,0,0
X600690.SH,0.232859328138193,0,0,0,0.0252723162209741,0,0,0,0,0,0,0,0.0745017673707078,0.0405638972759755,0,0,0,0,0,0,0,0.176687403271453,0,0,0,0,0,0,0,0,0.081928888324767,0,0,0,0,0.10067785217879,0,0,0,0.125582926727228,0,0,0,0,0,0,0,0,0,0.0167043294388,0,-0.00364283629062321,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0744166042279212,0,0,0,0,0,0,0,0,0,0.164147721228686,0.00853396908550034,0.00297206806929936,0,-0.0601590171614126,0,-0.0974475862242299,0,0,0,0.000258896699842632,0,0,0,0,0,0,-0.00080409521914354,0.166678123884257,0.084475408451259,0,-0.0731955007421405,0,0,0,0,0,0,0,0.0302154951625212,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.0290344027763006,0,0.126767902637546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808552523280687,0,-0.0685039890724078,0,0,0,0,0.103369053592485,0,0,0.0204837060288621,0.035847682584474,0,0.0353229430010369,0.260689720767673,0,0,0,-0.0216517141142486,0,0,0,0,0,0.206380419144887,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0.0581501634938843,0,0,0,0.0767592406698472,0.0124069016303316,0,0,0.0418220057577343,0,0.0104418061040232,0,0.332550224490523,0,0,0,0,0,0.0743098777027437,0,0,0,0,0.00616972145212327,0,0,0,0,0.0233984666310727,0.0414239358750855,0,0,0,0,0,0,-0.020182458812784,0.0184893204821052,0,0,0,0,0,0,0,0.343710434012933,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0.0469118976014619,0,0,0,0,0,0,0.323609828917037,0,0,0,0.25442377435531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148073733995088,0,0,0,0,0,0,0,0,0,0.0679601678913348,0,-0.0596741341229272,0,0,0,0,0,0.0416704640990595,0,0,0,-0.0202585045400771,0.0208832772282001,0,0,0,0,0,0
X600372.SH,0.0154130986605289,0,0.0676767652150386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314773747554181,0,0,0,0.0338600307131416,0,0.040437058738892,0.336809291768231,0,0.0704111175936112,0,0,0,0,0,0,0.0710516290327288,0,8.67361737988404e-19,0,0,0,0.0126422738601902,0,0,0,0,0,0,0,0,0,0,0,-0.0194809950358568,0,0,0,0,0,0,0
X600089.SH,0,0,0.0732099554435276,0,0,0,0,0,0,0.280111405651274,0,0,0,0,0,0,0,0,0,0,0,0.0316709650955011,0,0,0.0681501981914232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574329588245876,0,0,0,0.258445585100031,0,-0.121990764925754,0,0,0,0.0340293484847061,0,-0.00035140934038966,0,0,0,0,0,0,0
X600703.SH,0,0,0.0256671199249169,0,0,0,0,0,0,0.242790480698467,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148949182310131,0,0,0.109373924311515,0,0,0,0,0,0,0,0,0.0113043507496613,0.0652374865142659,0,0.0179972992980318,0,0,0,0,0,0,0
X600741.SH,0.10987723955187,0,0,0,0.0153505836252225,0,0,0,0,0.0401548954150891,0,0,0,0,0,0,0,0.0267665175665434,0,0,0,0,0,0.0389761788829832,0,0,0,0.0490207892535794,0,0,0,0.336687194006733,0,0,0,0,0,0,-0.0465280200960618,0,0,0,0.0931455304050944,0,0,0,0,0,0,0,0,7.13620315952092e-05,0.00732545684847128,0,0,0,0,0,0
X002241.SZ,0,0,0,3.46944695195361e-18,-0.0223551051226029,-0.0925521347702052,0,0,0,0.0414046629946195,0,0,0,0,0,0,0,0.0931310658859215,0,0,-0.0683974175675032,0,0,0,0,0,0,0.310747062999212,0,0,0.0358518084801072,0,0,0,0,0.0594516353242413,0,0,0,0.004349670393682,0,0,0,0,0,0,0,0,0.1053856986715,-0.00671367361929371,0,0,-0.0121983493089793,0,0,0,0,0,0
X600271.SH,0,0,0,0,0.122028650278762,0,0,0,0,0,0,0,0.0561326923878251,0,0,0,0,0,0,0,0,0,0,0,0.0237447776904218,0.139540629545845,0.100283343834393,0.191515647207474,0,0,0,0,0,0,0,0,0,0.0480562978475682,0,0.0311785646359051,0,0,0.0315042404920312,0,0.237116047656901,0,0,0,0,0,0,-0.0422056318576867,0,0,0,0,0,0,0
X600177.SH,0.116636171360664,0,0,0,0,0,0,0.228723088510821,0,0.0213418177226698,0.0864799434491146,0,0,0,0,0,0,0,0.086336527078459,0,0,0,0.171680667821726,0,0.0451344813634981,0.110481825643021,0,0,0.0390773717910093,0,0.00887530045750935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137646693715758,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0.127878023420448,0,0,0,0,0,0.103561498551456,0,0,0,0,0,0,0.00714534552321397,0,0,0,0,0,0,0,0.00677771073324213,0,0,0,0,0,0,0.20518896464232,0,0,0.196970374872299,0,0,0,0,0,0,0,0,0.0222691314506763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002129.SZ,0.107971432392136,0,0,0,0,0,0,0.240430834581726,0,0,0,0,0,0,0,0,0,0.143428005177489,0,0,-0.0803794838429123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698217520750405,0,0,0,0.312708990128033,0,0,0,0,0.0145344239040635,0,0,-0.0205166537470575,0.100656244089019,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.0427189134887817,0,0,0,0,0,0.0285562517605875,0,0,0,0,0.287220076208063,0,0,0,0,0,0.0281287367087988,0,0,0,0.0726396143552907,0,0,0.0365235936904236,0,0,0,0,0.0630605002571592,0,0,0,0,0.0177983471271823,0.083765649709388,0,0,0.120708819561587,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.0199511286559196,0,0,0,0,0,0
X600582.SH,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116081686490515,0.0468243279054795,0,0,0,0.162668723991513,-0.158887443106137,0.00228295082034281,0,0,0,0,0,0,0.0923239760326342,0,0,0.0604599736830724,0,0,0,0,0.0979021613733177,0.186138259288103,0,-0.0659125124495762,0,0,0,0,0,0,0
X601877.SH,0,0,0,0.137178293108875,0,0.0365693676691696,0,0,0,0.168840242165572,0,0,0,0,0,0,0,0,0,0,-0.0330029861267465,0,0,0,0.0587557644478066,0.0114430649456975,0,0,0,0,0,0,0,0,0,0.0848055620882755,0,0,0.0379091974580388,0,0,0,0,0,0,0.0520975810274762,0,0,0,0,0,-0.0615263287301308,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.189517306268839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188367686632036,0,0,0,0,-0.00533479875400015,0,0,-0.139930006665072,0,0,0,-0.103341696905967,0.304833091716516,0,0.235628290999358,-0.0292201988190592,0,0,-0.0182470893526282,0,0.0601211460907832,0,0,0,0,0.0981399660404231,0,0,0.107766259387547,0,-0.030246347473205,-0.0433804208998086,0,0,0,0,0,0
