,X600519.SH,X000858.SZ,X002415.SZ,X600690.SH,X600809.SH,X002475.SZ,X600276.SH,X000651.SZ,X003816.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000338.SZ,X300124.SZ,X000625.SZ,X002304.SZ,X000063.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X002463.SZ,X000157.SZ,X002241.SZ,X600066.SH,X600703.SH,X600372.SH,X600584.SH,X002028.SZ,X000921.SZ,X600522.SH,X600741.SH,X000977.SZ,X002236.SZ,X600183.SH,X002049.SZ,X601877.SH,X002223.SZ,X000661.SZ,X600487.SH,X000800.SZ,X600060.SH,X002180.SZ,X002129.SZ,X002074.SZ,X600418.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.173197556913951,0,0,0.204785026593308,0,0,0,0,0.148313959056888,0,0,0,0,0,0,-0.00170807983179683,0,0,0,0,0,0,0,0,0,0,0,-0.0276750717923089,0,-0.00388153752750802,0,0,0,0,0,0,0,-0.0237562622220251,0,0,0,0,0,0,-0.00997568955151376,0,0,-0.0102481786769062,0.0345440949949169,0,-0.0624078179463828,0,0,0,0,0,0,0
X000858.SZ,0.109404924665755,0,0,0,0,0,0,0,0,0.475109725873945,0,0,0.0323536715460256,0,0,0,0,0.0503304269285641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625094785709345,0,0,0,0,0,0,0.0166763254482805,0,0,0,0,0,0,0,0.0811844059337435,0,-0.0470429556175017,-0.0366387519725102,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0315735445963339,0.113016701415016,0,0,0,0,0,0,0,0,0,-0.137540175796809,0,0,0,0.0483018734500717,0.0763836248000856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129256585063191,0.0605478183149396,0.12280804038616,6.93889390390723e-18,0,0,0,0,0,0,0,0.122344332686054,-0.0133383734881961,0,0,0,0,0,-0.179068569470925,0,0,0.0205772921145106,0,0
X600690.SH,0,0,0,0,0,0,0,0.0453649982734312,0,0,0,0,0,0.0241899262469427,-3.46944695195361e-18,0,0,0,0,0,0,0.0114710307133616,0,0,0,0,0,0,0,0,0,0.0444323084330429,0.219571092905145,0,0,0,0,0,0,0,0,0,0,0,0,-0.141649724422487,0,0,0,0,0,0.0451977649524487,0.021935633455709,0,0,0,0.14513227782748,0,0
X600809.SH,0.195022258211166,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665551398687848,0,0,0,0,-0.0504354732305561,0.188287013982271,0.000433418121511788,0,0,0,0,0,0,0,0,0,-0.000943749356375608,0,0,0,0,-0.0213215896197732,0,0,0,0,0,0,-0.0408869952295831,0,0,0.0969663005267312,0,0,0,0.011043756391021,0,0,0,0,0,0,0.0130215591898381,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727818380128025,0,0,0,0.0249361532986285,0,0.3604674979959,0.0283565633785463,0,0,0,0,0,0,0,0.189316297307069,0,0,0,0,0,0,0,0,0,0,0.0582016444510025,0,0.0114266420929345,0.0374026892952322,0,0.0912824442566143,0.0066899744891054,-0.156573736585033,0,0,0,0,0
X600276.SH,0,0,0,-0.0192884227627529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076737119695731,0.0155940982311633,0.460442672702529,0,0,0,0,0,0,-0.215921661353506,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0690343884336793,0,0,0,0,0,0,0,0,0,0,0,0,-0.0841532593808787,0.0300600297674894,-0.0440126744648603,0,0,0,0,0
X000651.SZ,0,0,0,0.222110299684742,0,0,0,0,0,0.127389383911422,0,0,0,0,0,0.0455723101766855,-0.12891678148417,0,0,0,0,0.0695306136804227,0,0.251395298342535,0,0.11992621787893,-0.036371186504432,0,0,0,0,0,0.0601232301395022,0,0,0,0,0,0,0,0,0,0,0,0.047949646379587,0,-0.0955474068363902,-0.0297752085951879,0,0,0,0,-0.027206062583805,0.0421071520558293,0,0,-0.0388813545989174,0,0
X003816.SZ,0,0,-0.0586422069706569,0,0,0,0,0,0,0,0.00350226110942061,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23340653591238,0,0,0.0220887278339632,0,0,0,0.0896502747159245,0,0.0680142217846963,0,-0.0329197722095413,0,-0.103395490877141,0,0,0,0,0,0,0,0,0,0,0,0.00213047865596943,0,0.0245519724982863,-0.0511142670726562,0,0,0,0,0,0
X000568.SZ,0,0.847815153533572,0,0,0,0,0,0,0,0,0.044906041509491,0,0,0,0,0,0,0,0,0.1410932521865,0,0,0,0,0,0,0,0.0631822406608242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124830184580907,0,0,0,0,0.161446906524123,0,0.00804119376002464,0,-0.00386689382607859,-0.0315761382185141,0,0,0,-0.00534386035893816,0,0
X002371.SZ,0,0,0,0,0,0.0324403653180583,0,0,-0.0431962023058747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354857108442452,0,0,0,0,0,0,0,0.415871546451918,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,-0.0688725651675465,-0.112798502002072,0,0,-0.0858904506577196,0,0.026000402233614,0,0,0.143798559787852,0,0,0,-0.00528104171567153,0,0
X600104.SH,0,0,0,0,0,0.0270763317918948,0,0,0,0,0,0,0,0,0,0,0.0756493786632163,0,0,-0.0483644570101986,0,0.0545314126203599,0,0,0,0,0,0,0,0,0,0,0,0,0.023170454544714,-0.0297492141220923,0,-0.0403547905802697,0,0,-0.0315396007203867,0,0,0,0,0,0.00557821210264377,0.0994866474677743,0,0,0,-0.0595031353695275,0.0237636954770668,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0183632826319198,0,0,0,0,0,0,0,0,0,0.116830998354901,0,0,0,0,0.399620757492776,0,0,0,0,0.0297038074284595,0,0,0,-0.0309455330793748,0,0,0,0,0.236318666042636,0,0,-0.107635387657558,0,0,0,0,0,0,0,0,0.0739632556891032,0,-0.0500358110743084,0,-8.67361737988404e-19,0,0,0,0,0.0276228808730861,0,0
X600031.SH,0,0,0,0,0,0.00579915527066809,0,0,0,0,0,0,0.0415174277358289,0,0.19889499439333,0,0.0784690512949827,0,0,0,0,-6.93889390390723e-18,0,0,0,0.601732908782666,0,0,0,-0.111653278882784,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.088485386859483,0,0,0,0,0,0,0,0.0880291912717097,0,0,0,0,-0.0415779686913984,0,0.0155363163550946,0,0,0.00205440979747199,0,0
X000338.SZ,0,0,0,0,0,0,-0.128178025149355,0,0,-0.00706649432561817,0,0,0,0.0163600299559588,0,0,0,0,0,0,0,0.0885488661664956,0,0.0750690580371659,0,0,0,0.0415059243853331,0,0,0,0.0381059402937936,0,0,0,0,0,0,0,0,0,-0.0196246589313372,0.192941951700339,0.0740578475126919,0,-0.00805679379868664,0,0,0,0,0,0,0.0174044992449398,-0.318816617336229,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.16680053715314,0,0,0,0.204375281804809,-0.0527334135577289,0,0,0,0.116730318471406,0,0,0,0,0,0,0.0145107356118521,0.0500037526406137,0.256735832138054,0,0,0,-0.0612949393168363,0,0,0,0,0,0,0,0.00126712184938754,0,0,0,0,0,0,0,0,0,0.025268244477119,0.146342619198082,0,0,0,0,0.112222268001443,0.0476093976694559,0,0,0,0.143961726298857,0,0
