,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600809.SH,X600690.SH,X600703.SH,X002371.SZ,X000596.SZ,X600183.SH,X300003.SZ,X002007.SZ,X002241.SZ,X000100.SZ,X600741.SH,X300142.SZ,X300014.SZ,X300124.SZ,X000977.SZ,X000157.SZ,X601877.SH,X002129.SZ,X000625.SZ,X002236.SZ,X002463.SZ,X600584.SH,X000800.SZ,X002456.SZ,X300136.SZ,X002049.SZ,X600118.SH,X002414.SZ,X600498.SH,X002185.SZ,X002179.SZ,X000066.SZ,X600522.SH,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0632794322231473,0,0,0,0,0,0,0.03654011690003,0.201760585011016,0,0,0,0,0,0,0,0,0,0.30322324868971,0,0,0,0,0,0,0,0.00569365737577088,0,0,0,0.0110728448088193,0,0.00349177004513093,0.027050032517752,0,0,0.0472371571009544,0,0,-0.0145604530571596,0,0,0.0385792179171373,0,0,0,0,0,0,0.0493362229459121,0.00215470063672337,0.00281012612189517,0,0,0,0,0,0
X000858.SZ,0.212873323348278,0,0,0,0,0.0623051277859557,0.0391060966135699,0,0,0,0,0,0,0.177721310661687,0,0.330539587969057,0,0,0,0.144906576249673,0,0,0.029661979424671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952636259783662,0,0,0,-0.0234052052434057,0,0,0.00417096538768167,0.0202917782161824,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0983814264074339,0,0,0,0,0,0.019355357783679,0,0,0.155485261154267,0,0,0,0,0,0.052042602233574,0.0181163899332244,0,0,0,0,0,0,0.0468647657620262,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,-0.03250185430844,0.0162609536657335,0,0,-0.00234150804682808,0.000615084056959703,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0375350739706959,0.0314855477360949,0,0.0174542555455992,0,0,0,0,0,0,0.141155567362774,0.495250622806244,0,0,0,0,0,0.0154494281413854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595391901489027,0,0.0141441670069356,0,0,0,0,0,0,0,0,0,0.0196476309688862,0.00730474509894762,0.0107071879895134,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0049305060147592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131422148782624,0,0.0658028365775493,0,0,0,0,0,0.0503195168375312,0,0,0,0,3.46944695195361e-18,0,0.116451958505291,0,0,0,0.0502934657280425,0,0,0,0,0,0,0.0305820449614541,0.0352348157381955,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186221829679825,0,0,0.0936323485061725,0.172002785198341,0,0,0.245514977875377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210687998232968,-0.0049128796832921,0,0,0,0,0,0
X600104.SH,0,0.00578406250700542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198876194576175,0,0.058658091230104,0,0,0,0.266936346824579,0,-5.42101086242752e-20,0,0.0721754457933211,0,0,0.0505045357245666,0.0287353525394771,0,0,0,0,0,0,0,0,0,-0.0328086659541081,0,0,0,0,0,0,0,0.0208939101338544,0.0598973619661808,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0139923405124657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14905603956933,0.0502788891135885,0,0,0,0,0,0,0,0,0,0,0,0,0.157486026505068,0,0,0,0,0,0.389884960513594,0,0,0,0.335565772798507,0,0,0,-0.0629844716018657,0,0,0,0.0119264904392627,0.038918013042728,0,0,0,0,0,0
X600031.SH,0,0.133144695786496,0,0.052350053782198,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0640284972631749,0,0,0,0,0,0.0260654215322008,0,0,0,0,0.00238477676218081,0,0,0,0,0.340543233669569,0,0,0.127859735826331,0,0,0,0,0,0,0,0,0,0,0,0,0.0492976347313211,0,0,0,0,0.00791280683531466,0.0216693924154185,0,0,0,0,0,0
X002304.SZ,0,0.0145061770922471,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.158837045257406,0,0.247520762479398,0,0,0,0,0,0,0,0,0,0,0.0223514316563869,0,0,0,0,0.0802739986034163,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,-0.023158155286848,0,0,0,0.00404174959231101,0.00755389082421933,0,0,0,0,0,0
