,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000568.SZ,X002475.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X600183.SH,X000661.SZ,X002236.SZ,X300003.SZ,X002241.SZ,X601877.SH,X600703.SH,X002179.SZ,X000157.SZ,X002007.SZ,X002463.SZ,X000100.SZ,X300142.SZ,X600271.SH,X300014.SZ,X300124.SZ,X000625.SZ,X000066.SZ,X002008.SZ,X600867.SH,X000977.SZ,X002049.SZ,X300136.SZ,X300146.SZ,X600498.SH,X600066.SH,X002371.SZ,X002129.SZ,X002506.SZ,X600177.SH,X000050.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.350250283489047,0,0,0.075056266691613,0,0,0,0,0.179148821114978,0,0,0,0,0,-0.135432488369329,0,0,-0.0570182614119181,0,0,0,0,0,0.0299833022409229,0,0,0,-0.0165272396574539,0,0,0,0,0,0,0,0.0294886510201184,0.0893356096348569,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.00837767249339718,0.00881043073473853,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.233962926545835,0.264666651101366,0.0417001312216606,0,0,0,0,0,-0.0174047447226821,0.250510628349424,0.0952017737867792,-0.0593339047942751,0,0.0381739503395425,0,0,0,0,0,0,0,-0.0686050309506857,0,0,0,0,0,0,0,0,0,0,0.0173392086296866,0,0,0,0,0.0606688904009637,0.102081849558881,0,0,0,0,0,-0.0134116588356818,0,0,0,0,-0.0121435234192273,0,0
X000651.SZ,0,0,0,0,0,0,0,0.202557373891615,0,0.124322120138352,0,0,0,0,0,0.102836424559205,0.230165500566971,0,-0.0550180043004048,0,0,0.0102460556377233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299751770872969,0,0,0,0,0,0,0,0.088839903405024,0.0155711997203066,0,0,0,0,0,0,0,-0.0179848312111207,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.193993101893783,0.111287820867625,0,0,0.0243637999713402,0,0,0.0302080857012278,0,0,0,0.0712697595882625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043285475569645,0,0.0906308471732578,0,0.0446764881925243,0,0,0,0,0,0,0,0,0,0,0.198575071230966,-0.0120029880178414,0,0,0,0,0.0123664231323961,0,0
X002415.SZ,0,0.075855050344957,0,0,0,0,0,0,0,0.115631852617096,0,0,0,0,0,0,0,0,0,0.125428495897246,0.325256083245185,0,0.257452062704069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100344971692992,0,0,0,0,0,0,0.0389724876877851,0,0,0,0,0,0,0,0.0127324973406775,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659521662379485,0.127296732510027,0,0,-0.0613605488192807,0,0,0,0,0.104733336245585,0,0,0.0130044433570386,0,0,0,0,0,0,0,0.16045467570774,0,0,0,0.0448206103505255,0,0,0,0,0,0,0,0,0,0,0,0,-0.00773178181394072,0.000539302324238296,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.158368879910781,0,0,0,0,0.0930362993668867,0,0.218694815710049,0,0,0,0,0,0,0.140821484819136,0,0.106938903865012,0,0,0,0,0.0503270436428199,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269524606989923,0,0.0547906837618984,0,0,0,0,0,0,0,-0.0905305571031848,0,0,0,0,0.157880409561121,-0.0271600890051548,0.0549870387585949,0,0,0,0,0,0
X000568.SZ,0,0.616642094684444,0,0.232585840638234,0,0,0,0,0,0.0189932842539104,0,0,0,0,0,0.0384323899447571,0,0.085840725159213,0,0.026771459794587,0.022306793241616,0,-0.1637718104913,0,-0.00643823198555702,0,0,0,0,0,0,0,0.011138592967749,0,-0.117072817050052,0,0.0405270907988188,0,0,0.0553106052030779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0.177698258476438,0.295836923733436,0.177418285059236,0,0.0538226702461036,0,0,0,0,0,0,0,0.0242532987655743,0,0,0.0758441807753475,0,0,0,0,0.231733508841078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647512454544926,0.0929950156535295,0,0,0,0.124196753620416,0,0,0,0,0,0,0,0,0,0,0.0510128355547091,-0.0383581406797601,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.00568877891552354,0,0,0,0,0.0317006976772214,0,0,0,0,0,0,0,0,0,0,0,0,0.0442348826567255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981368314491665,0,0,0,0,0,-0.0758307150662911,0,0.373069929056337,0,0,-0.0368066052090878,0.0704734549887812,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.156701274214794,0,0,0,0,0,0,0.151082625197624,0,0,0,0.0556783912790125,0,0,0,0,0,0,0,0.164263264706534,0,0,0,0,0,0,0.177471787541438,0,0,0,0.167274409756182,0,0.318101748285403,0.103526766738895,0,0,0,0,0,0,0,0,0.0454418730780987,0,0,0,0,0,0,0
X600031.SH,0,0.0700115965637122,0,0,0,0,0,0,0,0.0850612189811411,0,0,0,0,0.0532910650366097,0,0,0,0,0.0246604007179753,0,0,-0.0224458383436142,0,0,0.0621970675678879,0.159360634740184,0,0,0,0,0,0,0,0,0.0655306807279359,0,-0.0511619282568898,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0252360468882233,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0223861364399642,0,0,0.0494736573375964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309798154225486,0,0,0,0.0361060124482128,0,0,0,0,0,0.203418064630861,0,0,0.0137068905744616,0,0.0549087086575153,0,0,0,0,0,0,0,0,-0.125309085842069,0,0,0,0,0,0,0.0143942501022432,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137071218164694,0,0,0,0,0,0,0,0.0715356560650145,0,0,0.0785300628538701,0.377108098893226,0,0,0,0.0212995336069296,0,0,0,0.112276957250439,0,0,0,0.0866573499655781,0,0,0,0,0,0,0,-0.00760593935395029,0,0,0,0,0.000396185032951346,0,0
X600741.SH,0,0,0,0,0,0.268277422511282,0,0,0,0.261612350348389,0,0,0.0849296171643045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.162887500613744,0,0,0,0,0,0,0.0466877353008684,-0.152098685064161,0.141727844961107,0,-0.00203027483746341,0,0,0,0,0,0,0,0,0,0.00172694697443232,0,0,0,0,0,0,0
