,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X002241.SZ,X002475.SZ,X600741.SH,X000625.SZ,X600031.SH,X002456.SZ,X000338.SZ,X600066.SH,X300124.SZ,X000100.SZ,X002008.SZ,X601877.SH,X600809.SH,X300136.SZ,X300003.SZ,X002085.SZ,X600487.SH,X002508.SZ,X600089.SH,X600271.SH,X600177.SH,X000157.SZ,X600522.SH,X000050.SZ,X600118.SH,X300115.SZ,X002294.SZ,X600867.SH,X600699.SH,X000559.SZ,X000981.SZ,X600372.SH,X600498.SH,X600566.SH,X000623.SZ,X002179.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0134445030246374,0,0.146009952545541,0,0.117076504294495,0,0,0,0.0306369119492202,0.0681385573872967,0,0,0,0,0,0,0,0,0,0.0115645305395279,0,0,0,0.0466773612737501,0,0,-3.46944695195361e-18,0,0.0638275281129603,0,0,0,0,0,0,0,0,0.077538926605131,0,0,0,0,0,0,0,0,0,0.0650028810876102,0,0.00682659482427407,-0.0171313047784107,0,0,0,0,0,0
X600104.SH,0,0,0,0.272645102693478,0,0,0,0,0,0,0,0,0,0,0,0.351240382373343,0,0,0,0,0.100702316336663,0,0,0,0,0,0,0,0.164668736637107,-0.147658437197024,0,0,0,0,0,0,0,0,0,-0.102648814060258,0,0,0,0,0,-0.0304904111179871,0,0,0,0.11653481978267,0,0.0160912663213915,-0.00287640732018615,-0.113949427645669,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0764041031228174,0,0.0158445036148462,0.23641240575324,0,0,0.064327787067957,0,0,0,0,0,0,0,0,0,0.0810145927536927,0,0.103388215927609,0.0190466963321944,0,0.0376788365602042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272747700693001,0,0,0,0,0,0,0
X000651.SZ,0,0.0770754009874022,0,0,0.150862926885485,0,0,0,0,0.152203745721095,0,0,0.0485162911687332,-0.0607577558384325,0,0,0,0.0888544235191497,0,0,0,0,0,0,0,0,0,0,-0.0056831567174569,0,0.205544592292203,-0.0309208783720336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178359547260421,-0.00256736616614168,0.013530269173596,0,0,0,0,0,0
X000858.SZ,0.298855312735483,0,0,0.200284257755028,0,0,0,0,0,0,0,0.216253852398798,0.0695290230260312,0,0,0,0,0,0,0,0,0,0,0,0,0.160872236937563,0,0,0,0,0.0111155626212972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00453321699865958,0,0,0,0,0,0
X600276.SH,0,0.162671298849706,0,0,0.11878548349335,0,0.126236003062462,0,0,0,0.0245024710625302,0,0,-0.031128959468882,0,0,0,0,0,0,0,-0.0558347891608136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0740423728875192,0.157906086548781,0,0,0,0.0645849329938822,-0.0695610067600547,0.00771070357901281,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.252335880803105,0,0,0,0,0,0,0.392742810731683,0,0,0,0,0,0.0465177598019113,-0.148200048765815,0.00695655941661997,0,0,0,0,0,0.111329947434818,-0.02520561004224,0,0,0,0,0,0,0,0,0,0.00445457802268905,0,0,0,-0.0104303980357217,0,0,0,0,-0.00735626353424627,0,0,0,0,0,-0.0104774216850662,0.017651636365104,0,0,0,0,0,0
X000725.SZ,0,0,0.00168261131995637,0,0,0,0,0,0,0.107770753362646,0,0,0,0,0,0.145911090341025,0,0,0,0.085906491010788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213555226923637,0,0,0,0,0,0.19960877473101,0,0,0.184028242137952,0,0,0,0,0,-0.00287485069061103,-0.00549372101048832,0,0,0,0,0,0
X000063.SZ,0,0,0.0839993772809573,0,0,0,0,0,0,0,0.35194559494663,0,0.122022637317047,0.0198983539884449,0,0,0,0,0,0,0,0.0658241592492705,0,0,0,0.0261330907162348,0,0,0.0452005073380357,0.0705221950501633,0,0,0,0,0,0,0,0,0,0.0567756814035196,0,0,0,0,0.119614096909093,0,0,0,0,0,0,-0.0412984189740033,0.0683532251585077,0,0,0,0,0,0
X600690.SH,0,0,0.0199643153872692,0.307046758340359,0,0,0,0,0,0,0,0,0.111100410561023,-1.73472347597681e-18,0,0.268831094321119,0,0,0,0,0,0,0,0,0,0,0.0855302079245776,0,0.00988577279173232,0,0,0,0,0,0,0,0.0422014147200991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175903199900435,0,0,0,0,0,0,0
