,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X002475.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X002236.SZ,X600183.SH,X600703.SH,X000157.SZ,X000100.SZ,X002007.SZ,X300003.SZ,X300142.SZ,X300124.SZ,X600271.SH,X002179.SZ,X000625.SZ,X002241.SZ,X600498.SH,X002463.SZ,X600177.SH,X002506.SZ,X002129.SZ,X600867.SH,X300014.SZ,X002049.SZ,X002008.SZ,X600066.SH,X300146.SZ,X600487.SH,X000050.SZ,X300136.SZ,X600776.SH,X002371.SZ,X000977.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.2521669654319,0.112328999622368,0,0,0.138755539020971,0,0,0,0,0.0605422447475791,0,0,0,0,0,0,0,0,0,-0.013267901961376,0.0329855961555773,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0548031017684488,0,0.0536162280822818,0,0.00913895028244691,0,0,0,0,0,0,0,0,0,0,0,-0.0203680519862798,0.019206679012323,0,0,0,0,0,0
X000858.SZ,0.0592500355125951,0,0,0,0,0,0,0,0,0.365424280932647,0.133799965099581,0,0,0,0,0,0,0,0,0,0,-0.00774318945739924,0,0,0,0,0,0,0,0,0,0,0,-0.0820343337421331,0,0,0.0366246657639074,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.1176831661793,0,0,0,-0.0146171864263698,0,0,0,0,-0.025730046970378,0,0
X000651.SZ,0,0.1656385717393,0,0,0,0,0.112246598330836,0,0,0,0.0933707296908385,0,0,0,0.146698282686441,0,0,0.112307313311101,0,0,-0.0458213813218989,0,0,0,0.0677067951880533,0,0.0148501583254068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184803360728301,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.20292498352561,0,0,0,0,0,0.154377583091778,0,0,0,0.0101649226546222,0,0,0,0.10616544652133,0.0174316501023908,0.0980470569241052,0,0,0,0.0298983446180525,-0.0851674846808855,0,0,0,0,0,0.0954800152633502,0,0.177166554964825,0,0,0.180590087568207,0,0,0,0,0,0,-0.0738680358822383,-1.0842021724855e-19,0,-0.0245853381177386,0,0,0,0.0470608725815668,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180612291453611,0,0,0,0,0,-0.0709872684633098,0,0,0,0.00314855326114857,0.11183194952604,0,0,0,0,0.176943367830987,0,0,0,0,0,0,0,0.125733416690755,0,0,0,0,0,0,0,0.0571483505662511,0,0.0236936717106645,0,-0.0668691030927595,0,-0.0164119503374437,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0671956852989847,0,0,0,0,0,0,0,0,0.63404154769533,0,-0.0181546876941507,-0.0170081772790661,0,0,0,0,0,0,0,0,0.260631599925694,0,0,0,0,0.10569041630729,0.0345314353876631,0,0,0,0,0.0168750736187441,0.122622501041976,-0.0960804388843745,0,0,0,0,0,0,0.00271157923857174,-0.00312831373256797,0,0,0,0,0,0
X002304.SZ,0,0,0,0.00715381142325594,0,0.00154352915434121,0,0,0,0.19140159740611,0,0,0,0,0.228914955096421,0.00558352255899207,0,0.184879109814173,0,0,0,-0.0499160557732285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0762983035286529,0,0.0646795779463291,0,0,0,0,0,0,-0.0302482512388177,0,0,0,0,0.157474489644034,-0.0302816520260321,0.0566551582698995,0,0,0,0.0120526299640611,0,0
X000725.SZ,0,0,0,0,0,0.166874662336513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224941912714991,0,0,0,0,0,0,0,0,0,0,0,0.0808045289166038,0,0,0,-0.0365012955697877,0,0.00887382048848134,0,0,0,0,0.388398719460721,0,0.0599476655336471,0,0,0,0,-0.00681053338628287,0.0831020263536173,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0689993423071111,0,0,0,0,0,0,0,0,0,0.12033321711987,0,0,0,0,0,0,0,0,-0.0761144080031381,0,0,0,0.0714036129107192,0,0,0.0334766641161649,0,0.0562592908786511,0.0963833839239313,0.0613526026606022,0,0,0,0,0.182070606121005,0.154893163752779,0,0,0,0,0.0461586368454492,0,0,0,0,0,0,0
X000568.SZ,0,0.530052895509819,0,0,0,0.0900568956240547,0.00875622327265538,0,0,0,0.00218400455007312,0,0,0,0,0.0326255339471336,0.220619346670286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00880330576029815,0,0,0,0,-0.00262690096691195,0,0,0,0,0,0,0
