,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X300014.SZ,X002241.SZ,X002371.SZ,X600809.SH,X600183.SH,X000977.SZ,X002236.SZ,X300003.SZ,X000596.SZ,X601877.SH,X002007.SZ,X300124.SZ,X000625.SZ,X600584.SH,X002456.SZ,X000157.SZ,X002129.SZ,X002180.SZ,X300142.SZ,X600118.SH,X000066.SZ,X600271.SH,X002008.SZ,X300136.SZ,X002179.SZ,X002463.SZ,X002414.SZ,X002049.SZ,X600699.SH,X002156.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.220383418255269,0,0,0,0,0,0,-0.0496335945562974,0,0,0,1.73472347597681e-18,-0.159154218720503,0,0,0,0,0,0.0617786828643976,0,0,0.193438843708272,0,0,0,0.197723190765082,0.0851982664494904,0,0,0,0,0,0,0,0,0,0.106311251878283,0,0,0,0,0,0,-0.0431174858790211,-0.0224638675376983,0,0.0532677502954632,-0.0806194692139089,0,0,-0.0448220405084954,-0.0336039001628267,0,0,0,-0.119047304356866,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0627988142407774,0,0,0.459894861546953,0,0,0,0,0.00794079527436238,0,0.00747144762981696,0,0,0,0,0,0,0,0,0,0.037378882626299,0,0,0,0,0,0.0383247392308317,0,0.123098841932562,0,0,0.00781080926480426,0,0,0,0,0.0335491552469534,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.180853713383363,0,0,0,0,0,0.0306906279354323,0,0,0,0,0,0,0,0,0,0.127199625695843,0,-0.00313112273075384,0,0,0.0239832905342025,0,0,-0.0885750717483567,0,0.148414568998914,0,0,0.109290944395754,0,0,0,0,0,0,0,0.0135482804033539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135299443621968,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0278522762855234,0,0,0.153828954646833,0,0,0,0,0.0373255925302051,0.0519523890062315,0,0,0,0,0,0,0,0.0065606505690374,0,0,0,0,0,0,0,0.0827396182800172,0.0245447091400367,0,0,0,0,0.095224493051822,0,0,0,0,0,0.0573745500578209,0.0238558916162486,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0
X002415.SZ,0,0,0,0,0,0,0.198177543223104,0,0,0,0,0,0,0,0.236555897378147,0,0,0,0,0,0,0,0,0,0,0.316483954532651,0,0,0,0,0.0954463824788625,0.00353051868010812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331136161264686,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.178117855156449,0,0,0,0.0424771851171613,0,0,0,0,0,0,0.00647937716795679,0.179250054482686,0,0,0,0.0290889733181633,0,0,0,0,0.161296308736173,0,0,0.179062867913151,0,0,0,0,0,0,0,0,0,0,0,0,0.00335538978521284,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167678251216287,0.116104215747349,0,0.0481295184604518,0.26583045111583,0,0,0,0,0,0,0,0,0,0,0,0,0.00817159538826753,0,0,0.00756907375266356,0.0489491310859633,0,0,0,0.150404311262555,0.0618975154703668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383763055003733,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246760114524433,0,0,0.0566218000495725,0,0,0,0,0,0,0,0,0,0,0,0,0.0488707021885773,0,0,0.0640539469081502,0,0,0,0,0.166126954614577,0,0.236821986472779,0,0,0,0,0.111853413713044,0.0602153813257715,0,0,0,0.00676711998501819,0,0,0,-0.0209735797083586,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.105292359845367,0,0,0,0,0,0.00913532790897169,0,0,0.390846332430217,0.0268133811399724,0,0.0239297881677718,0,0,0,0,0,0,0,0,0,0,0.0581158114321264,0,0,0,0.0366161121767011,0.0226689765966616,0,0.0189903776045828,0,0,0.11009529268628,0,0,0,0,0,0.0105522185153823,0,0,0,0,0,0,0,0.034732465140093,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557557089847739,0,0,0,0.197976631009201,0,0,0,0,0,0.138458781219485,0,0.0203239174174591,0,0,0,0.177596002960767,0,0,0,0,0,0,0,0.132763257965997,0.00169588181810279,0.0480132989143333,0,0.0118782531489888,0,0,0,0,0,0,0
X002304.SZ,0,0.165155410620736,0,0,0,0.0367621988484792,0,0,0,0,0,0,0,0.0562239262971951,0.0963771024641891,0,0,0,0.119220628066613,0,0,0.00613342611877455,0,0,0,0,0,0,0,0,0,0.0336079051251883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560219936082348,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.178849693920256,0,0,0,0,0,0,0,0,0,0.166403258397967,0,0,0,0,0,0,0.0682586499336272,0,0,0,0,0,0,0.425309518461257,0,0,0,0,0,0,0,0,0,0,0,0,0.0101982363912066,0,0,0,0,0,0,0,0,0,0,0
