,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X600276.SH,X300124.SZ,X000725.SZ,X300014.SZ,X600031.SH,X003816.SZ,X002129.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000625.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X300142.SZ,X601877.SH,X600741.SH,X600460.SH,X600522.SH,X000100.SZ,X000661.SZ,X000733.SZ,X002180.SZ,X002074.SZ,X000157.SZ,X600702.SH,X002236.SZ,X600884.SH,X000799.SZ,X601799.SH,X600584.SH,X000800.SZ,X600372.SH,X002414.SZ,X002176.SZ,X002056.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.210851121136308,0,0,0.0885422510927805,0.0832233538018615,0.055891118205278,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0.142311163533528,0,0,0,0,0,0,0.0248431568530568,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0199302855932198,0,0,0,0,0,0,0,0,0,-0.0627660874146103,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.363232017081973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581848890354166,0,0,0,0,0,0,0,0,0,0.203677582845973,0,0,0,0,0,0.0992956032341596,0,0,0,0,0,0,0,0,0,0,0,0,-0.00996389673450926,-0.00918099429607573,0,0,0,0,0,0
X002415.SZ,0,0,0,0.00979902589802122,0,0,0,0,0,0,0,0.128161111843535,0,0,0,0,0,0,0,0,0,-0.398929609315089,0,0,0,0,0.0144986520525258,0,0,0,0,0,0,0,0,0,0,0,0.167756606130102,0.417256596619712,0.315415899717322,0,0,0,0,0,0,0.0124141080211285,0.137146811202223,0,0,-0.0457352604629071,0.140714678607618,0,0,0,0,0,0
X600809.SH,0,0,0.0680860134648737,0,0.363217235294422,0,0,0,0,0,0,0,0,0.0217053515187937,0,0,0,0,0,0.025435538758972,0,0,0.143097190376203,0,0,0.159377761715177,0,0,0,-0.0805294479461278,0,0.00642643779778738,0,0,0.0918676766775874,0,0,0,0.183704043182908,0,0,0,0,0,0,0,0,0.0285765333058885,0,0,0,-0.00297425034064781,0.0220643036748899,0,0,0,0,0,0
X000568.SZ,0,0.214194599035268,0,0.0829140721799542,0,0,0.142267432156752,0,0,0,0,0,0,0,0,0,0,0.232836032581476,0,0,0,0,0.102494175065487,0,0,0,0,0.0634683430443432,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.113385083018241,0,0,0.00626127605875404,0,0,0.013403598033561,0.00255227514167411,0,0,0,0,0,0
X600690.SH,0,-1.38777878078145e-17,0,0,0.205080346386231,0,0,0,0,0.221652414037713,0,0,0,0,0.0710411996651055,0,0,0,0,0.0437624166542789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298295155045991,0,0,0,0,0,0,0,0,0,0,0.0463492146761284,0,0.0604673094645808,0,0,-0.0361494600443164,-0.0327055469705718,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.166164253795007,0,0,0,0,0,0,0.145626757807122,0,0,0,0.334692212904798,0,0,0,0.0361651398759816,0,0,0.123456609573159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199876700349927,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546619489728989,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130811693702402,0.421840855623098,0,0,0,0.0584193740205221,0,0,0.0170656905992673,0,-0.0177033037895337,0,0,0,0.0808147013736875,0,0,0,0,0,0,0,0.158080669646303,0,0,-0.00615992582410583,0,0,0,0,-0.0602029734204255,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140148554098443,0,0,0,0,0,0.175788192081546,0,0,0,0,0,0,0,0.138084721456082,0,0.0304342814672023,0,0,0,0.0342145761756787,0,0,0,0,0,0,0.0169526312421994,0,0,0,0,0,0,0,0.0560358566121129,-0.00393765365736338,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0438240148010444,0.11094870588686,0,0,0,0,0,0,0,0.165370212491892,0.153628827935924,0,0,0,0.0140373205601584,0,0,0.0596493571132434,0,0,0,0.015185095717303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00920566992064173,0,0,0.00818822724681433,0.100379304784914,0.00242189055894879,0,0,0,0,0,-0.0429305685801667,0,0,0,0,0,0,0
