,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600741.SH,X600066.SH,X002241.SZ,X000100.SZ,X002292.SZ,X600177.SH,X600031.SH,X002236.SZ,X600118.SH,X002475.SZ,X000568.SZ,X002506.SZ,X000559.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X000050.SZ,X002456.SZ,X300124.SZ,X002085.SZ,X002074.SZ,X002007.SZ,X002426.SZ,X002180.SZ,X600867.SH,X600089.SH,X002294.SZ,X002249.SZ,X000869.SZ,X000981.SZ,X002049.SZ,X002465.SZ,X600699.SH,X601877.SH,X600498.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845944660963313,0,0,0,0,0.0486441562477257,0,0,-0.0636456420257396,0,0,-0.136559648577417,0,0,0,0,0.0230202728694063,0.369264465438567,-0.0220022609442443,0,0,0,0,0,0,0,0.0320936514031081,0,0,-0.00468161342316874,0,0,0,-0.0518817417243615,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.171327600564288,0,0.16300335091032,0,0,0.108569070582473,0,0,0,0,0.0108516680674332,0,0,0,0,0,-0.0339186807211672,0,0,0,0,0,0,0,0,0,0,0,0,0.0112494268104564,0,0,0,0,0,0,0,0.00223879229761402,0.0208832002544852,0,0,0,0.0826414652235807,-0.0322938641865271,0,0.0830795931628052,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127067775581924,0,0.121830998417551,0,0,0,0,0,0,0,0,0,0,0,0,0.0150918008257195,0.100063977775233,0,0,0.0370392553121474,0,0,0,0,0,0,0.0835724178481944,0,0,0,0,0,0,0,0,0,0,0.000182879701337605,0,0,0,0,0,0
X000858.SZ,0.137991836813939,0,0,0,0.24846810489252,0,0,0,0,0.0307964205347683,0,0.0597032426645642,0,0,0,0,0,0,0,0,0,0,0,0.0555290892622784,0,0,0,0,0,0.00448637066456653,0,0,0,-0.0318128660969053,0,0.0589325528155864,-0.0922224637516184,0,0,0,0,0.0897587239573171,0.0605899694041181,0,0,0,0,0,1.0842021724855e-19,0,0.00661675568875411,0,0,0,0,0,0,0
X002304.SZ,0.182748591600262,0,0,0.0996620073559032,0,0,0,0,0,0,0.213370340820934,0,0,0,0,0,0,0,0,0,0,0,0.151557507384282,-0.0229951357639732,0,0,0,0,0,0,0.0191342944236956,0,0,0,0.198893162709615,0,-0.0248131287201177,0,0,0,0,0,0,0.15989470780965,0,-0.0484024931670832,0,0,0.139271407146083,0,0.00628256189138465,0,0,0,0,0,0,0
X600276.SH,0,0.331946263053511,0,0,0,0,0,0,0,0.0918263675149717,0,0,0,0.103245389479246,0,0,0,0,0,0,0,0,0,-0.0485859459657733,0,0,0,0,0,0,0,0,0,0.0481100616721628,0,0,-0.0204107151158356,0,0,0,0,0,-0.0122302829549248,0.0255337347981862,0,0,0,0.198598024673576,0,0,-0.0117184464290528,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245901322310194,0.252945305989712,0.12344540083003,0,0.00110590578401128,0,0,0,0,0,0.13220475024288,0,0,0.0130397389285008,0,0,0,0,0,0.0199908738603238,0,0,0,0,0,0,0,0,0.0289686682591713,0.00217482119098452,0,0,0.00243951472441396,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.36045998759705,0,0,0,0,0,0,0,0,0.0603984630404688,0,0,0,0,0,0,0,0,0,0,0.0347455436881352,-0.0501260938846036,-0.0813552999506048,0,0,0,0.255331552349837,0,-0.0301434410300003,0,0,0,0.0661485517487519,0,0,0,0,0,0,0.026588673742713,0,0,0,0,-0.07735764538139,0,0,0.143131340916656,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.225294101795503,0,0,0,0.155255599351443,0,0.00510947282365602,0,0,0,0,0,0,0.0232826792978661,0.0620192271524014,0,0,0,0.0544632151796095,0,0.0122900963537486,0.0127194253195704,0,0,0,0,0.0248020810735607,0,0,0,0,0,0.0802065189623248,0,0,0,0,0,0,0.0855371591321942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.0127325592564447,0.0555895549667459,0.0508169965448272,0,0,0,0,0,0,0,0,0,0.0302324321114463,0,0,0,0,0.0416119940199079,0,0,0,-0.158047160644526,0,0,0,0,0,0,0.025229272677581,0,0,0,0,0,0,0,0,0.410823722508018,0,0,0.0562929436170027,0,0,0,0.0437690651374604,0,0,0.0424527250508683,0,0.00754464548821365,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.109047183087298,0,0,0,0,0,0,0,0,0,0.117713552923526,0,0.150007303998432,0,0,0.0787248043463104,0,0,0.0527194504125596,0,0,0,0,0,0,0,0,0,0,0,0,0.039047106449037,0,0,0,0,0,0,0.049127589431597,0,0,0,0.015895531067957,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114258815857216,0,0.128092398524758,0,0,0,0,0,0,0.0620731713892621,0,0,0,0.143706048637071,0,0,0,0,0,0.142869289735274,0,0,0,0,0,0,0.0706231592198664,0,0,0,0,0,0,0,0,0.000433999258140664,0.219844616215669,0,0,0,0,0
X600741.SH,0,0.0752887599978307,0,0,0,0,0,0,0,0.0354912738266456,0.132278450436887,0.11888004722715,0,0,0,0,0,0,0,-6.7762635780344e-21,0,0,0,0.0357185428497086,0,0,0,0,0,0.112359674362049,0,0,0,0,0.047145449434492,0.0131558421294038,0,0,0,0,0,0,0.0795604405022006,0,0,0.0428414491135049,0,0,0,0,0.000464160016931095,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.0247500317881738,0,0,0,0,0.0343528210087162,0,0,0.182061146230318,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0302134727515801,0,0.168785386036487,0,0,0,0,0,0,0,0,0,0,0,-0.291248869490463,0,0.00980906039384024,0.0190666853412349,0,0,0,0,-0.000404324588563359,-0.0423421004609431,0,0,0,0,0,0
