,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X000338.SZ,X000625.SZ,X601877.SH,X002456.SZ,X600487.SH,X002241.SZ,X600066.SH,X002008.SZ,X000100.SZ,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X002294.SZ,X600522.SH,X300003.SZ,X600271.SH,X600867.SH,X600089.SH,X002085.SZ,X000981.SZ,X000157.SZ,X000596.SZ,X600498.SH,X600177.SH,X600699.SH,X600566.SH,X002179.SZ,X000661.SZ,X002129.SZ,X600118.SH,X002049.SZ,X600584.SH,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.154282157282093,0,0.591857949862462,0,0,0.183215401774607,0.0157574115349189,0,0,0,0,0,0,0,-0.0354074015421437,0,0,0,0,0,0,0,0,0,0,0,0,0.026274091937636,0,0,0,0,0,0,0,0,0,0,0,0,0.0708299817190138,0,0.0499122884290064,0,0,0,0,0,0,0,-0.00178254545979692,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.300587291091903,0,0,0,0,0,0,0,0.221521221207998,0.0616249232196861,0,0,0,0,0,0.0182346201307317,0,0,0,0,0.0511533807136582,0,0,0,0,0,0,0,0,0.113102946921475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251435128628716,0,0,-0.0277584110876128,0.0231093138952294,0,0,0,0,0,0
X002415.SZ,0,0.0519524725564233,0,0,0,0,0,0,0,0,0.0147269862635968,0,0.0111656549328192,0,0,0.118986733632836,0.0208753098727355,0,0.0502127625418361,0,0.179128813928564,0,0,0.331261558822268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.145534302056766,0.0111906958964533,0,0,0.0952254359597678,0,0,-0.00532384261363999,-0.00460532333672059,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.165793454261542,0,0,0,0.373540356912266,0,-0.00127902736375598,0,0,0.116507125751418,0,0,0,0.00470309335304058,0,0,0,0,0,0.169199194696268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119600803221731,0,0,0.00109901444578009,0,0,0,0,0,0,0
X000651.SZ,0,0.0445582585530293,0,0.237125905538424,0,0,0,0,0.0205646952440026,0,0.00833565167785525,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.208192845710588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194639660557332,0,-0.00450292260118013,0.0279253223484471,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.437208026919403,0,0,0,0,0,0.134231209545533,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0168512108098104,0.136782838730943,0,-0.0690707996714647,0,0.238704915561478,0.253793612924998,0,0,0,0,0,0,0.23938208214551,0,0,0,0,0,0,0,0,0,0,0,0,-0.074379213886038,0.0973803093945899,0,0,0,0,0,0
X600276.SH,0.00825776979024085,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.302801951344182,0,0,0,0,0,0,0,0,-0.0722440701019833,0.0216021991615381,0,0,0.0431431289640657,0,0,0,0.108555995839794,0,0,0,0,0,0,0,0,0,0,0.0613528103921742,0,0,0,0,0,0,0,0,-0.133675141995172,0,0.0869514802689192,0,-0.0159227638076762,0.0489633195382812,0,0,0,0,0,0
X002304.SZ,0.289476389987057,-0.00319907039555916,0,0.200075460372788,0,0,0,0,0,0,0.0389625799130555,0.149612638988553,0.101239693440513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00909559513591777,-0.0111060021137615,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.111596797031102,0,0.375952882992934,0,0,0,0,0,0,0,0,0,0.206043795408839,0,0,0,0,0,0.10845759168556,0,0.0117838798856841,-0.0870115773230399,0,0,0,0,-0.0376540481633423,0.181950973518596,0,0.135205669248308,0,0,0,0,0,0,0.246121329761667,0,0.133165802892818,0,0,0,0,0,0.159506567503527,0.0737346100253379,0,0,-0.0101068186819028,0,0,0,0,0,0,0
X600690.SH,0,0.36724489923355,0,0,0.144083805605,0,0.155362394608395,0,0,0,0,0.0333680369792164,0.111135973131979,0,-0.0947904290077036,0,0,0,0,0,0,0,0,0.113083230703825,0.0622622888591211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024042996434604,0,0,-0.0218981939586547,0,0,-0.00114899224936841,-0.0380027712055306,0,0,0,0,0,0
