,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X600372.SH,X000338.SZ,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X000100.SZ,X600703.SH,X600118.SH,X000623.SZ,X601877.SH,X000559.SZ,X000581.SZ,X000568.SZ,X002236.SZ,X000550.SZ,X600066.SH,X600271.SH,X600177.SH,X000800.SZ,X000050.SZ,X300124.SZ,X002475.SZ,X002294.SZ,X600839.SH,X000869.SZ,X002465.SZ,X002129.SZ,X002456.SZ,X300003.SZ,X000400.SZ,X002007.SZ,X002292.SZ,X600252.SH,X600435.SH,X002038.SZ,X000977.SZ,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.176368074491175,0,0,0,0.105584438087514,0,0,0,0,0,0.483590726105409,0,0,0,0,0,0,0,0,0,0,0,0,0.201375897929038,-0.0845363690965434,0,0,0,-0.0753216426966493,0,0,0.0541589441517571,0,0,0,0,0,0,0.09302809293042,0,0,0,0,0,0,0,-0.0140159440650178,0.0117014216469898,0,0,0,0,0,0
X600519.SH,0,0,0.0829104246210127,0,0,0,0.132275035268741,0.264467282722467,0,0,0,0.141514578546672,0,0,0,0.124853689959752,0,0,0,0,0.0469736725022114,0,0,0,0,0,0,0,0,0,0.0555338365517146,0,0,0,0,0,0,0,0,0,0,0,0.0288982563139886,0,0,0,0,0,0,0,0,0.0101566207888812,-0.0553727456664697,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.00521759770226647,0,0,0,0,0,0,0,0,0,0,0,0,0.470895651792012,0,0.0188518031373505,0,0,0,0,0.0431003154143522,0,0,0,0.231736979645064,0.333887977195596,0,-0.124398240015667,0,0,0,0,0,0.000497595436412083,0,0,0,0,0,0,0,0,0,0,0,0,-0.012990413654198,-0.00695568506836958,0,0,0,-0.042874128549115,0,0
X000651.SZ,0.113253279505981,0,0.167826098019941,0,0,0,0,0,0,0,0,0.166339184484152,0,0.104166355792933,0,0,0.345354575829651,0,0,0,0,0,0.101127960168441,0,0,0,0,0,0,0,0.122543658971016,0,0,0,0,0,0,0,0,0.0427534080759255,0,0,0,0,0,0,0,0.135466921893967,0.00124239876257211,0,0,-0.0144571956245015,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0281028827160617,0,0,0,-6.93889390390723e-18,0.0855511419316676,0,-0.05030179321897,0,0,0,0,0,0,0.0728974242369548,0,0,0,0,0,0,0,0,0.214601361776608,0,0,0,0,0,0.0329409729789158,0,0,0,0,0.23225424517051,0,0,0,0,0,0,0,0,-0.00235826484205108,0,0,0,0,-0.0758840103859891,0.00829000203121219,0,0,0,0,0,0
X000625.SZ,0.317430691320784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687432943392924,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.156622542812986,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228291699484835,0,0,0,0,0,0,0
X000858.SZ,0,0.020410456109246,0,0.0314364666870623,0,0,0,0.0369034575129558,0,0,0,-4.33680868994202e-19,0,0.045696114806083,0,0.0941813380071308,0,0,0.0177765428838089,0,0,0,0,0,0,0.00101509601873881,0,0,0,0,0,0,0.0141148197300656,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159157044283918,0.0176152610348643,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.528858474370968,0,-0.0205208235344536,0.0511974014551479,0,0,0,0,0,0,0,0,0,-0.0452674312857041,0,-0.0400560689577476,0,0,0,0,-0.0814942084394809,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.192829311748491,0,0,0,0,0,0,0,0,0,0.271929669525741,0,0,0,0.0162007277584264,0,0,0,0,0.0814674608557799,0,0
X000063.SZ,0.221830594314117,0,0,0,0,0,0,0,0,0.0517428558460843,0,0,0,0,0,0,0,0,0,0.192744807581337,0,0,0,0,0,0,0,0,0,0,0.0911553219425822,0,0,0,0,0,0,0,0,0,0,0.00446227051121917,0,0.0488570249331458,0,0,0,0,0,0,0,-0.00164875218497833,0.007284354785077,0,0,0,0,0,0
X600031.SH,0.26155409693731,0,0,0,0,0,0,0,0,0,0,0.148409637894239,0,0,0,0,0,0,0.00672327129801954,0,0,0.142544171638995,0,0,0,0,0,0,0.110303667924009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683755698980284,0,0,0,0,0,0,0.00318534318197,-0.0385361877809986,0,0,0,0,0,0
