,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600066.SH,X600271.SH,X600741.SH,X002241.SZ,X000100.SZ,X002292.SZ,X002236.SZ,X600031.SH,X600177.SH,X600118.SH,X002475.SZ,X002506.SZ,X000559.SZ,X000568.SZ,X000157.SZ,X600372.SH,X000338.SZ,X300003.SZ,X002085.SZ,X002007.SZ,X600867.SH,X300124.SZ,X002294.SZ,X600089.SH,X002074.SZ,X000869.SZ,X002426.SZ,X000050.SZ,X002508.SZ,X002180.SZ,X002456.SZ,X600498.SH,X000981.SZ,X002465.SZ,X601877.SH,X600060.SH,X000623.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.339010438725573,0.155190752215388,0.181482856354449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000337435276675365,0,0,0,-0.047555663583326,0.0264291534497032,-0.0764744376378505,0,0,0,-0.0734113445975241,0,0,0.142201641100038,0,-0.06016386640445,-0.0512409100299412,0.0132234332472105,0,0,0,-0.0261985464073602,0,0,0,0,0,0,-0.0429675400868485,0,0.0726334575716473,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0933011653420215,0,0.119936701112191,0,0,0,0.122904211446793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0386922504134646,0,0,0,0,0,0,0,0,0,0,0,0.0597416616025981,0,0,0,-0.0219927973873968,-0.0312038157712205,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.106660980256526,0,0,0,0,0.131250654088114,0,0.0308897638515334,0,0,0,0,0,0,0,0,0,0,0,0.0804050247381573,0,0,0,0,0,0,0.0200567566548077,0,-0.0833481491329562,0.0166112000246536,0.0525969808576717,0,0.0843186094718888,0.105269444062742,0,0,-0.0211604015528182,0,0,0,0,0.00788639800971397,0,0,0,0,0,0,0
X000651.SZ,0.0130658749836076,0,0,0,0,0,0,0,0,0,0,0,0,-0.00300585522535391,0,-4.33680868994202e-19,0,0.00286262477742065,0,0,0,0,0,0.0010923246764311,0.00783572252760309,0,1.0842021724855e-19,0,0,0,0.0138297064070815,0,0,0,0,0,0,0.0141468699740361,0,-0.00286482015650577,0,0,0,-0.00675912651628966,0,0,0,0.0113157107695947,0,0,0,0.0276100400397523,-0.0272658571531074,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.134379161486609,0,0,0,0.010930957918178,0,0,0,0.0166104004492124,0,0,0,0.0801426268763146,0,0,0,0,0,-8.67361737988404e-19,0.0194463681754438,0,0,0,0,0,0,0,0,0,0,0,0,0.0851031403110592,0,0.105374538687452,0,0,0.021275692242285,0,0,0,0.000683385824589099,0,0,0,0,0.00997653683731054,0,0,0,0,0,0,0
X002304.SZ,0.120244524944295,0,0,0,0.46285040587619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173246243188501,0,0,0,0,0,0.0501233246212527,0,0,0,0,0,0,0,0,-0.0502126614552101,0,0,0,0,0,0,0,0,0.0799344762518346,0,-0.0124541246598679,0,0,0,0,0,0,0
X600276.SH,0,0.00462743778319313,0,0,0,0,0,0,0,0,0,0,0,0,0.112641093589143,0,0,0,0,0,0,0,0,-0.0499508267795608,0,0,0,0,0,0,-0.0155460537617936,0,0,0,0,0,0.196798623521614,0,0.0583735936313586,-0.0557736931482037,0,0,0,0.0691176516591215,0,0.0780190365031652,0,0,0,0,0,-0.00486956049112778,-0.0630119747479314,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068481177635429,0,0,0,0,0,-1.0842021724855e-19,0,0.125372937165833,0.164338814479709,0,0,0.0339586808137784,0.0264543817710266,0,0,0,0,0,0,0,0,0,0,0.0669840122271305,0,0,0.127474769442948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.160851992334887,0,0,0,0.101015348993352,0,0,0,0,0.0528397602614742,0,0,0,0,0.108335636686528,0.0222611997929773,0,0,0,0,0,0,0.0192251397128578,0.102619782916135,0,0,0,-0.101926717541285,0,0,0,0,0,0,0,0,0,0,0,0.0909611203114913,0,0,0,0,0,0,0,0.155398978120565,0,0,0,0.0325999170491379,0.0371718805807557,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0467274267503755,0,0,0.188003559524667,0,0.0123807907768637,0,0,0,0,0,0,0,0,0.063038269858302,0.236436842602942,0.0791047561371102,0,0,0.0493820160858855,0,0,0,0,0,0,0.125901489822957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460471912779922,0,0.00961462234140519,0.14954664495934,0,0,0,0,0,0,0,0,0,0,0.178418523271213,0,0,0,0.231385679282302,0,0.0301968725701183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00911910763514128,0,0,0,0,0,0,0
