,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000625.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000596.SZ,X000063.SZ,X600031.SH,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X002129.SZ,X600703.SH,X000157.SZ,X002241.SZ,X600372.SH,X002236.SZ,X600741.SH,X000661.SZ,X002049.SZ,X600584.SH,X000977.SZ,X601877.SH,X002463.SZ,X002028.SZ,X600522.SH,X601799.SH,X600183.SH,X000800.SZ,X002074.SZ,X600460.SH,X600066.SH,X002156.SZ,X002007.SZ,X002223.SZ,X000921.SZ,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-0.0646887404114,0,0.394332725489481,0.12608305328331,0,0,0,0,0,0,0,0.0295357377322191,0,0,0,0,0,0,0,0,0,0,0.0552603478027609,0,0,0,0,0,0,0,0,0,0,0,-0.00976920889560007,0,0,0.120734775135799,0,0.0157882833967889,0,0,0,0,0,0,0,0.0326602470840464,0,0,-0.0131762873157723,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.424767802923896,0,0.138353986387489,0,0,-0.0265475790978563,0,0,0,0,0,0,0,0,0.0417110210936333,0.0754537459996376,0,0,-0.0177610197798486,0.0543753325523933,0,0,0,0,0,0,0,0,0,0.0301638561582338,0,0,-0.0395760662334715,0.00306417924588187,0,0,0,0,0,-0.0580675346453945,0,0,0,0.0268644758550812,0,0.037804376140073,-0.00185459695062473,5.42101086242752e-20,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.146226986735358,0,0,0,0,0,0.371653912017516,0,0,0.0445987828988017,0,0,0.105534793064134,0,0,0,0.151297228246468,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0547976210401823,0,0,0,0,0,0,-0.0152462790338197,0.0186671196952471,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0156732384070877,0,0,0,0,0,0,0,0.122273504492805,0,0,0,0,0,0,0,0,0,0,-0.049264161471376,0,0,0,0.425388096441077,0,0,-0.0741011741888833,0,0,0,0.152518365757342,0,0,0,0,0,0.0881918985742976,0.0830319640043301,0.0759741528699535,0.0433152455362981,0,0,0,-0.015995008714436,-0.0049007800268299,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.479012951340296,0,0,0,0,0,0,0,0,0,0,0,0.401562511393194,0,0,0.00503267338570826,0,0,0,0.134441394879548,0,0,0,0.0116935039181233,0,0,0,0,0,0,0,0,0,0,0,-0.133155651535808,-0.0410137804468964,0,0,0,0,0,0,0,0,0,-0.0258000065829388,-0.000122612921955461,0,0,0,-0.0244943413305251,0,0
X000568.SZ,0,0.654629339732979,0,0,0.406313873988079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689831750642897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726421564089532,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113525604418167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399006911376156,0,0,0,0,0,0,-0.121002657888754,0,0,0,0.0772953102847231,0,0.0347774920112375,0.0257409393231936,0,0,0,0,0,0,0,0,0,-0.0662141014614058,0.0226433254298077,0,0,0,0,0,0
X600690.SH,0,0,0,0.00769557631826757,6.93889390390723e-18,0.277383780974275,0,0,0.0371420367010678,0,0,0,0,0,0,0,0.0576914784046967,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0253132936522495,0,0,0,0.151926712892401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569913612007132,0,0.0567139742602924,0,0.0282136770425804,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.218024061454978,0,0,0,0,0,0.072872057346213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164100800740515,0,0,0,0,0.0991083370425433,0.036459923411537,0,0,0,0,0,0,0,0.160617260572421,0,0,0.00958713904977738,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823072427213189,0,0,0,0,0,0,0,0,0,0,-0.0806033496930591,0,0.099748624064482,0,0.058806831731317,0,0,0,0,0,-0.0300540329608021,0,0,0,0,0,0,0,0,0,0.0260681392708691,0,0.126665233727062,0.184880845538991,0,0.0113998349084231,0.138265674610534,-0.0361009705171095,0.031874846125392,0,0,0,0.0317680280909047,0,0
X600104.SH,0,0,0,0,0,0.0591925839908076,0,0,0,0,0,0.1508616736562,0,0.0726570632221431,-0.0851294928788074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158647450589242,0,0,-0.0431840730501061,0,0,0,0.0116159923986875,0.0310208600178514,0.0598999990489239,-0.0140957350953351,0.0410604447720858,0,0,0,0,0,0
X300124.SZ,0,0,0.234752062908138,0,0,0,0,0,0,0,0,0,0,0.151833954894699,0,0,0,0,0,0,-0.308251436695196,0,0,0,0,0,0,0.149018405458297,0,0,0,0,0,0,0.0176735395253721,0,0,0,0,0.272022584934581,0,0,-0.0898233991187257,0,-0.00611395388777621,0,0,0,-0.0628097178910461,0.107412123305336,0,4.33680868994202e-19,-0.00198480259487008,0,0,0,0,0,0
X002304.SZ,0,0,0.15524528046139,0,0,0.340260820167511,0,0,0,0,0,0,0,0.056781652592717,0,0,0,0,0,0,0.0389279084184028,0,0,0,0.145022780507083,0,0,0,0,0,0,0,0.00702454283118701,0,0,0,0,0,0,0,0,0,0,0,0,0.0209690378140413,0,0,0,0,0,0,-0.008375249847371,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0713470623447635,0,0,0,0,-0.0226624122243251,0.223819087649754,0,0,0,0.262640487586746,0,0,0.0348897125273349,0,0,0,0,0,0,0,-0.138187044799893,0,0,0,0,0,0,0.17299074950017,0,0,0.411589332643019,0,-0.176277849866111,0,0.194576013782385,0,0,0,0.0786697417551053,0.142332097167576,0.00519062651267033,0,0.119425514840879,0,0,0,0,0
X000725.SZ,-0.280057001329313,0,0,0,0,0,0,0,0,0,0,-0.0408871860346385,0,0,0,0,0,0,0,0,0,0.643146463534556,0,0.0875920590813706,-0.0385250072900998,0,0.0641487404243352,0,0,0.279784901818971,0,0,0,0,0,0,-0.0476845336603927,0,0,-0.00844306501735563,0,0,0,0,0,0,0,0,0,0.0491057007438852,0,-0.0353926589749059,0.0287786436859848,0.108534738940352,0,0,-0.123425792169783,0,0
X002371.SZ,0,0,0,0,0,0,0.00026563706936078,0,0,0,0,0,0,0.0958531925743072,0,0,0,0,0.406926142083914,0,0,0,0,0,0,0,0,0.00961622996322702,0,0,0,0,0.199577780849231,0,-0.0604276480688955,0,-0.0202902146255727,0,0,0,0,0,0,0,-0.0285323202606041,4.33680868994202e-19,0,0,0,0.0791900191613238,0,0.0305002496074813,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.224785632549489,0,0,0,0.270067564287691,0,0,0,0,0,0.384153156652059,0,0,0,0,0,0,0,0,0,0.0336989045103355,0,0,0,0,0,-0.340147906271835,0,0,0,0,0,0,-0.064299257350431,0.0456141960860552,0,0,0,0,0,0,0,0,0,0,0,0,0.0167527397013658,-0.01330176485944,0.0390729313277541,0,0,0,-0.00596660197179293,0,0
X000596.SZ,0,0,0,0,0.234475130838868,0.207269203304095,0,0,0,0,0,0,0,0.0752724475847079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225902172136975,0,0.18675387526845,0,0,0,0,-0.063265489150566,0,0.0445576377354148,0,0,0,0,0,0.015652432487544,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150548186442442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182336312428139,0,0.20957617251531,0,0.0155515885699331,0,0,0,0,0,0.188510991853471,0.0363086400329971,-0.0714590986148157,0,0,0,0,0.0321473668394864,0,-0.0177434840136879,-0.0103873197127817,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0204024343602254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641486260362759,0,-0.0156572351053013,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0624547723738191,0,0,0,0.118005280022167,-0.0510251130362874,-0.0113873986002754,0.212537956397633,0,0,0,0,0,0,0,0,0,-0.0307581153947457,0.0439223435577584,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.307265033052202,0,0,0.0768131523774372,0.114653045452167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243283912329231,0,0.105264936477555,-0.0130037075697377,0,0,0,0.195020191272182,0,-0.00691896493984112,0.00491862426497501,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769318357125347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033244599711172,0,0,0,0,0.0596102194646969,0,0.0808905671640987,0,0,-0.0572288638076284,0,-0.00795350153456817,0,0,0,0,0.295916999043186,0,0,0.0202191246498901,0,0,0.00424403428070551,0,0,0,0.064087537033327,0,0
X600089.SH,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0674397219270456,0,0,0,0,0,0,0.0900088487671966,0,0,0,0,0,0.0774592825457387,0,0,-0.0300303343040179,0,0,0,0,0,0,0,0.445712896066344,0,0.0332834859603912,0,0,0,0,0,0,0,0,-0.0379965394835181,0,0.0822353469709103,0.00535868070810064,0,3.74173136512973e-06,0,-0.0179391348913633,0,0,0,0,0
X002179.SZ,0,0,0,0,-0.0629382608063066,0,-0.292398718685365,0,0,0,0,0,0,0.219627205596457,0,0,0,0,0,0,0.0213359618947891,0,0,0,0.269036904312396,0,0.414401848197376,0,0,0,0,0,0,0,0,0,-0.395977341944314,0,0,0,0,0.0550419470651869,0,0,-0.0293065524988862,0,0,0,0.109376391451885,0,0,-0.0344301642636426,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.00627749213889009,0.116092647910827,0,0,0,0,0,0,0.212084622764109,0,0,0,0,0,0,0,0,0,0.154178818913652,0,0,0,0,-0.0708457027673681,0,0,0,0,0.0345764479693588,0,0,0,0.073542753994045,0,0,0,-8.67361737988404e-19,0,0,0.0711198943452602,0,0,0,0,0,0.151345003108664,0,-0.0172163953040029,0.0178211110515866,0,0,0,0.0956601316162356,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188803666146696,0,0,0,0,0,0.0672245988218687,0,0,0,0,0.161750866703061,0,0.0770676777870216,0,0,0,0,-0.06313900645468,0,0,0,0,0,0.0950412967583513,0,0,0,0.179310862354925,-0.0865914722333276,-0.00312639876583452,0.00839662607848008,0,0,0,0,0,0
X000157.SZ,-0.098632364238825,0,0,0,0,0,0,0,0,0.118930866832327,0,0,0,0,0,0,0,0,0,0,0.157513138158254,0,0,0.016567566400977,0,0,0,0,0,0.0195163192807293,0,0,0,0,0,0,0.0388717566789824,0,0,0,-0.0413104200956763,0.00944603558275443,0,0,0,0,0,0,0.202340659704633,0,0,-0.0231821697417875,0.0238053705041372,-0.0225398460847711,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.283738506461217,0,0,0,0,0.0353177977077092,0,0.0273166119431515,0.0292989574474399,0,0,0,0.149941685807432,0,0,0,0,0,0,0,0,0,0,0,0,0.0536196315986906,0,0,0,0,0.0935206320895217,-0.037633021131945,0,0,0.170913299033827,0,0,0.0210447351761862,0,0,0,0,0,0,0,-0.0206438417066977,-0.00891602921880703,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134136598385555,0,0,0,0,0,0,0,0,0,0.059950160219336,0.041406077953345,0,0,0,0,0.0422487019582996,0,0,0.11578146135971,0,0.0578534918002083,0,0,0,0,0.010660422033352,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353750600638731,0,0,0,-0.0340189629618717,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.190326941218618,0,0,0,0,0.02804171972182,0.0998792780136194,0,0,0,0.211335096530538,0,0.00152615839359762,0,0,0,0,0,0,0.226803544386219,0,0,0,0,0,0,0.0143891344433972,0,0.0717379314729849,0,0.112572232681169,0,0,0,0,0,0,0,0,0,0,0,0,0.0162089071840082,-0.0418637757786848,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105766359015376,0,-0.0687588919000142,0,0,0,0.117288873557751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207699469849833,0,0.165287528677165,0.115620169814886,0,0,0,-0.0448397482262265,0,0,0,0.218830527768077,0,0.0146261187723653,0.00735461598053526,0,0,0,0.0743367848912131,0,0
