,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X000559.SZ,X600118.SH,X600066.SH,X000157.SZ,X002236.SZ,X600372.SH,X600089.SH,X002475.SZ,X600741.SH,X000338.SZ,X002241.SZ,X002292.SZ,X000568.SZ,X600839.SH,X300124.SZ,X600177.SH,X002465.SZ,X002294.SZ,X600867.SH,X002074.SZ,X000977.SZ,X002129.SZ,X000869.SZ,X000800.SZ,X600582.SH,X300003.SZ,X600498.SH,X600525.SH,X000581.SZ,X000550.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.12746233920005,0,0,0,0,0.208300201706936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149971367232834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636197469873204,0,0,0,0.00447317952132755,0.0466283806228304,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0562659350328963,0,0,0,0,0,0,0,0,-0.0387585805457991,0.407696376349219,0,0,0,0,0.310215945254858,0,0,0,0,0,0,0,0,0,0,0.0581389268729098,0,0,0,0,0,0,0,0,-0.189678227664149,0.134311437010913,0,0,-0.0977164751282479,0,0.0107785145147734,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.263162695483592,0,0,0,0,0,0,-0.0639776644432702,0,0,0,0.0235636156621333,0,0,0,0,0,0,0,0,0,0.123401165529238,0.0052321302273196,0.0694091563262155,0.0237097545239182,0,0,0.000369794897657798,0,0,0.195448006582603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.185165269139359,0,0,0.0154723406350126,0,0,0.0632607922148214,0.173531171791392,0,0,0,0,0.240106426005113,0,0,0,0,0,0,-0.0221422122892839,0,0,0,0,0,0,0,0,-0.0289926674559166,0.123116992886746,0,0.0957674727283765,0,0,0,-0.022896146647951,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.056191890399531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875261153989794,0,0,0.00424383845632907,0.261200432092706,0.245238545777101,0,0,0,0,0,0.00886159251627237,0.0135548299181807,0,0,0,0,0,0,0,0,0.103527815046514,0,0,-0.0170274636721312,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0811690678452701,0,3.46944695195361e-18,0.223997036113065,0,0,0,0,0,0,-0.11116455560916,0,0,0,0.0713378478074294,-0.0543419694880715,0,0,0,0,0,0,0,0.381287419034184,0.0330066611299436,0,0,0,0,0,-0.0893812146116605,0,0,0,0,0,0,0,0.0559627791909558,0,0,0,0,0,-0.0624298206045076,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0103748390187733,0,0,0,0,0,0.0457736593875232,0,0,0,0,0.0182367513456208,0,-8.67361737988404e-19,0,0,0.195282661889299,0,0.3706261845117,0,-0.164594616933602,0,0,0,0,0,0,0,0,-0.00973560747923577,0,0,0,0,0,0,0,0,0,0.19990915869748,0,0,0.0101804240357488,0,0.0365914778384137,0,0,0,0,0
X002304.SZ,0,0.294211842137011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310015092135921,0,0,0,0.177708917867868,0,0.276605037563669,0,0,0,0,0.00207341499819206,-0.0487497615345788,0,0,0,0,0,0,0,0,0,0,-0.153043621702037,0,0.0189348174975136,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015071939655088,0.25651672979429,0,0.0333048096238826,0,0,0,0.344159197504043,0,0,0,0.0110180885331523,0.0371943421284437,0,0,0,0,0.0569659380861399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378076754569744,0,0,-0.0104471652527544,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0389528366246255,0,0,0,0,0,0.00379167546359785,0,0,0,0,0.0239561101775724,0,0,0.0165935725599156,0,0.000496863690956068,0,0,0.340454990577068,0.180834364979689,0,0,0,0,0,0,0,0,0,0,0,0,0.0175476056520493,0,0,0,0,0,0,0,0.183791017564315,0,0.0103296830605348,-1.0842021724855e-19,0,0,0,0,0,0
