,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X000661.SZ,X600741.SH,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X600183.SH,X002236.SZ,X002007.SZ,X601877.SH,X300142.SZ,X000157.SZ,X000100.SZ,X000066.SZ,X300124.SZ,X002179.SZ,X002463.SZ,X000977.SZ,X600271.SH,X002008.SZ,X000625.SZ,X300136.SZ,X300014.SZ,X002371.SZ,X002456.SZ,X600177.SH,X002506.SZ,X600066.SH,X600584.SH,X002180.SZ,X600498.SH,X002129.SZ,X002508.SZ,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0752066309096916,0,0,0,0,0.581398807216383,0,0,0,0.0126673579452725,0,0,0,0.0339194782388266,0,0,0,0,0,0,0,0,0,-0.00876617875910123,0,0,0,0.0221813689129492,0,0,0,0,-0.0732849633683945,0,0,0,0,0,0,0.0776111753060512,0,0,-0.0477843783113421,0,0,0,0.0078362900984382,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0699416082900709,0,0,0.0244600836953761,0,0.576196448556892,0,0,0,0.0954300571945374,0,0,0.0120329145596884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232157865683104,0.0348395381867509,0,0,0,0,0,0,0,0,0,0,0.00274011766054612,0,0,0,0,-0.0195227563591666,0,0
X600276.SH,0,0.0189486439164594,0,0,0,0,0,0,0.0566901073342933,0,0,0.188532575829803,0,0.0290727084539363,0,0,0.0991029984624106,0,0,0,0,0,0,0,0,0,0,0,0,0.000921976200338607,0,0,0,0,0.123631355710666,0.0711743413329698,0,0,-0.066944767929371,0,0,0,0,0,0,0.0112166449694502,0,0,0,0,0,0,-0.00131062753020045,0,0,0,0.0366892917568681,0,0
X000651.SZ,0,0,0.0630994930806624,0,0,0,0,0,0,0,0,0,0,0.0573953140198767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0795033397381329,0,0,0,0.0663255826616389,0,0,0,0.00327711805021695,0,0,0.011827971674129,0.149106691751577,0,0,0.0883679748366889,-0.10237488634428,0,0,0,0.0930857903907727,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475728044283677,0,0.167574680609905,0,0,0,-0.010488360286612,0,0,0,0,0,0,0,0,0,0,-0.000587392737948201,0,0,0,0,0,0,0,0,-0.0710431148269277,0,0.0815854400839758,-0.109871381013196,0,0,0,-0.0198234117334708,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.109000511932777,0,0,0,0,0.0513487149387613,0,0.110490675083538,0,0,0,0,0,0,0,0.0652366821555452,0,0,0,0,0,0,0.0125338213573611,0.0400860064530672,0,0,0,0,0,0,0,0,0,0,0.0409220989359355,0,0,0,0,0,0,0.00422764638087924,0,0,0,0,0,0,0
X002475.SZ,0,0.200425631236302,0,0,0,0,0,0,0.0374114947139046,0,0,0,0.0801448855744613,0,0.293693215200477,0,0,0,0,0.0217309603375712,0,0,0.0155968503851954,0,0,0,0,0,0,0.169156804226214,0,0,0,-0.0985545181148298,0,0.367379064759214,0,0.214127814003401,0,0,0.00333492417920491,0,0,0,0,-0.101341614134149,0,0,0,0,0,0,0.0538553191482515,0,0,0,0,0,0
X003816.SZ,0,0,0.0732915558129223,0,0,0,0,0,0.100406463645185,0,0,0,0,0,0.277764772294019,0,0,0,0.241909967877038,0,0,0,-0.0494475796846756,0,0,0.138127498939954,0,-0.257451453734634,0.0396949229289184,-0.110093659588453,0,0,0,0,0,0,0,0,-0.0194633836099595,-0.0751940744498208,-0.00868182158751008,0,0,0,0.020481151239849,0,0,0,0,0,0,0.109627378486215,0,0,0,0,0.164710991953801,0,0
X002304.SZ,0.273404175437351,0,0,0,0,0,0,0.128153232031778,0,0,0,0,0,0.0151043269232093,0,0,0,0,0.0414518185754788,-0.010451192527223,0,0.113287416416438,0.0514899033641378,0,0,0.0490150048565852,0,0.00122466274739077,0,0,0,0,0,0.00161197318219267,0,0,0,0,0,-0.0212494444532717,0,0,0,0,0,0,0,0,0,0.045695198483928,0,0,0.0287798893944145,0,0,0,0,0,0
X000063.SZ,0,0,0.03667410174555,0,0.118881936207802,0,0,0,0,0,0,0.0222251679889371,0,0,0,0,0.209027390149354,0,0.227507004565418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0176777337209358,0,0,0.0221546965271371,0,0.00477779749608311,0,0,0,0,0,0,0,0,0,0.0545449338901742,0,0.0692255936419175,-0.0527782943846318,0,0,0,0.0497469965763756,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126715405673679,0,0,0.00813088503350556,0,0,0,0,0,0.0311989209920092,0.00475284913943006,0,0,0.0157648398657531,0,0.0518314925261461,0.0785936072909569,0,0.0551380126346893,0,0,0.0522442437677835,0,0,0,0.108855375945628,0,0,0,0,0,0,0.0176194126331143,0.0128875509807512,0,0,0,0,0,0
X000568.SZ,0.335843365523553,0.358700081800521,0,0,0,0,0,0,0,0.0500545548173311,0,0,0,0,0,0.052762104563793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104306588926372,0,0,0.00224691791466307,0,0,0,0,0.0647633496096272,0,-8.67361737988404e-19,0,0.0480678720639982,0,0,0,0.0106801533264983,0.0223838928319002,0,0,0,0.049257622047391,0,0
