,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X601877.SH,X002236.SZ,X000581.SZ,X000550.SZ,X000559.SZ,X000050.SZ,X600118.SH,X002475.SZ,X000568.SZ,X600271.SH,X000623.SZ,X600066.SH,X002294.SZ,X600839.SH,X002129.SZ,X300124.SZ,X002456.SZ,X002007.SZ,X000869.SZ,X000400.SZ,X600867.SH,X300003.SZ,X600177.SH,X600435.SH,X000800.SZ,X002292.SZ,X002038.SZ,X000977.SZ,X002465.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0570097792698618,0,0,0,0,0,0,0.132466958446288,0,0,0,0,0.470005868673691,0,0,0,0,0,0,0,0.00227569211681848,0,0,0,0,-0.0236450924178244,0,0,0,0,0,0,0,0,0.237323882718729,0,0,0,0,0,0,0,0,0,0,0,0,-0.002699358061911,0.0347015795158058,0,0,0,0,0,0
X600519.SH,0,0,0.0650173744597066,0,0,0.178562591139105,0,0.192269498622958,0,0.0454690782047596,0,0,0,0,0,0,0.166730526180941,0,0,-6.93889390390723e-18,0,-0.0168283554397407,0,0,0,0,0,0,0,0,0,0,0,-0.0376375810111656,0,0,0,0,0,0,0.0483706866792917,0,0,0,-0.0356680574824273,0,0,0,0,0.107680973220688,0,0,-0.0390925838639693,0,0,0,-0.0799924266165468,0,0
X000725.SZ,0,0.0916249039898538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354157988863203,0,0.161636150865818,0,0,0,-0.0333767263955022,0,0,0,0,0,0,0,0,0.0280377743586615,0,0,0.0532599252418575,0,0,0.0130744183867844,-0.158734312480496,0,0,0,0,0,0,0,0,0,0.0166285984974324,-0.0312560786194082,0,0,0,0,0,0
X000651.SZ,0.00810889448683171,0,0.109729227562382,0,0,0,0,-0.100364334833531,0,0.195105582859999,0,0,0,0.124119145623618,0,0,0,0,0,0,0.19292720217771,0,0,0.0650536401579226,0,-0.0659450010789543,0,0,0,0,0,0,0,-0.0182367073078576,0,0,0,0,0,0,-0.0967554987106177,0,0.0850523644030104,0,0,0.0187433379457575,0.082134554816889,0.12849726575666,0,0,0,0.000494743180065279,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.017453231887685,0,0,0,0.0123531613227355,0,0,0,0,0.194078523502325,0,0,0.0843882114017685,0.0952647566804687,0,0,0,0,0,0,0,0,0.2487131786988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778062852332728,0,0,0,0.0210769809114246,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0865587681168596,0.028075948580627,0,0,0,0.12502059652176,0,0,0.0258652786773213,0,0,0,0.0257656485940665,0.0711085393676774,-0.00140219566355985,0,0,0.327954345287026,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155234917215824,0,0,0,0,0,0,0
X000625.SZ,0.0672135689170889,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.17289776629849,0,0,0,0,0.0626764844640152,0,0,0,0,0.124783418186728,0,0,0,0,0,0,0,0.0417372982481794,0,0,0.0283619636448595,0,0,0,0,0,-0.056595603154067,0,0,0,0,0,0.0824109645578956,0,-0.0043895155324782,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.183990670708275,0,0,0,0,0,0,0,0,0,0,0,-0.083661764686148,0,0,0.175638410993448,0,0,0,0,-0.0665383820118103,0.0144452449247539,0,0.27814607873737,0,0,0,-0.219926520081015,0,0.0802125076982719,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.389594209402731,0,0,9.12600400496525e-05,0,0.00595765341707265,0.0303836958277306,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0326229067442687,0,0,0,0,0.0345001929656667,0,0,0,0,0,0,0.0336201021109246,0,0,0,0,0,0,0,0,-0.0707941336416085,0,0,0,0.19215337547699,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.124318164670598,0,0,0,0,0.010116402449713,0,0,0,-0.165315211557497,0,0
X600690.SH,0,0.201200132280942,0.243071909721314,0.160046990736885,0,0,0,0,0,0,0,0,0,0.100018241961864,0,0,0.156085869289203,0,0.0589911484473996,0.0815983829983858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076141021623635,0,0,-0.0168522705334064,0,0,0,0,0.119296623682164,-0.0555984380845467,0,-0.0250154836112442,0.0957065403842866,0,0,0,0,0,0
X000063.SZ,0.170638536688217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322946963027407,0,0,0,0,0,0,0,0.0441481798720227,0,0,0,0,0.0536337424061073,0.0489142377327686,0,0.092747128310892,0,0,0,0,0,0,0,0,0,0,0,0.0199670837413241,0,0.00206964522899727,0.0038319471343246,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0367470595014217,0,0,0.0360576508301118,0,0,0.351407475294144,0.0333913856563804,0,0,0.0583942369277496,0,0.0653456740499092,0,0.0515797595222541,0,0,0,0,0,0,0,0,0,0,0,0.0349365195685828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095605119641326,-4.33680868994202e-19,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0.185428638870389,0,0,0,0,0,0,0,0,0,0,0,-0.0499091354674436,0,-0.0530180127071391,0,0,0,0,0.0689591507508341,0,0,0.257435232063628,0,0,0,0,0.206227795366719,0.181992023491495,0,-0.0328587960007945,0,0.032851671538454,0,0,0,0,0,0,0,0,0.0506422574495165,0,0,0.0148610938485072,0.0239706845143976,0,0,0,0,0,0
X000338.SZ,0,0,0,0.176453201155846,0,0,0,0,0,0.154447829381812,0,0,0,0,0,0,0,0,0,0.0142061961562464,0,0,0,0,0,-0.00333659967772581,0,0,0,0,0,0,0.0882448061338175,0,0.0216979586939539,-0.0895307249935628,0,0,0,0.025190028670676,0,-0.137346649061055,0,0,0,0,0,0.140625308793692,0,-0.00453170204425585,0,0,0,0,0,0,-0.0101725620455094,0,0
X002241.SZ,0,0,0,0,0,0,0,-0.0200463658255759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182652842827534,0,-0.0407157450661003,0,0.0495011141027783,0,0,0,0,0,0,0,0.189930041120411,0,0,0,0,-0.0317197976229257,0,0,0,0,0.0229339551056871,0,0,0,0.229555393473024,0,0.00714067325147182,0,-0.0122410602351392,-0.0125803766150991,0,0,0,0,0,0
