,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X002129.SZ,X000100.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X000157.SZ,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X002074.SZ,X002007.SZ,X002463.SZ,X000800.SZ,X600183.SH,X601799.SH,X600418.SH,X300142.SZ,X002180.SZ,X000733.SZ,X600460.SH,X002028.SZ,X600702.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.347072961457642,0,0.0514319165359401,0.0640882801984857,0,0,0,0.0530859060148973,0,0,0,0,0,0,0,0,0,0.0341378760912107,0,0,0,0,0,0,0,-0.00167226599599198,0,0,0,0,0,0.00777592940976996,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.147143471456399,0,0,-0.00342534307651975,0,0,0,0,0,0,0
X000858.SZ,0.111043921814199,0,0,0,0,0,0,0,0,0,0,0,0.0201316677005532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167672767508268,0,0.10255582405829,0,0,0,0,0,0,0,0,0,0,0,-0.103497526495599,0,0.136070627052879,0.00547733264919639,0,0,0.0565935917557158,0.22154325867833,0,-0.00132423677612816,-0.022519529943838,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18260366082683,0,0,0,0,0,0,0,0,0,0.077011695895403,0,0,0,0,0,0,0,0.100057306045274,0,0,0,0,0.0176885493611361,0,0,0,0.0288366349467976,0,0,0,0,0,0,0.120443221590468,0,-0.00522547759255777,0.00993065164701055,0,0,0,0,0
X000568.SZ,0.469095783759181,0,0,0,0,0.343786514768709,0,0,0,0,0,0.106946822676839,0,0,0,0.197669701452255,0,0,0,0,0,0,0,0,-0.0106047894381388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120916942872581,0,0,0,0,0,0,0,0.000746755970363786,0.0106176634548147,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.103275313354661,0,0.234204438961878,0,0,0,0,0,0,0,0,-0.0137661957070312,0,-0.0462733662446913,0,0,0,0,0,0,0,0,0,0,0.0955080756847624,0,0,0,-0.031766677374589,0,0,0,0,0,0,0,0,0.00411538905794266,0,0.0699556745727417,0,0,0,0,0,0,0.00663254035590593,0,0,0,0,0,0
X600809.SH,0.266037745660006,0,0,0.359125916757703,0,0,0.044797253202439,0,0,0,0,0,-0.034937045126133,0,0,0,0,0,0,0,0,0.0298872746657074,0,0,0,0,0.0947198343656554,0,0,0,0.0196014998614079,0,0,0,0.0135107170199894,0,0,-0.0711310027605706,0,0,0,0,0,0,0,0,0.0471193015386621,0,0,0,0,0.0300485006850508,-0.0596017338795226,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816342175468058,0,0,0,0,0,0,0,-0.0450378595830376,0,0,0,0,0.401842652862629,0.10044209130798,0,0,0.022300942840439,0,0.0627168266272861,0,0,0,0.266734765683483,0,-0.0608472769706404,0.0952996137497701,0,0,0,-0.143868792418668,0,0
X600690.SH,0.0343209395555862,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0.0407595055343632,0,0,0.160016883246195,0,0,0.17952344965263,0,0,0,0,0,0,0,0,0,0,0.0063797477934157,0.0018715043453086,0,0,0,-0.0341537440324004,0,0,0,0,0.0682942202483374,0,0.0866036276427577,0,0,0,0,-0.013398398745474,0.00245383489984587,0,0,0,0.00785665060763223,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.209440098912274,0,0.0971696888133185,0.0432254008176268,0,0,0,0.076170153153516,0,0,0,0,0,0,0.00702569938762514,0,0,0,0,0,-0.0348109445854892,0,-0.146272108093973,0,-0.136811566130546,0,0,0,0.101595492898128,0,0,0,0.0990650942156382,0,0,0,0,0,0,0,0.0593134800779317,0,0,0,0,0,0,0.0569709160201675,-0.107112844855726,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.132326226442973,0,0,0,0,0.0595130672537701,0,0,0.0230785819014175,0,0,0,0,0,0,0,0,0,0,-0.0976556533842281,0,0,0.0247585158945468,0,-0.00369430472447388,0,0,0,0,0,0,-0.0264839257644471,0,0,0,0,0,0.35689608672854,0,0,-0.028818900638336,0,0,0,0,0,0
X600104.SH,0.0726423646847235,0,0,0,0,0,0,0.164743665075809,0,0,0,0,0.0971339601741529,0,0,0,0,0,0.12573840413169,0,0,0,0,0,0,0,0,0,0,0,0,-0.0693698160503133,0.131190860346835,0.0961798966163391,0,0,0,0,0,0,0.0609484170461884,0,0,0.0281593058986621,0,0,-0.0213256228114279,0,0,0,0.0280223854465608,0,0,-0.00387752692126363,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.248670464087878,0,0.282471299732765,0,0.0481278070588185,0,0.0683548094290467,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244484306464615,0,0,-0.0277242306042498,0,0.0861929384170808,0,0,0,0,0,-0.00101446285077895,0,0.0483104411700147,0,0,0,0,0
X000625.SZ,0,0,0,0,0.116437503526418,0,0,0,0,0.0462906515147705,0,0,0,-0.0670754966461883,0,-0.221358098561105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143226715436341,0,0,0.0265293185146758,0.462353319553406,0,0,0,0.0669692198259069,0,0,0,0.412766576934376,0,0,0,0,0,0,0,0,0,-0.182836047510049,0,0,0,0,0
X000725.SZ,-0.0717709660486227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110994497580859,0,0,0,0,0.101247464765262,0,0.494316517000971,0,0,0,0,0,0,0,0,0.0673693646479909,0,0,0,0,0,0,0.00221130442333288,0,0,0,0.00541242949500089,0,0,0,0,0,0,0,0,0.0145918539975684,0,0,0,0,0,0
X003816.SZ,0.0261940834156144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508324381413744,0,0,0,0,0,0,0,0.0463826739051205,0,0,0,-0.00794963559917516,-0.206492740481749,0,0.0269277953679682,0,0.00379422610950705,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183850807737807,0,0,0,0.00730383687207624,-0.00125618844691776,0,0,0,0,0,0
X000596.SZ,0,0,0,0.357136546780198,0,0,0,0,0,0,0,-0.0528225143512696,0,0,0,0,0,0.0410224948490643,0,0,0,0,0,0,0,0,0,0,-0.0487492082353127,0,0.141938573860109,0,0,0,0,0,0,0,0.0726852896149787,0.00537050209744473,0,0,-0.0170622694669351,0,0,0,0,0.0626166743488076,0,0,0,0.00567851058646467,-0.0107487281274894,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.176735734158204,0,0,0,0,0,0.089716312867245,-4.33680868994202e-19,0,0,0,0,0,-0.0347458480655393,0,0,0,0,0,0,0,0,0.0861046016089301,0,0,0.321501303587023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107501565330502,0.042839782296833,0,0.11744008742824,-0.0338381032925293,0.0247084287252345,-0.230862503796702,0,0,0,0,0
