,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X000661.SZ,X000568.SZ,X000725.SZ,X600031.SH,X003816.SZ,X600809.SH,X600703.SH,X000338.SZ,X600690.SH,X002371.SZ,X002241.SZ,X300014.SZ,X000596.SZ,X000100.SZ,X300142.SZ,X002007.SZ,X300124.SZ,X300003.SZ,X002049.SZ,X600584.SH,X600183.SH,X600741.SH,X002129.SZ,X000977.SZ,X002236.SZ,X000625.SZ,X000157.SZ,X000800.SZ,X601877.SH,X002414.SZ,X002456.SZ,X300136.SZ,X000066.SZ,X002179.SZ,X002185.SZ,X002463.SZ,X002008.SZ,X600118.SH,X000021.SZ,X600522.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.204025293985487,0.151208228707455,0,0,0,0,0,0.100859987760875,0,0.000325818021732135,0,0,0,0,0,0,0,0,0,0,0.0192699544924725,0,0,0,0,0,0.0388197314334003,0,0,0,-0.0127659522269487,0,0.0775834492606401,0,0,0,0,0,0,0,0,0,0,-0.0904491778971873,0,0,0,0,0,0,-0.0079394477396792,0.0119889892855502,0,0,0,0,0,0
X000858.SZ,0.0271539180756573,0,0,0,0,-0.0593534307027789,0,0,0.0916098597465547,0,0.235440589165131,0,0,0,0.196421025178394,0.0438341288228483,0,0,0,0.118996489969736,0,0.0405212122843373,0,0.117397339581122,-0.00409883901105242,0,0,0,0,0,0,0.0492748266330517,0,-0.050535479804652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112560534558661,0.0108879290999287,0,0,0,0,0,0
X600276.SH,0,0,0,0.0785428188972493,0,0,0,0,0,0.157628732602427,0,0,0,0,0.0469755041562915,0,0,0,0,0,0,0,0,0.183294249112616,0,0,0,0.04066772773617,0.0301730528540301,0.161972813400138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403795854088105,0,0,-0.0148744232297328,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0388357416801778,0,0,0,0,0,0,0,0,0.287240264017872,0,0,0,0,0,0,0,0.0395108528046043,0,0,0,0,0.011397983248073,0,-0.0620333487120849,0,0,0,0,0,0.122363241841769,0,0,0.0404522427545572,0,0,0,0.0514431979907514,0,0,-0.0422670116453239,-0.00999252748925846,-0.0182586594419871,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.100865153531364,0,0,0,0,0,0,0.260017415427324,0,0,0,0,0.390775366595266,-0.0269315406825994,0,0,0,0.000355107350106624,0,0,0,0,0.0142750812480583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256248516955485,0,0.0256621191180032,0,0,0,0,0,0.0034141071954518,0.00873708234541964,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0662561702635735,0,0,0.0280355033131923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191408439839726,0,0,0,-0.0328616135547926,0.172108897595129,0.340262583567327,0,0,0,0,0,0,0,0,0,-0.0137335142324979,0,0,0,-0.0330274659208135,0,0.0122315954895383,0,0.00183953782311667,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,-0.135050057200139,0,0,0.0214305375774744,0,0,0,0,0.121313827012892,0.0858113828070588,0,0,0,0,0,0,0,0.135656747323317,0,0,0,0,0,0,0.0983520338938736,0,0,0,0,0,0,0,0,0,0,0,0.170761962533708,0,0,0,0,-0.0287755827527143,-0.00791552197515348,0.0163370776016017,0,-0.0343219471073755,0,0,0,0
X000063.SZ,0,0,0,0,0.037118182495267,0,0,0,-0.0296059291495912,0,0,0,0,0,0,0,0.141741572843815,0,0,0,0,-0.0677598250019891,0,0,0,0,0,0,0,0,0,0,0,0.168743829486613,0,0,0,0,0,0.0711586621847952,0,0.104124347250707,0,0,0.0468377906751047,0.204874976324846,0,0,0.0573410144448647,0.00923124865627233,-0.0678505449356085,0.0225791922799394,-0.0266296084688772,0,0,0,0,0,0
X002304.SZ,0,0.146381880937552,0.0477028669685311,0,0,0,0,0,0,0,0.433789301003185,0,0,0,0,0,0.12153357219137,0,0.0780734793466939,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182899648452721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639452997513436,0,0,0,-0.00737595521784559,0.0064352305766689,0,0,0,0,0,0
X000661.SZ,0,0,0,0.158843722302596,0,0,0,0,-0.079154333423498,0,0,-0.112592289669917,0,0,0,0,0,0,0.100429755165179,0,0,0,0,0,0.109345610862553,1.73472347597681e-18,0.0412001975840799,0,-0.103941762356334,0,0,0,0,0,0,0,0,0,0,0,0,0.10917360581204,0,0,0,0,0,0,0,0,0.0527879413456566,0.00761032612842659,-0.00839641623456328,0,0,0,0,0,0
