,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X000568.SZ,X600104.SH,X600809.SH,X600031.SH,X600690.SH,X000661.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X300014.SZ,X000596.SZ,X000338.SZ,X000625.SZ,X002241.SZ,X600703.SH,X000100.SZ,X600741.SH,X002007.SZ,X002371.SZ,X002129.SZ,X601877.SH,X000157.SZ,X002179.SZ,X002049.SZ,X600183.SH,X600584.SH,X002236.SZ,X002414.SZ,X300142.SZ,X000800.SZ,X601799.SH,X300003.SZ,X000066.SZ,X002074.SZ,X002008.SZ,X000799.SZ,X300146.SZ,X002508.SZ,X000977.SZ,X600779.SH,X002185.SZ,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.452241963117901,0,-0.0573562619058737,0,0,0,0,0,0.189381204956098,-0.0433307851570184,0,-0.0571653826630029,0,0,0,0,0,0,-0.000934756699643767,0,0,0,0,0,0,0,-0.0659544895663109,0,0,0,0.0611683514980159,0,0,0,0,0,0,0,0.166586907846219,0,0,-0.0147759901567395,0,0,0,0,0,0,0,0,0,0.0355320526449352,0,0,0,0.00459511650711954,0,0
X000858.SZ,0.170773318970748,0,0,0,0,0,0.0697307080206191,0.420520328056304,0,0,0,0,0,0,0.00482827141211989,0,0,0,0,0,0.0339009356142093,0,0,0,0,0,0,0,0,0,0,0.0392429197183929,0.0271969574512155,0,0,0.0038999252907242,-0.010488131930961,0,0,0,0.0497956661884885,0,0,0.0798223932833454,0,0,0,0,0,0,0,0,-0.00305781458375271,0,0,0,0.00603839565556327,0,0
X600276.SH,0,0,0,0,0,0,0.066915909578586,0,0,0.097963900518694,0,0,0,0,0,0,0,0,0,-0.0113537845250324,-0.00707282474925485,0,0.0817912363517915,0,0,0.123595829711,0,0,0,0,0,0,0,0,0.0084274180740487,0,0.199030879759856,0,0.0141962837480669,0,0,0.0158639480515384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135793359889325,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0640085590697997,0,0,0,0,0,-0.0279363546656385,0,-0.0949535024889284,0,0,0,0,0,0,0.0196627237520416,0.082230378054619,0,-0.162143750617521,0,0,0,0,0.0659340088660598,-0.00805036613198976,0,0,0,0,0,0,0,0.246881491491304,0,0,0,-0.0327901760910446,0,0,0,0.00953736116534841,-0.0217077720099547,0,0,0,-0.0127972305353687,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0510194017210363,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0781189013789999,0,0,0,0,0,0,0,0.189437076919872,0.0912541180905121,0,0,0,0.0618092101591667,0,0.0684805184260465,0,0,0,0,0.079110791680034,0.0150725609232525,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224806053808109,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971925918812784,0,0,0,0,-0.0819130667923488,0.435846930022868,0.000987610356477765,0,-0.00870023376375332,0,0,0,0,0,0,-0.0260573989933595,0,0,0,0,-0.0214196215192781,0,0,0,0,0,0,0,0,0,0,0.109725150298519,0,0.203110154076624,0,0,0.0447042821122117,0,0,0,-0.00683450064481321,0,0
X002304.SZ,0,0.0323846075448282,0,0,0,0,0,0,0,0.168874558218487,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.00534015577207459,0.0269916147738309,0,0,0,0.143937439397329,0,0,0.158579716409147,0.0878259266172196,0,0,0.0171865125154893,0.0549145726671572,0,0,0,0.197185802763044,0,0,0,0.0242815068350843,0,0,0,0,0,0,0
X000568.SZ,0,0.142465750306064,0,0,0,0,0.0203427827874581,0,0,0.406202707363596,0,0.0533111366724881,0.0340515003890099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301182661338832,0.0903104354774081,0,0,0,0,0,0.127331380555243,0,0,0,0,0,0,0,0,-0.00328520459805378,0,0
X600104.SH,0,0,0,0,0,0.0557154051363865,0,0,0,-0.0385791970607942,0,0,0,0,0.062284732282633,0,0,0,0,0.0634592013043722,0.172595644468683,0,0,0,0.212290550436157,0,8.67361737988404e-19,0,0,0,0,0.00587106094335268,0,0,0,0,0,0,0,0,0,0,0.188808758194805,0,0,0,0,0,0.0675629065276416,0,0,0.0309675757263504,0,0,0,0,-0.0119311195597345,0,0
X600809.SH,0,0,0,0,0,0,0.0131803654716107,0.320260700497104,0,0,0,0,0,0,0,0,0,0,0,0,-0.115251523512886,0,0.063865169687186,0,0,0,0,0,0,0,0,0,0,0,0,-0.099494231155949,0,0,0.176155124743435,0,0,0,0,0.25401663365315,0,0,0,0,0,0,0,0.0308082145896167,0,0,0,0,0.0277533170910546,0,0
