,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000338.SZ,X600031.SH,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X002236.SZ,X000100.SZ,X300124.SZ,X600809.SH,X002008.SZ,X000625.SZ,X300003.SZ,X000596.SZ,X600487.SH,X000050.SZ,X000661.SZ,X600498.SH,X002456.SZ,X002007.SZ,X600776.SH,X000157.SZ,X002179.SZ,X300142.SZ,X300146.SZ,X600066.SH,X600177.SH,X600522.SH,X600089.SH,X002129.SZ,X002506.SZ,X002241.SZ,X002180.SZ,X600867.SH,X600566.SH,X600372.SH,X000977.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0614057562728387,0,0,0,0,0,0,0,0,0,-0.0467226844501052,0,0,0,0,0,0,0,0.0404309601058196,0,0,0,0,0.0824347336549975,0,0,-0.0300459191588475,0,0,0,0.0928778586563394,0,0,0,0,0,0,0,0,0,0,0,0,0.116702354475513,0,0,0.00237743541261245,0,0,0,-0.00955685287138291,0,0
X600104.SH,0,0,0,0,0.127674068439451,0,0,0,0.118718003802857,0,0,0,0,0,0.231845508775519,0,-0.0132935191820902,0,0.0270311653681434,0,0,0,0,0,0,0,0,-0.0521522482890391,0,0,0,0.16789586893185,-0.0203893171128488,0,0.0837828677890645,0,0,0,0,0,0,0.045342777685878,0,0,0,0,0.11398067961542,0,0,0,0,0.0103086892494071,-0.0459163191960352,0,0,0,-0.0037845571731284,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-0.0193985136899041,0.234814963521327,0,0,0,0,0,0,0,0.537699108398361,0,0,0.2055598239718,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.12992402335743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445477071297268,0.0427665132945951,0,0,0,0,0,0
X000651.SZ,0,0.147883244631641,0,0,0,0,0,0,0.0834728444961169,0,0,0,0,0,0.0185017678091603,0,0,0,0.0892469218853848,0,0,0,0,0.0527597534210099,0,0,0,0,0,0,0,0,0,0,0.047755110090826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0331530707842276,0,0,0.0521946543533466,0.0962475269736176,0,0.0255901421674589,0,0,0,0,0.32027608306996,0,0,0.00808626086326256,0,0.0237448286728618,0,0,0,0.02692547275065,0,0.0355882976254016,0,0.0378296450640758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970722886625077,0,-0.00290596130426097,0,0,0,0,-0.0302985537101331,0,0
X600276.SH,0.210439086388386,0,0,0,0,0,0,0,0,0,-0.328755528590273,0,0,0,0,0,0.272734752722267,0,0,0,0,0,0,0,0.234033399599367,0,0,0,0.284999113941499,0,0,0,0,0,0,0,0.0393076123614582,0,0,0,0,-0.0763702830420415,0,0,0,0,0.235545825325353,0,0,0,0,0.0572625411139532,0.0444948774943598,0,0,0,0,0,0
X002304.SZ,0,1.73472347597681e-18,0,0,0.0944438552291172,0,0,0,0,0,0,0,0,0.121848976704153,0.0599540522802966,0,0,0,0,0,0,0,0,0,0.165340775039405,0,0,0,0,0,0,0,0,0,0,0,0.14377777096497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434021409462669,0,0,0,-0.0140646694323662,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0802019841248382,0,0,0.0263099142827928,0,0,0.0450930329505934,0,0,0.0564065057880797,0.0454681023303831,0,0,0,0,0,0,0,0.10223482879841,0,0,0.00687890442635718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463376920945944,0,0,0,0.124349832634216,0,0.00681792792160638,0.0144510775536544,0,0,0,0,0,0
X600690.SH,0,0.228591487264034,0,0.316245670398449,0,0,0.0638342749249588,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0850024577249188,0,0,0.00775100011836179,0,0,-0.0164410693524508,0,0,0,0,0,0,0.0737628743561409,0,0,0,0,0,0,0.0494238015115227,0,0,0,0,0,0,0.0825245714535592,0,0,-0.0142488399242288,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252123856931298,0,0,0.201659061980225,0,0,0,0,0,0,0,0,0,0.0860795833596266,0,0,0,0,0,0.0178435196071936,0,0,0,0.0499056800217039,0,0.00763827529691734,0,0,0,0,0.137518826859368,0,0
