,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X002236.SZ,X000568.SZ,X002241.SZ,X002475.SZ,X000625.SZ,X600741.SH,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X000100.SZ,X601877.SH,X300003.SZ,X300136.SZ,X002008.SZ,X002085.SZ,X600809.SH,X600487.SH,X600271.SH,X600089.SH,X002508.SZ,X600177.SH,X600522.SH,X000157.SZ,X600118.SH,X002294.SZ,X300115.SZ,X000050.SZ,X600867.SH,X600699.SH,X600372.SH,X000559.SZ,X600498.SH,X000981.SZ,X600566.SH,X002074.SZ,X600525.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.231183745652353,0,0,0,0,0,0.00920016904487488,0,0.0776543521970661,0,0,0,0,0,0,0,0,0.0540798509989693,0,0,0,0,0,0,0,0,0,0,0.0458031914803789,0,0,0,0,0.0509234636298743,0,0,0,0,0,0,0,0,0,0,0,0.0263985941179108,0,0.0154658408147599,-0.0289410363937292,0,0,0,0,0,0
X600104.SH,0,0,0,0.351845565601571,0,0,0,0,0,0,0,0.0785088325460094,0,0,0.146623391794241,0,0.196267359271633,0.134231263507537,0,-0.0195578655013381,0.231751900329762,0,0,0,0,0,-0.0443735473495272,0.0247551475477544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101112223485162,0,0,0.0166306008595733,0,0,0,0.0173462257223834,-8.67361737988404e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0429921315069557,0.159337013512865,0,0.177141849948035,0,0.00187522557074012,0,0,0.0167137462983167,0,0,0,0,0,0,0,0.120128919142423,0,0,0,0.0587278504595508,0,0,0,0.0308715429047382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184991857125194,0,0,0,0,0.0272261913685204,4.33680868994202e-19,0,0,0,0,0,0
X000651.SZ,0,0.0859077779609137,0,0,0.241764384697954,0.0301168931833435,0,0,0,0.251770943226765,0,0.0497982365769839,0,0,0,0,0,0,0.127946068928408,0,0,0,0,0,0,-0.100547134311858,0,-0.114688745627127,0,0,0,0,0.0387738653146873,0,0,0,0,0,0,-0.060170180693057,0,0,-0.018701027606073,0,0,0,0,0,0,-0.000340749751059705,0,-0.0184417760240863,0.0381171586537208,0,0,0,0,0,0
X000858.SZ,0,0,0.00213216905346983,0,0,0,0,0,0,0,0,0.0292198603617881,0.466713303730334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405612305401354,0.0517511037079336,0,0,0,0,0,0,0,0,0,0,-0.0101396283123562,0,0,0,0,0,0,0,0,0.0097134588297496,0,0,0.00195269454340761,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0980185112885428,0,0,0.0958779464446185,-0.129042055084761,0,0.0507988280072459,0,0.00457072709979496,0,0,0,0,0,0,0,0,-0.0167169092145111,0,-0.146908284524338,0,0,-0.00715574936612456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182242887638451,0,0,0,0.0609255101068996,0,0,0.0147901275102176,-0.0134035372938032,0,0,0,0,0,0
X000725.SZ,0,0,0.102716968712029,0,0,0,0,0,0,0.0512195290815739,0,0,0,0,0,0,0,0.113229760068959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137452337442898,0,0,0,0.300325650071327,0.154165293709929,0,0,0,0,0,0,0.000186257502698634,-0.0068826790346327,-0.179725045284131,0,0,0,0,0
X002304.SZ,0,0,0,0,0.532130956050879,0,0,0,0,0,0,0,0.0822581749843301,0,0,0,0.0753849157122402,0,0.0416605353451689,-0.190714024538174,0,0,0,0,0,-0.0286662299809273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341037224067327,-0.05685033825932,0,0,0,-0.0161504873169355,0,0,0,0,-0.0573939532831191,0,-0.00442816413391621,-1.73472347597681e-18,0,0,0,0,0,0
X000063.SZ,0,0,0.0467623588101595,0,0,0,0,0,0,0.0882576556924142,0.315779078084164,0.109333563282968,0.143799249963034,0.045936869635741,0,0,0,0,0,0,0,0.0728083228689171,0,0,0,0,0,0,0.104110403901127,0.0123747352207154,0,0,0,0,0,0,0,0,0,0,0,0,0.0926719572215004,0,0,0,0,0,-0.00908387575336611,0,0.0276037042850601,-0.0443712845255629,0.089132726120883,0,0,0,0,0,0
X600690.SH,0,0,0.0227249024685691,0.326055868064063,0,0,0.0583540672076203,0,0.0362979949451527,0,0,0.122918672194792,4.33680868994202e-19,0,0,0,0.249757355522026,0,0,0,0,0,0,0,0,0.0459290009788521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319605040902367,0,0,0,0,0,0,0.0512214122514381,0,0,0,0,0.0128430609142928,0,0,0,0,0,0,0
