,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X000100.SZ,X600066.SH,X600271.SH,X000550.SZ,X600118.SH,X601877.SH,X000581.SZ,X000623.SZ,X002236.SZ,X000800.SZ,X300124.SZ,X000568.SZ,X002475.SZ,X600177.SH,X600582.SH,X002294.SZ,X002129.SZ,X000869.SZ,X000559.SZ,X000400.SZ,X600839.SH,X002456.SZ,X000050.SZ,X002465.SZ,X002292.SZ,X002007.SZ,X600312.SH,X600252.SH,X000977.SZ,X600809.SH,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.199797939233554,0,0,0.114994999022291,0,0,0,0,0,0,0.603044558611285,0,0,0,0,0.0331646424372801,-0.0378241521826361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331371960866885,0,0,0,0,0,0.159723310530625,0,0,0,0,0,-0.00508018268261072,0.0017330250461426,-0.19874069601485,0,0,0,0,0
X600519.SH,0,0,0,0.0567210364457573,0,0,0.281303223418468,0.104310563212414,0,0,0.241461393198175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11905254223999,0,0,0.109373974986471,0,0,0,0,0,2.16840434497101e-19,0,0,-0.0233968410744946,0,-0.0371905226062805,0,0,0,-0.087408458093283,-0.113174708059928,0,0,0,0,0,-0.00416337743677865,-0.0530813073008335,0,0,0,0,0
X000651.SZ,0.229748950881258,0,0,0.18823935910796,0.120426114914531,0,0,0,0,0,0,0,0.038497871921076,0,0,0,0.0939587006859765,0,0,0,0,0,0,0,0.174492986711247,0,1.38777878078145e-17,0,0,0.00347119743510456,0,0,0,0,0,0.153212780612187,0,0,0,0.027669465239062,0,0,0,0,0,0,0,0.110215091710429,0,0,0,-0.0176960552981754,-0.0134020155048249,0,0,0,0,0,0
X000725.SZ,0,0,0.0795318534229509,0,0,0,0,0,0,0,0,0,0,0.150968587736749,0.0565029652983541,0.107138040412733,0,0,0,0.128928143004538,0,0.0395626544635953,0,0.124969056083447,0,0,0,0,0.0583492775249911,0,0.118662747611568,0,0.149686870588499,0,0,0,0,0,0,0,0,0,0.0528916286155282,0,0,0,0,0,0,0,0,-0.0114075206703593,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0527730919765095,0,-1.73472347597681e-18,0,0,0,0,0,-0.00738635904617465,0,0,0,0,0,0,0.258689599658847,0,0.0360211293587461,0,0,0,-0.0644968978028285,0.196918902118135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466213477092862,0.083286533923073,0,0,0,0,0,6.93889390390723e-18,0,0,-0.017654695965617,-0.00484657790360557,0,0,0,0,0,0
X000625.SZ,0.336231526266283,0,0.012136411748198,0.00160860505339573,0,0,0,0.0599783374109,0,0.151175163934785,0,0,0,0,0,0,0,0.163351936256541,0,0,0,0,0,0,0,0,0.0948792177234581,0,0,0,0,0,0,0,0,0,0,-0.00677410598933625,0,0,0,0,0,0,0.0717345131589858,0,0,0,0,0,0,-0.0351153081238945,-0.0252890917411549,0,0,0,0,0,0
X000858.SZ,0,0.025754099203186,0.174187487106299,0,0,0,0,0,0,0,0,0,0.186405032054849,0,0,0.00231886582845452,0,0,0,0.000828939624548775,0,-0.0508081607076309,0,0,0,0,0,0,0,0,0.0464258458962983,0,0,0,0,0,0.0563654072313977,0,0,0,0,0,0,0,0,0,0,0,0.0117296202388539,0,0,-0.00201367421406722,-0.013010386223985,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0238828913964666,0,0.339189606169352,0,-0.0359756130298717,0,0,0.032206487196966,0,0,0.0324566003094017,0,0,0,0,0.211053667420918,0,0,0,0,0,0,-0.0914066499997219,-0.218640614206208,0,0,0,0,0,0,0,0,0.155690642870426,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.38130044441357,0,0,0.0220911453465466,0.0183011912971585,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-0.0210722330662998,0,0.0377711884637157,0,0.0241541151946412,0,0,0,1.0425562506075,0,0,0,0,0.116769467755035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296986157975314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00308979275674158,-6.7762635780344e-21,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0519039392778062,0,0,0,0,0.0675224506661309,0,0.0464626160849534,0,0,0,0,0,0,0,0.0452481530789634,0,0,0.00548858729709184,0,0,0,0,0,0.0756591566294135,0,0,0,0,0.0643393582976778,0,0.0470058584508973,0,0,0,0,0,0,0,0,0,0,0,0,-0.00205253701840723,0,0,0,0,0,0
X600690.SH,0.0320640841164461,0.127528221092686,0.0196356158065938,0,0,0,0.0619038012075283,0,0,0,0,0,0.109996442929585,0,0,0.188379881462401,0,0,0,0,0,0,0.0933282051661342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00944750255378643,0.00287211842887237,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0368721036647015,0,0,0.155427325116786,0.0485210527811296,0,0,0,0,0,0,0,0,0,0.0813522642729339,0,0.108943193279343,0,0,0,0,0,-0.0854977003217971,0,0,0,0,0,0,0,0,0,0,0.028816280520159,0,0,0,0,0,0.0622372183605299,0.119685834586326,0,0,0,0,0,0,-0.0152798022374166,0.0126366438881543,0.111094080433348,0,0,0,0,0
X000338.SZ,0,0,0.0485633118255122,0,0,0,0,-0.0897023791523454,0,0,0,0,0,0.381489067684656,-0.166970189750634,0,0,0,0,0,0,0,0,0,0,0,0.0037159956375061,0,0,0,0,0,0,0,0,0,0,0.0854510732892977,0,0,0,0.0581502756279575,0.029082610404505,0,-0.0816808500098442,0,0.0799011983921964,0.245681760115155,0.118835694624116,0,0,-0.0524380271763043,-0.0190489077199965,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,-0.031504557798646,0,0,0.311124142010839,0,0,0,0.350913246645248,0,0,0,0,0.059501860652256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200988623693964,0,0,0,0,0,0.0083701729073312,0,0,0,0,0.0444121227856305,0,0,0,0,0,0,-0.0283305416706405,-0.0249671571954586,0,0,0,0,0,0
X600372.SH,0,0,0.1256699291579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792470525134552,0,0.0637668160781058,0,0,0.0945377192409481,0,0,0,0,0,0,0,0,0.114418834007656,-0.0369397958233719,0,0,0.0794246437827604,0,0,0.0743091735824225,0,-0.0179200876895816,0,0,0.0972437129146948,0,0,0,-0.0790930934036088,0.0121798333431713,0,0,0,0,0,0
X600741.SH,0.152193476710503,0,0.0605443702721635,0,0,0,0,0,0,0,0.0537288968111797,0,0.0312860173632675,0,0,0,0,0.177867519529826,0.0501631706093754,0,0,-0.0329000291619362,0.0507582414946883,-0.00793803507916194,0,0,0.20286518381208,0,0,0,0,0,0,-0.0348404462985338,0,0,0,0,0,0.0478598912404186,0,0,0,0,0,0,0,0.117366308383668,0,0,0,-0.0424281008450884,-0.0186084264039218,0,0,0,0,0,0
X002241.SZ,0,-0.175696153971095,0.153922185553422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055440022100624,-2.16840434497101e-19,0,0,0,0,0,0,0.0189537162586019,0,0,0,0,0,0,0,-0.024657677248626,0,0,0.147072687020816,0,0.0451739514771026,0.218821504582284,0,0,0,0.192844682860346,0,0,0,0.0097154052599445,-0.00388957628524505,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0.220986146161586,8.67361737988404e-19,0,0.0889156231343648,0,0,0,0.26066410917104,0,0.124297004184856,0,0,0,0,0,0,0,0.00409780140731186,0,0,0,0.0511279853169334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440457685121715,0,0.236384308201257,0,0,0.0318820274096365,0,0,-6.00382874157911e-05,2.16840434497101e-19,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187700682612708,0,0,0,0,0,-0.0246652473413853,0.119006800844849,0,0,0,0,0,0,0,0.123693701398126,0,0.0277709171257726,0.0421302104526637,0,0,0.0426853452533866,0.00502028561121256,0,0,0,0,0,0,-0.0217663498568376,0.00667443630777646,0,0,0,0,0,0
X000100.SZ,0.0744906964764387,0,0,0,0,0,0,0,0.107821524464957,0,0,0,0,0,0,0.0637138140667716,0,0,0,0,0,0,-1.73472347597681e-18,0,0.00339947278679818,0,0.0889133341670005,0,0,0,0,0,0,0,0,0,0.0510088990156326,0,0,5.42101086242752e-20,0,0,0,0.0862478326685196,0,0,0,0.0849235476254621,0,0,0,0.0228409319938766,-0.00665826693362741,0,0,0,0,0,0
X600066.SH,0.348641598577001,0,0,0,0,0,0,0.0245130782801275,0.0497231667293405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588132234134383,0,0,0.133073145186524,0,0,-0.00961682044037889,0,0,0,0,0,0.107787973007928,0,0,0,-0.0169161703939187,0,0,0,0,0,0.0119764990116809,-0.0111974062546418,0,0,0,0,0,0
