,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600690.SH,X300014.SZ,X600276.SH,X600104.SH,X002129.SZ,X000651.SZ,X300124.SZ,X000625.SZ,X002371.SZ,X000725.SZ,X002049.SZ,X003816.SZ,X600031.SH,X000596.SZ,X002241.SZ,X600703.SH,X000063.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600522.SH,X601877.SH,X002074.SZ,X000661.SZ,X002180.SZ,X300142.SZ,X600884.SH,X600741.SH,X000100.SZ,X000733.SZ,X600460.SH,X000157.SZ,X600702.SH,X002414.SZ,X000799.SZ,X600584.SH,X002236.SZ,X600563.SH,X601799.SH,X600418.SH,X002176.SZ,X600487.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.330758327011747,0,0,0,0,0.0279571078293722,0,0,0,0,0,-0.0609470995379166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210500805758488,0,0,0,0,0,0.0704595583252376,0.0375764641932176,0,0,0,0,0,0,0,0.0136888765679986,0,0,0,-0.000295101493647388,0,0,0.00585372806367659,0,0,0,-0.0148221488948992,0,0
X000858.SZ,0,0,0.275017687336072,0,0,0,0,0.0196749779739421,0,0,0,0,0,0,0,0,0,0.0430591628934733,0,0,0,0.0364707125144401,0,0,0,0,0,0,0,-0.00619778947999416,0,0,0,0,0,0,0,0,0,0.312707855678879,0,0,0,0,0.000437338490802841,0,0,0,0,0,-0.032027476160383,0.0361788108868183,-0.00195500022679096,0,0,0,0,0,0
X600809.SH,0,0,0,0.207472655218122,0,0,0,0,0,0,0,0,0,0,-0.0870108234586171,0.134817550000008,0,0,0,0,0,0,0,0,0,0,-0.0306328676888074,0,0,0.105933518691831,0.0846100032287061,-0.110919149602498,0,0,0,0,0,0,0,0.175779826244311,0,0,0,0,0,0,0,0,0,0,0.219918179728532,0,2.16840434497101e-19,0,0,0,-0.00167035176287151,0,0
X000568.SZ,0,0.0883999522285431,0.16548723141222,0,0,0.0527628444528235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322817493961257,0,0,0,0,0,0,0,0,0,0.0371886066793914,0,0,0,0,0,0.0269161583056322,0,0,0.35860562350676,0,0,0,0,0,0,0,0,0,0,0,-0.0204360334065418,-0.0080832196412646,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0755320558597371,0.0968586450775684,0.106483878028143,0,0,0,-0.0296224722532797,0,0,0,0,0.0190319088774802,0,0,0,0,0,0,0,-0.0614978894914252,0,0,0,0,0,0,0,0,0,0,0,0.139512226004906,0,0,0.0722661938546196,0.501201526328789,0,0,0,-0.0026672831182726,0,0,0,0,0.0121519405577814,0,0,0,0.0291529576678083,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541442667761462,-3.46944695195361e-18,0,0,0,0,0,0.30967276099018,0.0557619155798464,0,0,0,0,0,0,-0.115832644054318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178851116863087,0.166733317100168,0,0,0,0,0,-0.156421733447219,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.201788811686897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620021083745335,0,0,0.278378129439246,0,0,0,0,0,0,0.0385116340882776,0.0264940991357535,0,-0.0430577288447037,0,0.0132579877708014,0,0,0,0,-0.0133077773061418,0,0
X600690.SH,0,0,0,0,0,0.109747902181725,0,0,0,0,0,0,0.372358538022658,0,0,0,0,0,0,0,0,0,0,0.0564808289612412,0,0,0,0,-0.0426246867215855,0,0,-0.0162672836873783,0,0,0,0.0375008097606123,0,0,0,0,0,0,0.0907324887193799,0,0,0,-0.0123642122961756,0,0,0,0,0,-0.00352937703313368,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0.0115889892714721,0,0,0,0.0354916725211516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206686704003403,0.0265721890902347,0,0.00310739859932228,0,0.277281068847555,0,0,0,0,0,0.151259934681473,0,0,0,0,0,0.281754239227302,0.00971803387230331,0,0,0,0,0,-0.0441354262300544,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242362786710907,0,0,0,0,0,0,-0.0720424294299095,0.0448388289141996,0,0.311580141715809,0,0,0.22394591840032,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0219489049063971,0,-0.0130888965465651,0,0,0,0.0259933800523487,0,0,0,0.0254635686205702,0,0
X600104.SH,0,0,0,0,0.0840601600757676,0,0,0,0.0887682874193357,0,0,0.0575771678422501,0,0,0.00336496249353634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227209062684229,0,0,0,0,0.11560990500858,0,0,0,0,0,0,0.022981310373752,0,0,0.133993327676576,0,0.00768073349756536,-0.0157541579210609,0,0,0,-0.00744415043729419,0,0
X002129.SZ,0,0,0,0,0.104775192622562,0,0,0,0.023100190900297,0,0,0,0,0,0,0.0135673552924335,0,0,0,0,0,0,0,0,0,0,0.158407609721694,0.141628437977678,0,0.0655029994245161,0,0,0,0,0,0.0537910587882071,0,0,0,0.111956470727714,0,0,0,0,0.148358070546681,0,0,0,0,0,0,0.0743469072360248,0,0,0,0,0.0684439100178683,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.00913086580525261,0,0,0,0,0,0,0,0,0,0.0851305794445017,0,0,0.113401927992052,0,0.0721113608356835,0,0,0,0,0,0.179042756454786,-0.127530897827656,0,0,0,0,0,0,0,0.199914603146851,0.00239003006584628,0,0,-0.0237324340733766,-0.0365841333790739,0.0637145294650766,0,0,0,0.0208838976931851,-0.012650555753169,0,0,0,0,0,0
X300124.SZ,0,0,-0.0553386633101972,0,0,0.148603519146172,0,0,0.0437169071821084,0,0,-0.00438839054433147,0,0,0,-0.0322890772144824,0,0,0,0,0,0.0310831031368724,0.0622829111384969,0,0,0,0.183649484783658,0,0,0,0,0,-0.24571113160518,0,0,0,0,0,0,0,0,0,0,0,0.132658658104593,0,-0.0209182628838404,0,0.122887023307518,0,0,-0.0213423107435319,0,0,0,0,0.0112699917249787,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.296209355832024,-0.285376098081835,0,-0.0646306964140719,0,0,0,0,0,0,0,0,0,0.12422204822759,0,0,0,0,0,-0.164491251176483,0,0.0193081306008102,0,0,0,0.528380097371556,0,0,0,-0.0432674787354329,0,-0.0301910104230915,0,0,0,0,0,0,0.00171151030471298,7.7381679272342e-05,0,0.151398331378492,-0.103805513538576,0,0,0,0,0,0.00424189448937537,0,0
X002371.SZ,0,0,0,0,0,0.194941534635487,0,-0.0289798038882022,0.0447651750063198,0,0,0,0,0,0,0,0,0.114830058945979,0,-0.0103495024283516,0,0,0.344820372373374,0,0,0,-0.180346168490747,0,0,0,0.114995723826752,0,0.0920032311958019,0,0,0,0,0.432052563413699,0,0,0,0,0,0,0,0,0.0242654968930977,0,0,-0.0687050953591237,0,0,-0.0151450926005254,0,0,0,-0.0206250461945331,0,0
X000725.SZ,0,0,0,0,0.101278075869222,0,0,0,0,0,0,0,0.0441138737874587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00810894401044628,0,0.0808375013606187,0.479976099604875,0,0,0,0,0,0,0,0,-0.0142817769365191,0,0,0.0147654304258898,0,0.00734101077590341,0,0,0,0,0,0,0.00398925018050522,0,0
