,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X000725.SZ,X600809.SH,X000063.SZ,X000661.SZ,X003816.SZ,X600690.SH,X002241.SZ,X000338.SZ,X600703.SH,X002007.SZ,X000596.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X300142.SZ,X600741.SH,X002371.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X601877.SH,X000157.SZ,X002236.SZ,X300003.SZ,X600584.SH,X002414.SZ,X000800.SZ,X600183.SH,X300136.SZ,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X600118.SH,X002185.SZ,X000050.SZ,X002008.SZ,X600066.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.121298245196909,0,0,0,0,0,0,0.125261605557939,0,0,0.25794067405523,0,0,0,0,0,0,0.037193552908801,0,-3.46944695195361e-18,0,0,0.00380548889680607,0,0,0,1.0842021724855e-19,0,0,0,0,0.0721513780561481,0,0,0.0108551715094138,0,0,0.0182462501408201,0,0,0,0,0,0,0,0,0,0,0.0912261562183661,0,0,0.0028475255571109,0,0,0,0,0,0
X000858.SZ,0.0809110038182428,0,0,0,0,0,0,0.0742167324596887,0,0.23156576470591,0,0.431384664848726,0,0.0167039706535786,0,0,0.0862724956480206,0,-0.0118756879535804,0,0,0,0,0,0,0,0,0.0125088713838449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970340429436082,0,0.0310128631069555,0.0298185178296398,0,0,0,0,0,0
X600276.SH,0.106966318510221,0,0,0,0.166381464993766,0,0,0,0.301490617039107,0.065238090745559,0,0.0318302682354169,0,0,0,0,0,-0.00553657918868456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460546056528514,0,-0.0786572351948031,0.023707043148436,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107295054401014,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.00131764396642227,0,0,0,0,0,0.279820945636138,0,0,0,0,0,0,0.074870237911579,0,0,0,0,0.0702481572738239,0,0,0,0,0,0.147482002248417,0,0,0,0.0452388317437496,0,0,0,0.0548197678726628,0,0.00439099243470577,0.0513603823755192,0.0669717730079293,0.0185084871336959,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.150967259757596,0,0,0,0,0,0,0,0,0,0,0,0.0447214141963632,0,0,0,0,0,0,0,0.0249275292788832,0,0,0,0.029889299230011,0,0,0,0,0.211389275874556,0,0,0,0,0,0.0752105589768119,0,0,0,0,0,0,-0.0763607874779542,0,0,0,0,0,0,-0.00611911071190465,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235985554944487,0,0,0,0,0,0,0,0,0,0,0,0.142646886234154,0,0,0,0,0.0212417797474156,0,0,0,0,0,0,0,0,0,0,0.127234514238088,0.00442534571174802,0.0185440128080677,0,0.0469549296004138,0,-4.33680868994202e-19,0,-0.0584674183981972,-0.0226269796119855,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.123449541734858,0,0,0,-0.0870529886277393,0,0,0,0,-0.018086989349015,0.160271653194406,0.109463186989241,0,0,0,0,0,0,0.144349122308914,0,-0.0661180148502497,0,0.0400336011435561,0,0,3.46944695195361e-18,0,0,0,0,0.013471220990645,0,0,0.136194488627559,0,0,0,0,0,0,0,0,0,0,-0.0277071318008168,0.0188494490206134,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.014292979716697,0,0,0,0,0,0,0,0.413150074537025,0,0,0.00834547546482715,0,0,0,0,0.0508784444872124,0,0,0,0,0,0.311675696384938,0,0,0,-1.73472347597681e-18,0,0,0.023398027061537,0,0,0,0,0,0,0,0,-0.0524945706396389,0,0.00067068753372288,0,-0.0159876946694067,0.032558292818124,0,0,0,0,0,0
X000568.SZ,0,0.0145679121606012,0,0,0,0,0,0,0,0.47933687416799,0,0.234573186843507,0,0,0,0,0.0720766186367307,0,0,0.0830843668307573,0,0,0,0,0,-0.0090445243322309,0,0,0,0,0,0,-0.0723212911047106,0,0,0,0,0,0,0,0,0.101680534456172,0,0,0,0,0,0,0,0,0,0,0.00479208985620493,0,0,0,0,0,0
X002304.SZ,0,0.216377367803691,0,0,0,0,0,0,0.237241569213834,0,0,0.0745147918242509,0,0,0,0,0,0,0,0,0.102161202764086,0,0,0,0,0,0,0,0.184006140280653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386940140454104,0,0,0,0,0,0
