,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X600703.SH,X600741.SH,X000100.SZ,X002371.SZ,X000625.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X601877.SH,X002236.SZ,X600584.SH,X002179.SZ,X002049.SZ,X000157.SZ,X600183.SH,X002414.SZ,X000800.SZ,X601799.SH,X300003.SZ,X300136.SZ,X000066.SZ,X002008.SZ,X002456.SZ,X000977.SZ,X300146.SZ,X002185.SZ,X002508.SZ,X600779.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.287312040384288,0,-0.0886439856729129,0.0751141446356192,0,0.00388179115054337,0,0,0,0.306181132421326,0,0,0,0,0,0,0,0,0,0,0,0,0.0245319521004609,0,0,0,0.0319394537673782,-0.0644649411847742,0,0,0,0,0.0545364045763968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209431998620272,0,0,0.072886480078743,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0912236041550048,0,0.1587376449234,0,0.056951433971667,0,0,0,0,0,0,0,0,-0.100826227582211,0.0974909698866668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134457106892059,0,0,-0.0145297962382446,0,0,0,0,-0.00108677718230103,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0193357524696689,0,0.289089543631683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132656640385414,0,0,0,0,0,0.0408759576137246,0,0,0,0.0386082085729039,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00198202344139601,0,0,0,-0.03396631548095,0,0
X002415.SZ,0,0,0,0,0.286224697017513,0,0,0,0,0,1.0842021724855e-19,0.0644151083912324,0,0,0,0,0,0,-0.0975267180919637,0,0,0,0,0,0.0614228660228487,0,0,0,-0.0243569244082399,0,0.10207054452871,0,0.0185094351324014,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284816962529063,0,0,0,0,-0.00746473612326315,-0.00755878164839752,0,0,0,4.33680868994202e-19,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0308848255725859,0,0,0,0,0.0381246869057322,0,0.519952688251289,0,0,0,0,0,0,0,0,0.0487481523861628,0,0,0,0,0,0.0390400758878561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152510472018863,0,0,0,0,0,0.0910290150107059,0,0.0508805196620904,-0.0555465761170313,0,0,0,0.0478836176837513,0,0
X000651.SZ,0,0,0,0,0,0,0.0216195191652506,0,0,0,0,0,0,0,0,0,-0.0665000975947788,0,0,0,0,0,0,0,0,0.118993768560522,0,0.0629567682667514,0,0,0.10136926981889,0,0.0575259765042223,0,0.0133191184561676,0,0.0107932710824614,0,0,0.0107408038103644,0,0,0,0,0,0,0,0,0,0,0,-0.0185830342908378,0,0,0,0,-0.0115552115478441,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.111325217222718,-0.110845730640719,0,0,0,0,0,0,0,0.178677250247653,0,-0.0359492482228456,0.170463529054499,0.191369007307152,-0.028237402323703,0.068263513624965,0.0310289628938321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00818526938945409,0,0,0,0,-0.0659449223036734,0,0
X000568.SZ,0,0.328629122117814,0,0,0,0,0,0,0.28911800209913,0,0,0,0,0,0.144061691103947,0,0,0.011267048689086,0,0,0,0,0,0,0,-0.0619267709761651,0,0,0,0,-0.139307645775255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198956779667712,0,0,0.122495765376938,0,-0.136838278112569,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0567003277130789,0,0,0,0,0,0.223868564627383,0,0,0,0,0,0,0,0,0,0,-0.120241144390447,0.291217565935985,0,0,0,0,0,0,-0.0402643515301412,-0.0207882814445488,0,0,0,0,0,0,0,0,0,0,0.0454659603823903,0,0,0,0,0,0,0.106713526647971,0,0,0.0578884393652424,0,0,0,0.00221681461594583,0,0,0,-0.0201132271113128,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.051748418798087,0,0,0,0,0,0.247865657115656,0,0.295815724818773,0.0708907223407115,0,0,0.00102771786326434,0,0,0,0,0.101761929196551,0.00271008109269697,0,0,0,0,0,0,0,0,0,0,-0.189302889690401,0,0,0,0,0,0,0,0,0.10128283489621,0,0,0.0466594808924186,0,0,0,0,0,0,0
