,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002241.SZ,X002475.SZ,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X300003.SZ,X002085.SZ,X002508.SZ,X300136.SZ,X600487.SH,X600809.SH,X002008.SZ,X600089.SH,X600177.SH,X600271.SH,X000157.SZ,X600522.SH,X600118.SH,X002294.SZ,X600867.SH,X000050.SZ,X000559.SZ,X600699.SH,X600372.SH,X300115.SZ,X000981.SZ,X600498.SH,X600566.SH,X002074.SZ,X002465.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.028249089406535,0.0612261954067543,0,0,0.0618697308658065,0,0,0,0,0.236195978990513,0,0,0,0,0,0,0,0,0,0,0,0,0.014418214344566,0.00631888835815958,0.0784835458092297,0,0,0.114628543231279,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.119423650519976,0,0,0,0.00867570634532915,-0.00593361437547237,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0849240348193414,0,0,0,0,0.11129512380173,0.426467049731983,0,-0.04927951683139,0,0.0217397846117414,0,0,0.189829493410358,0,0,0,0.115965417399844,0.189982678763366,0,-0.0816415144014574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.291627591422766,0,0,0,0,0,0.010686096538068,-0.00597081396066564,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0707247505613504,0,0,0,0,0,0.0929385096001419,0,0.230804926464226,0.223148380270339,0,0,0,0,0,0,0,0,0.0188714866589947,0,0.00700640248848569,0.0728989797948628,1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043412773492457,0,0,0.225503909523435,0,0,0,0,0.00843250330760379,0.0175030136259316,0,0,0,0,0,0
X000651.SZ,0,0.107500393682177,0,0,0.101370053819818,0,0,0,0,0,0,0,0.0710262099033342,0.0184322673259926,0,0,0,0.152567479473464,0,0,0,0,0,0,0,0,0.12542915287299,0,0,-0.00225441848157848,0,-0.0701185251555291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619483345881848,0,0,0,0.0529288991646055,-0.00560271241030876,0.0146044082367051,0,0,0,0,0,0
X000858.SZ,0.298770119539613,0,0,0.200470560025823,0,0,0,0,0,0,0,0.215562435677745,0.0685923572202529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012208224966766,0,0,0.161176323880794,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.000708286140418546,0,0,0,0,0,0,0,-0.00464484247414914,0,0,0,0,0,0
X600276.SH,0,0.0817967013418983,0,0,0.0927396449123608,0,0,0.229880299630292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10485662402442,0,0,0,0,0,0,0,0.0458369034990505,0,0,0,-0.0304553040650219,0,0.00303519156612768,0.00932162701597684,0,0,0,0,0,0
X000725.SZ,0,0,0.169620398621346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282303238424743,0,-0.0556534276371158,0,0,0,0,0.271884380206337,0,0,0.0424023314513888,0.114396218717644,0,0,0,0,0,0,0,0,0,0.150936885690906,0,0,0,-0.0166515247815252,0,0.0739274554387404,-0.0722380555078458,0,0,0.127278235233988,0,0.00527135015418459,-0.0020157355448815,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.221324641158948,0,0,0,0,0,0,0.400301869387727,0.0295643896647146,0.0548328113758713,0,0,0,0.0583677141156559,0.0207133576860259,-0.164925992963168,0,0,0,0,0,0,0,0,0,0.0630209527512006,0,0,0,0,0,0,0,0,-0.0366158755139077,0.0240068808987238,0,0,0,0,0,-0.0410525654788419,0,0,0,0,0,-0.00673146787577036,0.013663236909859,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.284707525510937,0,0,0.116422269436671,0.0901428357048013,0,0.141167745723485,0,0,0,0,0,0,0,0,0,0,0,0,0.101630798535936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150635558385431,0,0,0,0,0,0,0,0,-0.0344690066060339,0.041574493001398,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.142111615876245,0.110065376676646,0,0,0,0.106606531864139,0.113169634586114,0,0.257894500795578,0,0.116701815629129,0,0,0,0,0.332230473392848,0,-0.178027453356878,0,0,0,0,0.0455689815048618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164318038042677,0.0296068627538653,0,0,0,0,0,0
X600690.SH,0,0,0.0192033026659852,0.308789029845253,0,0,-6.93889390390723e-18,0,0,0,0,0,0.116727712540691,0.256258608215527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901799955638751,0,0,0,0,0,0,0,0,0,0,0,0.0419240497179077,0,0,0,0,0,0,0,0,0,0,0,0.0173791392785311,0,0,0,0,0,0,0
X000568.SZ,0.340661501643408,0,0,0,0.279468845000128,0,0,0,0,-3.46944695195361e-18,0.0308699877449268,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0227366771127545,0,0,0.0200854486023685,0,0.0659594540509789,0,0,0,0.0109124475399499,0,0,0,0,0,0,0,0.0545731982235076,0,0,0,0,0,0,0,0,0,0,0,-0.00797278051430831,-0.0105697635519238,0,0,0,0,0,0
X002236.SZ,0,0,0.338488425385268,0,0,0,0,0,0.134484494291996,0,0,0,0,0,0,0,0.156596169956692,0,0,0,-0.0922830991410666,0,0,0,0,0,0,0,0,0,0.117635301230125,0,0,0,0,0,0,0.0259526809615435,0,0.0757262592651093,0,0,0.049219604815996,0.0901138469336618,0,0,0,0,0,0,0,-0.00606904215655263,-0.0101815745478676,0,0,0,0,0,0
X600741.SH,0,0.541703523539677,0,0,0,0,0,0,0,0.0806268485467491,0,0,0,0,0,0,0,-0.0108149006305433,0,0,0,-0.181497042944906,0,0,0,-0.0579270565331992,0,0.182956006155091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280134676468612,0.0211628448955356,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0617053725379897,0,0,0,0.116038511323926,0,0,0,0,0.0167510759524122,0,0,0,0,0.0933867496354677,0.14117466727982,0,0,0,0,0,0,0,0.0937527027191471,0,0,-0.0204032899455188,0,0,0,0,0,0,0,0,0,0.101662154778389,0,0,0.0236973363672453,0,0,0,0,0,0,0.0244580000567067,0,-0.00241377000758936,0.0230452322844158,0,0,0,0,0,0
