,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X000063.SZ,X600031.SH,X600690.SH,X600276.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600372.SH,X600089.SH,X600741.SH,X002241.SZ,X600271.SH,X600582.SH,X601877.SH,X600066.SH,X002236.SZ,X002129.SZ,X600177.SH,X600118.SH,X000623.SZ,X002475.SZ,X000568.SZ,X000581.SZ,X000550.SZ,X000559.SZ,X002294.SZ,X300124.SZ,X000869.SZ,X300003.SZ,X000050.SZ,X000800.SZ,X002456.SZ,X000400.SZ,X300146.SZ,X600839.SH,X000977.SZ,X600060.SH,X002292.SZ,X002465.SZ,X600166.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.157736615439848,0,0,0,0.0433330893191105,0,0.105544643432393,0.0700466009244218,0,0,0,0,0,0.0170214127753885,0,0,0.224799714257317,0,0.0420045540277398,0,0,0.145983204419334,0,0,0.0103463457972594,0,0.0121566871258613,0,0,0,0,0,0,0,0,0,0,0,-0.0463916797915909,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.0103595337188701,0,0,0,0,0,0,0
X600519.SH,0,0,0.164421773643712,0,0,0,0.0172633878345428,0,0.12972077772301,0,0,0,0,0.103346866826147,0,0,0,0,0,0,0,0,0,0,-0.0419607778579043,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628366320572153,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0.0133360140123328,0,0,0,0,0,0,0,0.240031059255101,0,0,0,0.0348914618916274,0,0,0,0,0,0,0,0,0,0,0,0.0792404566824906,0,0.128736446349422,0.0212945240298365,0.0564410087470548,0,0.122002115649214,0,0,0,0,0,0,0.127861645062739,0,0,0,0,0,0,-0.0765385074931323,0,0.049374177376555,0.107997376280802,0,0,0,0.0463658618503597,0,0,0,0,0,0,0
X000651.SZ,0,0.0807595375573118,0,0,0,0.0479044819638305,0,0,0.0218144396426491,0,0.0652688105169917,0,0,0.187812850543042,0,0,0,0.126076605731092,0,0,0,0,0,0,0.0756316060529321,0,0,0,0,0,0,0,0.147364739639416,-0.0538041570872063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523526489473933,0,0.0073033384450805,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0801362341926029,0,0,0,0,0.0642085040840267,0,0,0,0,0.240777004346566,0.0891994836554677,0,0,0,0,0,0.109551315490914,0,-0.211217579563222,0,0,0,0,0,0.263891874827864,0,0,0.113025742358561,0,0.0572514813917375,0,0.0721069625960229,0,0.0391975848268204,0,0,0,0,0,0,0,0,0,0.0161944293639557,-0.0266441751003205,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.286198499187104,0,0.0329151699060988,0,0,0,0.0565932943483668,0,0,-0.00273076676732018,0,0,0,0,-0.149192668644565,0,0,0.171962927846349,0.14753130411217,0,0.120155912474572,0,0,0,0,0,0.242976989493067,0,0,-0.0202892301523331,0.117045995684131,0,0.00180004377246345,-0.207211984348291,-0.197526738096468,0,0,0,0,0,0,0,0,0,0,0.0471566202615284,-2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0.0974548182047523,0,0,0,0,0,0.0286958879145615,0.169363607117157,0.154032972352535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103382394615754,0,-8.67361737988404e-19,0,0.0673768991961485,0,0,0,0,0,0.0480065326785008,0,8.86755808337338e-05,0.0466015507022442,0,0,0,0.077166263757037,0,0,0,0,0,0,0,0.0422880263821608,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.234421588207438,0,0,0,0,0,0,0,0,0,0.244947806329048,0,0,0,0,0,0,0,-0.0664746991574463,0,0.00545416777967152,0,0,0,0.110693651867068,0,0,0.0199251915903801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334429586500482,-2.16840434497101e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0.00330361026898911,0,0,0,0,0,0.0510329769846019,0.0289135259665286,0,0,0.178666613998393,0,0.061809669452053,0,0,0,0,0,0,0,0,0,0,0.124364695705913,0,0.272944984559362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0.126430629190848,0,0,0,0,0,0,0,0,0,0,-0.012706114415635,-2.16840434497101e-19,2.77555756156289e-17,0.65356040484215,0,0,0.0373749770298616,0,0,0,0,0,0,0,0,0.0373424178360144,0,0.148199627703561,0,0,0,0,0,0,0.0167889110894927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392991854046713,0,0,0,0,0,0
X600690.SH,0.202718493075995,0,0.194053886483433,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0602934157449957,0,0,0,0,0,0,0,0,0,0,0,0.0983647725675608,0,0.116177235527284,0,0,0.00812100910765266,0,0.0842379936587971,0,0.0225550071613333,0,0,0,0,0,0.131461612770921,0,0,0.00950760792640888,0,0,0.0519578316341258,0,0,0,0,0,-0.0441262268306201,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0172724568739192,0,0,0.0651746810202961,0,0,0,0,0,0,-0.0679160678469505,0.248726284714259,0,0.0365775341740882,0,0.0670489566494595,0,0,0,0,-0.146096493516315,0,0,0,0.195462688475852,0,0,0,0,0,0,0,0.0544070864639018,-0.00663682691543575,0,0,0,0,0,0.0251661959447601,-0.015126002689962,0,0,0,0,0,0
X000100.SZ,0.140942872420331,0,0,0,0,0,0,0,0.101530679429482,0.0554890354899439,0,0,0,0,0,0,0,0,0,0,0,0.17131951926512,0,0,0,0,0.00902389770577013,0,0.0303779900121887,0,0,0.0322382520573776,0.0407255742887135,0.0221170467464579,0,0,0,0,0,0,0,0,0,0,0,0.266644638709813,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0838929545914647,0,0.0841133660004076,0,0,0,0.466841238163652,0,0,0,0,0,0.0233717179673282,0.0128843354150849,0,0,0,0,0.00886483397911353,0,0.0122982771853677,0,0,0.0166776569939131,0,0,0,0,0,0,-0.0447430900084883,0,0,0,0,0,0,0,0,0,0.298766535466458,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.0620615786668322,0.258518695742804,0,0,0,0.248474221736333,0,0,0,0,0,0,0,0,0,0,0,0,0.0410955274073372,0,0,0,0.192999029978564,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287565541636309,0.054217618786765,0,0,0.0449062132526935,0,0,0,0.0236459700306734,0,0,0,0,0,0
X600703.SH,0.093167669336979,0,0,0,0,0,0,-0.000383924682931151,0,0,0,0,0,0,0,0,0,0.072860386466062,0,0,0.00454723903946221,0,0,0,0.0189067078097286,0,0.0999565924281888,0,0,0,0,0.0278640989613859,0,0,0,0,0,0,0,0,0,0,0,0.116075228186016,0,0.0904083441902984,0,0.220139805163861,0,0.0323117677599793,0,0.0321090510655387,-0.0237175691712696,0,0,0,0,0,0
