,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600031.SH,X000568.SZ,X600690.SH,X002475.SZ,X600809.SH,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300014.SZ,X003816.SZ,X300124.SZ,X000063.SZ,X000100.SZ,X600703.SH,X000157.SZ,X000596.SZ,X002241.SZ,X000625.SZ,X600741.SH,X002129.SZ,X601877.SH,X002007.SZ,X002371.SZ,X002179.SZ,X002236.SZ,X300142.SZ,X002049.SZ,X002414.SZ,X600584.SH,X600183.SH,X601799.SH,X300003.SZ,X000800.SZ,X002074.SZ,X000066.SZ,X000799.SZ,X300146.SZ,X600089.SH,X002008.SZ,X600707.SH,X000977.SZ,X600177.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.217165335236006,0,0,0,0,0.180008847414354,0.0125853686399255,0,0,0.0275870833146931,0,0,0,0,0,0,0,0,0,0,0.0830704848462977,0,0,0,0,0,0,0.0131022612785852,-0.108452663973291,0,0,0,0,0,0,0,0.100908537678906,8.67361737988404e-19,0,0,0,0.0227953479321522,0,0,0,0,0,0,0,0,0,-0.0230509673765166,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.325353385456072,0.0215123964578882,0,0.129120009145998,0.0954743970149597,0,0,0,0,0,0,0,0,0,0,0,0.0400796101788473,0,0,0,0,0,0,0,0.0126756706835481,0.00612914541034474,0,0,0,0,0,0,0,0,0,0,0.111178061444241,0,0,0,0,0,0,0,0,-0.0124164921788587,-0.0109299209653143,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0752036744940541,0,0,0.024487636764007,0,0,0,0,0.0297779564960363,0,0,0,0,0,0,0,0,0,0,0,0,0.209648402195899,0,0.0923847477093066,0.585575499618344,0,0,0,0,0,0,0,-0.0228894420685169,0,0,0,0,0,0,0,-0.150010624793106,0,0,0,0,0.00194578648875262,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0337438331734788,0,0,0,0,0,0,0,0,0.0444211349102781,-0.00340723535768153,0,0,0.0550334368668505,0,0,0,0,0,0.0255527030968643,0,-0.0615125834997707,0.192555606023624,0,0,0,0,0,0,0.0995982548830126,0,0,0,0,0,-0.163577888108096,0,0,0,0,0,0.143722129323395,0,-4.33680868994202e-19,0.0119431906693159,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0777626520252504,0.17499008866543,0,0.0468781652138307,0.0463381254961822,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0368634887841248,0,0,0,0,0,0,0,0,0.0039446260776178,0,0,0,0,0,0,-0.0601528284704082,0,0,0.107554382270412,0,0,-0.00299506547974058,0,-0.0243482136656381,0.0137814969137113,0,0,-0.140704814670126,-0.0482605073562602,-0.00841806303634101,0,0,0,0,-0.0499508775192115,0,0
X600031.SH,0,0,0.0760276873770175,0,0,0,0,0.0838465297935832,0,0.228934134578068,0,0,0,0,0,0,0,0,0,0,0.213610088201948,0.0771179952544519,0,0,0,0,0,0,0,0,0,0,0,0.155203516292512,0,0,0,0.0100754448471045,0,0,0.00393226962762786,0,0,0,-0.0608322588527371,0,0,0,0,0,0,-0.0130131345600139,0,0,0,0,0,0,0
X000568.SZ,0.0850843465872857,0.578135773490596,0.0356693010951836,0,0,0,0,0,0,0,0.072925109239132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0454131802895292,0.292622947881921,-0.0185596616747705,0,0,0,-0.0274756494263256,0,0,0,0.0271122397197033,-0.0570501278330685,0,0,0,0,0,0
X600690.SH,0,0,0.141273654897069,0,0.234740704865942,0,0.0426468823895376,0,0,0.254370579642372,0,0,0,0.0178159823239402,0,0,0,0,0,0,0,0,0,0,0,0.195818035169754,0,0,0,0,0.0468815108757532,0,-0.015202679008379,-0.107906802886741,0,0,0,0,0,0,0,0,0.0493615917721442,0,0,0,-0.0383729509988269,0,0,0.132695011121048,0,0,0.0109124642842263,0,0,0,-0.0503259293358109,0,0
X002475.SZ,0,0,0.00908566673886755,0.314752738853312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793880233232647,0,0.367138990298383,0,0,0,0,0.0204637319121138,0,-0.0409572592246827,0,0,0,0,0,0.125476053293118,0.0164579244976623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.361986997932287,0,0,0,0,0,0,0,0,0,0.0173454916047074,0,0,0,0,0,0.00477282082097358,0.251888477143639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238383059296547,0,0,0,0,0.181545341438001,-0.00336466576114769,0,0,0,0,0,0,0,-0.0590568645251535,-0.00750439829395905,0,0,0,0,0,0
X002304.SZ,0,0.298080000871302,0,0,0,0,0,0.0263407924593923,0,0,0,0,0,0,-0.0113128816027655,0,0,0,0,0,0.0436748705098645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759107563427839,0,-0.0749041228365727,0.155745101245235,0,0.11154609623129,0,-0.00581513170693984,0,0,0,0,0,0,-0.0320171092047286,0,0,0,0,-0.0916694038796706,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778041189809912,0,0.0117661423401422,0,0,0,0,0.0155393630838512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275513613469113,0.252115141165969,-0.05167060943616,-0.110158481540434,0,0,0,0.0901755754373597,0,0,0,0,0,0.0187268914947114,0,0,0,-0.0471224963947341,0,0
X000725.SZ,0,0,0.10862051975791,0,0,0,0,0.0311354001914393,0.0649370984901185,0,0,0,0,0,0,0,0,0,0,0.115279728946661,0.0859305719921813,0,0,0.0708406588923381,0,0,0.129427522198669,0,0,0,0,0.0572413398441785,0,0,0,0,0,0,0.160750319256137,0,0,0,0,0,0.0313058934285465,0,0,0,0,0,0,-0.00147101205349121,0.013266889399149,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.0904449327475912,0.0434822160161023,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0649212290090863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115709077364871,0,0,0.058598701560787,0,0,0,0.103379406180171,0,-0.0726384057815594,0,0,0,0,-0.0319646935791573,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0534686361481759,0,0,-3.46944695195361e-18,0,0,0,0,0,0.123116783568503,0,0,0,0,0,0.143912421936751,0,0.0538064313149403,0,0,0,0,0,0.0477653390144003,0,0,0.0284667087247719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023098967908957,0.135581633033753,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.134455185207871,0.0217270037859898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438521628732497,0,0,0,0,0,0,0,0,0,0.12072519610634,0,8.67361737988404e-19,0,0.322692714551031,0,0,0,0,0,0,-0.00225030909885634,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603816070388972,0,0,0,0,0,-0.0665323820150701,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0840661552910076,0,0,0,0,0,0,0.0341845484728792,0,0,0.0261189465526606,0,0.00248929139830739,0,-6.7762635780344e-21,0.00370696694765116,0,0,0,0.0415591516872101,0,0
X300124.SZ,0,0,0,0,0,0.162574245998111,0,0,0,0,0,0.106980169236406,0,0,0,0.292088990392025,0,0,0,0,0,0,0,0,0,0,0.164885259979288,0,0,0,0,0,0,0,0,0,0,0.0597136931449425,0,0,0,0.0834631117908236,0,0,0,0.0365626069238399,0,0.0679299612520498,0,0,0,-0.0521496902388443,6.93889390390723e-18,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.114765671651992,0,0,0,0.252305200149805,0,0,0,0,0,0,0,0,0,0,0,-0.16301724966513,-0.0603547939523893,0,0,0.0188357264273932,0,0,0,0,0,0.370468924286656,0.0454372134888018,0.0501392937542382,0,0,0,0.0735796002159744,0,0,0,0,-0.0239808990612432,0,0,0,0,-0.00165441738489006,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.350754112637549,0,0,0,0,0,0,0,0.350474690760329,1.73472347597681e-18,0,0,0,0,0.0717175099657342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213429136004223,0.0346181959854342,0.158791024135813,0.205787106023663,0,0,0,-0.0220695196785484,0.014126254506161,0,0,0,-0.017998437942013,0,0
X600703.SH,0,-0.0370139822702533,-1.73472347597681e-18,0,0,-8.67361737988404e-19,0,0,0,0,-0.0185404764140078,0,0.0781620635421093,0,0,0,0,0,0,0.209212889234071,0,0,0,0,0,0,0,-0.175030579297817,0,0.284951439202596,0,0,0,0,0,0,0,0,0,0,0.10869674393778,0,0,0,-0.0538161168911033,0,0,0,0,0,0,-0.0493574083651514,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0.288242747150878,0,0,0,0,0,0,0,0.295782610921013,0,0,0,0,0,0,0.012190795276918,0,0,0,0,0,0,0,0,0,0,0,0,0.180103747670519,0.0385453321921337,0,-0.0243536087318705,0,0,0,0.114357507634716,0,0.094499443671468,0,0,0,0.128254235090464,0,0,0,0,0,-0.00605648922462526,0,0,0,0.0888021945681435,0,0
X000596.SZ,0,0,0,0,0,0,0.106933307308561,0,-0.0119510756628435,0.153449434569096,0.0553624486632507,0,0,0,-0.0795765699101546,0.155373341847112,0,0,0,0,-0.0266731758194806,0,0,0,0,0,0.0158809723216402,0,0,0,0,0,0,0,0.085128181904769,0,0,0,0,0,0.0613114753512458,0,0,-0.0506666687923693,0,0,0,0,0,0.110810152894282,-0.028956629688472,-0.0221182347236229,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.0318434654912277,0,0.255484778953433,0,0,0,0.292320834682016,0,0,0,0,0.018298748512589,0,0,0,0,0,0,0,0,0,0,0,0.132499118580411,0,0.0883657394174715,0,0,0,0.0410489826212414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286112419063409,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,-0.381916118283374,0,0,0,0.297483041084242,-0.0367025911504933,0,0,0,0,0,0,0.342116954053986,0,0.200495792149988,0,0,0,0,0,0,0,0,0,0,0,0.151422837553047,0,0,-0.119147989098519,0.0268382530561307,0,0,0,0,0.0311102575652714,0.0929006571566384,0,0.0393536938683395,0,0,0,0,0,-0.0486104205608364,0,0,0,0,-0.0229016297485345,0,0
