,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000661.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000725.SZ,X000568.SZ,X003816.SZ,X600809.SH,X600690.SH,X002241.SZ,X000338.SZ,X300142.SZ,X600703.SH,X002007.SZ,X002371.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X300124.SZ,X002049.SZ,X600584.SH,X300003.SZ,X600741.SH,X002129.SZ,X002414.SZ,X601877.SH,X000157.SZ,X600183.SH,X000800.SZ,X002236.SZ,X000066.SZ,X300136.SZ,X000977.SZ,X002456.SZ,X000625.SZ,X002179.SZ,X600118.SH,X002185.SZ,X002008.SZ,X002463.SZ,X002180.SZ,X601799.SH,X000021.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.355449903301529,0,0,0,0,0,0,0,0,0,0,0.0468130997428779,0,0,0,0,0,0.0622308171682941,0,0,0.00185566502476042,0.0689006961725858,0,0,0,0.0492105215896292,0.0242472480249209,0,0,0.0119817817704311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00883795549445433,-0.00800243870334537,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0863235955235136,0,0,0,0.251221807847642,0,0.36159937316664,0,0.0656587620058204,0,0.0256579848482214,0.0407163741440796,0,0,0,0,0,0,0,0,0,0,0.0715698394685383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.265028288057428,0.199894557613826,0,0,0,0,0,0,0,0,0,0,0,0,0.0156275845603207,0,0.0288348072441164,0,0,0,0.0735637470801017,0,0,0.0239448202484233,0,0,0,0,-0.0383408934875541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175399624497977,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30559723022193,0,0,0,0.061096861929489,-2.71050543121376e-20,0.0408345200617714,0,0,0,0.0257675002243296,0.0596488131189102,0,0,0.0227540574845631,0,0,0,0,0,0,0.00299730039377547,0.060950285109539,0,0.0913719377333976,0,0,0,0.037098969610509,0.0168532619378941,0,0,0,0,0,0,-0.0244677892444628,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.148171327503709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599219339200634,0,0,0,0,0,0,0,0,0,0.249222420193139,0.0386266458691789,0,0.118739264259043,0,0,0,0,0,0.0173163354081203,0,0,0,0,0,-0.000227584337180883,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0926291229827469,0,0,0.0420057145692228,0,0.109664215015124,0.0680449184657664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300117900414689,0,0,0,0,0,0.0180791168527451,-0.021767081470376,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.0536853958435675,0,0,0,0,0,0,0,0.0630685241080813,0,0,0,0,0,0,0,-0.0799999042612017,0,0,0,0,0,0,0,0,0.0344477650005216,0,0,0.0754667811056724,0.164115324659969,0.0556588993389606,0,0,0,0.0933112420707858,0,0,0.0883055721740292,0.0141148963927886,0,0,0,0,-0.0905383861110269,-0.0132736095368827,0.00876510876520841,0,0,0,0,0,0
X000661.SZ,0,0,0,0.221165865722148,0,0,0,0,-0.107431247694176,0,0,0,0,0,0.0214731444925215,0,0.0119374385796139,-0.0152741817540327,0,0,0.299492717787711,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356117656262315,0,0,0,0,0,0,0,0,0,0,0,0.00983293026893078,-0.0303045728303811,0,0,0,0,0,0
X002304.SZ,0,0.150227668909485,0,0,0,0,0,0,0,0,0,0,0.510329647586817,0,0,0,0,0,0,0,0,0,0.151169283986994,0,0,0,0,0,0,0,0.00550938421470015,0.00130537698345076,0,0,0,0,0,0.00907921352680171,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0151345326054406,-0.0015573294508099,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.127337515318741,0,0,0,0.165566045978736,0,0,0,0.038846316838033,0,0,0,0,0.0169751082644132,0,0,0,0,0,0,0,0,0,0,0,0,0.0787032712975497,0,0,0,0,0,0,0,0.230759459160631,0,0.154733406866549,0,0,-0.0229787756319578,0.00891942131836399,-0.0155744982835852,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0725789117470707,0,-0.106321115568599,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.200840194462162,0.00304723239518815,0,0,0,0.157695183402339,0,0,0,0.117664150377083,-0.0939008772440598,0,0,0,0,0,0.132572226103621,0,0,0,0,0.0961991278938297,0,0,0,0,0,0,0,0.0713976111254724,0,0,0,0,-0.0100300158301075,-0.0255712236611074,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802074831175239,0,0,0,0.0120725567588041,0,0,0,0,0.228213405034651,0,0.0568634407662771,0,0,0.0752409331489738,0,0,0,0,0.00307652490982248,0,0.0192114171003903,0,0,0,0,0,0,0,0,0,0,0.0490809864222526,0,0,0,0.0148026646366114,0.0223246657330117,0,0,0,0,0,0
X000568.SZ,0,0.538518599555398,0,0,0,0,0,0,0.128198677971874,0,0,0.107896599671528,0,0,0.00467753819302829,0,0,0,0.0446675469512132,0,0,0,0.0704748291584918,0,0,0,0,0.00609882037512003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553423595884044,0,0,0,0,0,0.00667981008385016,0.00475296495032273,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.020624461225615,0,0,-0.0135327799812558,0,0,0,0,0,0,0,0.0165419913191621,0,0.0337775236210966,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0140779506862986,0.130931708489587,0,0,0.0403673403133574,0,0,0,0,0.00857897426002123,0,0,0,0,0,0.00504576130316186,-0.00313351006282677,0,0,0,0,0,0
X600809.SH,0,0.458626422627696,0,0,0,0,0,0.0429983141246013,0,0,0,0,0,0,0,0,0,0,0.116717833319841,0,0.146973017895374,0,0.0691647254208025,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0413198148666642,0,0,0.00881663090398653,0,0,0,0,0,0,0,0,0,0,0,0,0.019348826170638,-0.0152627003720878,0,0,0,0,0,0
