,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X000063.SZ,X002371.SZ,X600104.SH,X300124.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X600031.SH,X000625.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X000977.SZ,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X002241.SZ,X600584.SH,X600741.SH,X000157.SZ,X601877.SH,X000661.SZ,X600522.SH,X002180.SZ,X600702.SH,X000066.SZ,X002074.SZ,X002463.SZ,X300003.SZ,X600460.SH,X000733.SZ,X300142.SZ,X002007.SZ,X300146.SZ,X002156.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.198503361186476,0,0,0,0.0281968117425054,0,0,0,0,-0.0579460350979875,0.0398147936040174,0,0,0,0,0.0389480275439535,0,0,0,0.060947594508437,0,0,0,-0.0250242354710659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758473678540694,0,0,0,0,-0.0660140638588842,0,0,0,0,0,0
X000858.SZ,0,0,0.197861740155917,0,0,0.0752148209863894,0,0,0,0,0,0,0,0,0,0,0.0938157403750412,0.0759585011441038,0,0,0,0,0,0,0,-6.97361412803286e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130648051288504,0,0,0,0,0,0,0,0,-0.0512152036253409,0,0,0,0,0,0
X000568.SZ,0,0.302903360550762,0,0,0,0,0,0.0727438311538576,0.00408889154640464,0,0,0,0,0,0,0,0,0.0289657682006004,0,0,0,0,0,0,0,-0.0732098779248019,0,0,0.115321310188709,0,0,0,0,0,0,0,0,0,0.0648248435101988,0,0,0,0,-0.0570249752470569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0649240271420408,0,-0.0998585600130059,0,0,0,0,0,0,-0.0119104005441144,0,0.237512712119905,0,-0.0576272343216379,-0.0119804564463149,0.204798335717479,0,0,0,0.250821293420852,0,0,0,0,0,0,0,0,0,0,0.0863950683119784,0,-0.183157531425839,0,0,-0.0975360100474158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0875102309014921,0,0,0,0,0,-0.0875530172751849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187666292431026,0,0.0309043822376271,0.145675873160096,0,0.19541256977959,0,0,0,0,0,0,0,0.0345399894701319,0,0,-0.0626351386810619,0,-0.385171589392841,0,0,0,0,0,0,0,0,0,0.0387175528538547,0,0,0,0,0,0,0
X600809.SH,0,0,0.114752573133966,0,0,0,0,0.129960306049862,0.085188097202674,0,0,0,0,0,0,0,0,0,0,-0.119665429908958,0,0,0,0,0.10587602859482,0,0,0,0,0,0,0,0,0,0,0,0,-0.201880017508855,0,0,0,0,0,0,0,0,-0.328371717101825,0,0,0,0.437832257075886,0,0.0136636944254785,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0381882766711176,0,0,0,0.0399455609693443,0,-0.154120121450335,0,0,0,0.330656860197873,0,-0.226738164155302,0,0,0,0,0,0,0,0,0.0625785961488244,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127205016164379,0,0,0,0,0,0,0,0,-0.038742000935027,0,0.0734880244061883,0.0563238921522774,0,0,0,0,0,0,0
X002304.SZ,0,0.283917076586352,0.101946999128577,0,0,0.00189516966296138,0.0454707300060802,0,0.0811182067938304,0,-0.0260930462626149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114866635177952,0,0,0.0424874396778191,0,0,0,1.73472347597681e-18,0,0,0.15673584031348,0,0,0.0271308942632855,0,0,0,0,0,0,0,0,0,0,-0.0124845328667326,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0929028627513383,0,0,0.175384483923354,0,0,0,0,0,0,0,-0.46932211614625,0,0,0,0,0.00126660890182529,0,0.0796434935170592,0.161098876226325,0,0.00296932217190928,0,0,-0.39619722219535,0,0,0,0.0877539210943969,0.00237270415673846,0,0.013622000749865,0,0,0,0,0,0,0.0143491488376206,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.151177035002592,0,0,0,0,0,0,0,0,0.0876798153125072,0,0,0,0.0324817139887437,0,0,0,0,0.126309532014365,0,0.500717706680909,0.168767916794343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806568510781989,-0.107512937309932,0,0,0,0,0.00128312791548648,0,0,0,0,0,0
X000063.SZ,0,0,0,0.142040861622833,0,0,0,0,0.0234021667900319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28863841214895,-0.347276898204484,0,0,0,0,0,0,0,-0.0788026470260537,0,0,0,0.0781021679565713,0.254772535783572,0,0.0120514714741379,0,0,0,0,0,0,0.0555755620299178,0,0,0.180906104462415,-0.22728449701364,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0587123581996654,0,0,0,0,0,0,0,0,0,0,0.00729912100883646,0,0,0,0,0,0,-0.0678742638222419,0,0.00462568266844915,0,0,0,0,0,0.0565786813478418,-0.314050747988095,0,0,0,0,0.241585025018795,0.163385518066681,0,0,0,0,0,-0.0268366176393581,0,0,0,0.25511790417205,0,0,0.0758665538876003,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0297776703429483,0,0,0,0,0,0,0,0,0.165268645284359,0.164918114599714,-0.000860273556456355,0,0,0,0,0,-0.0215017991449616,0,0.151473881038711,0.0103928611565329,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173234003318459,0,0,-0.0299399379533243,0.0277942960127104,0,0,0,0,0,-0.010155737320047,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,-0.0840284174768463,0.0274101079117451,0.137639988489539,0.0292384931240917,0,0,0,0,-0.0575746268021353,0,0,0,0,0,0.120511640964318,-0.0469625778723716,0,0,-0.0518285567114443,0.0731825444527158,0,0,0,0,0.248154633224001,0,0,0,0,0.0389272771278743,-0.0520090883791584,0,0,0,0,-0.0356848363003853,0,0,0,0,0,0,0,0,0,0.0125693397287639,0,0,0,0,0,0,0
