,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600031.SH,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X600066.SH,X000338.SZ,X601877.SH,X000100.SZ,X002456.SZ,X600271.SH,X600118.SH,X600089.SH,X002085.SZ,X300124.SZ,X000157.SZ,X600177.SH,X600522.SH,X002508.SZ,X002007.SZ,X600372.SH,X300136.SZ,X000066.SZ,X300003.SZ,X000981.SZ,X600487.SH,X600699.SH,X002294.SZ,X600867.SH,X000050.SZ,X002008.SZ,X002180.SZ,X000559.SZ,X002292.SZ,X000596.SZ,X000623.SZ,X600809.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0083718889719,0,0.0309044065925297,-0.09793875039469,0,0.051824960923582,-0.0408289466817887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962373381185238,0,0,0,0.143639833717875,0,0,0,-0.00414795200159081,0,0,0.0333494957478572,0,0,0.0935613750895034,0.174053659882496,0.00425785996362049,-0.0143999446436558,0.00468948288455679,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.059747649248048,0,0,0.158530603882726,0,0,0,0,-0.0177062556053347,0.189144458486139,0,0,-0.0934995837551927,0,0.0213929256315232,0,0,0,0.136234186781546,0,0.229374393774885,0,-0.0598304408261171,0,0,0,0.117825092398884,0,0,-0.0137074579940202,-0.120211991265579,-0.0714159832631149,0,0.132161542843168,0,0,0,0,0,0,0,0,0,0,0,0,0.00794704779135511,-0.00762311180826883,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0110555454713972,0,0,0,0,0,0,0,0,0,0.196067712667212,0,0.118388506288852,0,0,0,0,0,0,0,0,0,0,0,0.193207976726648,-0.254245053094417,-0.083854886464015,0,0,0,0,-0.029181986966805,0,1.73472347597681e-18,0,0,0,0,0.0229675690872368,0,0,0,0.0575000616040087,0,-0.0280437721669168,0.0107852956756227,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0528547338945116,0,0,0,0,0.039025363451025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280456476694454,0,0,0,0,0,0,-0.0116730340023296,0,0,0,0,0,-0.0944359708180133,0,0,0,0,0,0,0,0.105748999313785,-0.149922946993324,0,0.00844675276743529,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0662028305693509,0,0.168401364416706,0,0,0.0506422213873005,0,0,0,0.238259490965912,0,0,0,0,0.0856634467420583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106715189275742,0,0,0.0294058587629172,0,0,0,0,0,0,0,0,0,0,0.0108790630130735,0,0.0134960901570346,0.00170116645042369,0,0,0,0,0,0
X002304.SZ,0,0,0,0.132863404995125,0.0556908315255354,0,0,0,0,0,0,0,0.121752455369142,0.0531033230313011,0,0,0,0,0,0,0,0.17659928720263,0.0052476035994806,0,0,0,0,0,0,0,0,0,0,0,0,0.013273012317704,0,0,0,0,0,0,0,0,0,0,0,0,0.0732621980860561,0.152359768616063,0,0,-0.00227159375706537,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.161428317398172,0,0,0,0,0,-0.041134009989548,-0.116420390327655,0,0,0,0.0370041001883842,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0668924983752935,0,0,0,0,0,0,0,0,0,0,0,0.0549740482485295,0,0.0574935642758032,-0.0875447108953695,0.00650093679109099,0.00225367228315403,0,0,0,0,0,0
X000725.SZ,0,0,0,0.304377760923471,0,0,0,0,0,0,0,0.0933113174720695,0.118683201901017,0,0,0,-0.362696267819763,0,0,0,0,0.0955054487867721,0,0,0,0,0,0,0,0,0,0,0.123692141470117,0,0,0,0,0,0,0,0,0,0,0.0114376284639298,0,0,0.225025436991239,0,0,0,0.246631062211274,-0.0725013199632348,0.0204044633232986,0,0,0,0,0,0
X000625.SZ,0,0.228141349769666,0,0,0.0639263216862034,0,0,0.0198442056916602,0,0,0,0,0,0,0,0,0,0.219670806934099,0.0867144187407645,0,0,0.101861658183539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134263244227643,0,0.165087036755191,0,0,0,0,-0.00904522181404608,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0369867341004657,0,0,0,0,-0.19509474936742,0,0,0,0,0,0,-0.124327834201369,0,0,0,0,0.13736197435754,0,0,-0.176605908788933,0,0,0,0.224378650518595,0,0,0,0,0.339104910289615,-0.136324768903003,0,0.038341197829657,0,0,0,0,0,0,0,0,0,0,0,-0.0794843634512485,0,-0.0336268793302541,0,0,0.00949788454995692,0,0,0,0,0,0
