,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X300014.SZ,X000651.SZ,X000625.SZ,X300124.SZ,X002129.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X601877.SH,X600741.SH,X002074.SZ,X300142.SZ,X600522.SH,X002180.SZ,X000733.SZ,X600460.SH,X600702.SH,X600884.SH,X000100.SZ,X000799.SZ,X000157.SZ,X002236.SZ,X601799.SH,X600584.SH,X000800.SZ,X002176.SZ,X002414.SZ,X600779.SH,X002007.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.119807143626321,0.132684075849593,0,0.0381106531075228,0,0,0,0,0,0,0,0,0,0,0,0.068564480697923,0,0,0,0,0,0,0,0,0,0,-0.0104740501912681,0,0,-0.03048785826925,0,0.044976231263462,0.0749433447421327,0,0,0,0,0.0626732123344221,0,0,0,0,0,0,0,0,0,0,0,-0.00308576586638693,0.00584734996627333,0,0,0,0.0126027736838456,0,0
X000858.SZ,0,0,0,0.37052892212092,0,0,0,0,0,0,0,0,-0.0166443175086672,0,0,0,0,0,0,0.0298353377019069,0,0,0,0,0,0,-0.011310949080978,0,0,0,0,0,0,0,0,0,0,0,0,0.142954164280493,0,0,0,0,0,0,0,0.244955831588877,0.0204049480374825,0.00288848057522736,0,-0.00670387431132678,0,0,0,0,0,0,0
X600809.SH,0,0.435625176423587,0,0,0.0563241819120889,0,0,0.0317034878978483,0,0,0,0,0,0,0,0,0,0,0,0.131674566090474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247888500763432,0,0.29510376850471,0,0,0,0,0,0,0,-0.0415052223290008,2.77555756156289e-17,0,0,0,0.00396238632628754,0,0.0190660918669897,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.169116157560964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00681840489277167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247722438073173,0,0,0.326046867206702,0,0,0,0,-0.0392757510986053,0,0,0,-0.0136084271436079,0,0,-0.00290872186838549,0.0659315475825965,0.0781934014983325,0,0,-0.00925972374285186,0,0
X002415.SZ,0,0,0,0,0,0.309285687198148,0,0,0,0,0,0,-0.228969128690101,0.0729068369575067,0,0,0,0,0,0,0,0,0.0703392862376372,0,0,0.0203439268501438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834077357558261,0,0,0,0,0,0,0,0,0,0.0562390043859136,0.118503111054389,0,0,0,0,0,0
X002304.SZ,0,0,0,0.116606449216873,0,0,0.116759082249035,0.0112899796491979,0.0508477122684456,0,0,0,-0.0299544624699642,0,0,0,0,0.00803800067337549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180090276958578,0,0.325643390906376,0,0,0,0,0,0,0,-0.00415119552319381,0,0,0,0,0.0210940500974232,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.129123229762759,0,0,0,0,0,0.246844006811335,0,0,0,0.0900754967968726,0,0,0,0,0.079310174234216,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.054074790144251,0,0.00554251264796148,0,0,0,0,0,0,0.16306846412896,0,0,0,0,0,-0.000286991656306572,0,-0.0418818867726997,-0.0182715361522717,0,0,0,-0.153556840827677,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496754516936246,0,0.120892056332692,0.0457301767646676,0,0.339738014986816,0,0,0,0,0,0,0,0,0,0.00880397931294212,0,0,0,0,0,0,0,0,0.201175939700451,0,0,0,0,0,0,0,0.148630803069514,0,0.0188438749346119,0.0214555855719701,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.166318850768363,0,0,0,0,0,0,0,0,0,0,0,0.271164305503009,0,0,0,0,0,0,0,0,0,0,0,0.091842390978567,0,0,0,0,0,0,0,0,0,0,0.224864268298572,0,0,0,0.0323687403584547,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0223936253697186,0,0.147921877748343,0,0,0,0,0.0278306719437489,0,0,0,0,0,0,0,0,0,0,0,0.0436909662851763,0,0,0,0,0,0,0,0,0,0,0,0,0.0652682791456817,0,0.0582252322427787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
